Attempt Regex,ChatGPT Output
(a|b)(ba|bb)*,"positive example: [a, aba, ababa, abb, b, bba, abba, bbb, ababba, bbba]  
negative example: [aa, aaa, bab, bbbab, ba, aab, baa, abab, babb]"
0*10*01*,"positive example:[001001, 0100, 010001, 01001, 010011, 0101, 10, 1001], negative example:[000, 111, 100010, 010, 011, 0001, 1010]"
a*(aaaa*)*,"positive example:[, a, aaaa, aaaaa, aaaaaa, aaaaaaaaa]  
negative example:[aa, aaa, aaaaaaa]"
(a*ab*ab*)*,"positive example:[, aaab, aaabab, aaba, aabab, aababaabab, aababb, aabbab, abab]  
negative example:[aa, ab, ba, b, aaaa, ababa, baba, baa]"
a*b(bb)*a*(b(bb)*)*a*,"Positive examples: [aab, abbba, ababbbabba, abbbbba, abba, abbbab, abbabbbba, abbaab, baa, bbabbbb, abbb, abbbbbba, bbb, abbbbaba]

Negative examples: [bab, bbbabbab, baaabbb, bbbaabab, abbaabbaa, aabab, bbaabaa, bbabbb, ababbb, abbaaa]"
((?:)(a+)+)|((b+))+((a*)+),"positive example: ['a', 'b', 'aa', 'aaa', 'ab', 'ba', 'aab', 'bba', 'aba', 'abb', 'aaaab', 'bbaa', 'abab', 'aaaa', 'bbbb'],
negative example: ['c', 'abc', 'bac', 'acb', 'cab', 'aabcb', 'bbac']"
(a|(ba*b)*b(a|(ba*b))*),"positive example: [a, b, ba, baabba, babb, babba, babbaa, babbabba, babbbaab, babbbab, babbbb, bbba, baab, babab]

negative example: [ab, aa, bb, bbb, aba, baababa, babbbababa, baabbaabba, bba, abb]"
(b)*,"positive example:[, b, bb, bbb, bbbb, bbbbbb], negative example:[a, ab, ba, abc, c]"
b*a*b*a*b*,"positive example:[, abab, baab, baabab, baba, babaab, babab, bababb, babb, babbab, bbab, bbabab]

negative example:[a, b, aa, bb, abba, bba, baa, babababa, aab, abb, ab, ababa]"
a*,"positive example:[, a, aa, aaa, aaaa], negative example:[b, ab, ba, abc, aab]"
(a+b)*|(bb)*,"positive example: [ε, a, b, aa, ab, ba, bb, aab, ab, abab, bb, bbbb]  
negative example: [b, aabb, baab, bab, abb]"
"[a-b]b?a{2,}","positive example:[aaa, abaa, baa, bbaaa], negative example:[aba, abbaa, aaaab]"
0*|1*|(1+0+1+0*)*|(0+1+0+1*)*,"positive example:[, 0, 00, 1, 11, 101, 010, 1010, 0101, 001010, 110101, 110, 10101010, 011, 000, 1111, 101100, 010010, 11011]  
negative example:[001, 011, 100, 110, 0001, 1110, 101101, 1001, 0110, 1100]"
(((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"Positive examples: [ε, aaaba, aaabaaab, aaba, aabaaaab, aabaaab, aabaaaba, aabaaabaabaaab, aabaab, aababab, aba, abaaab, baba, babaaab]

Negative examples: [aa, bb, abc, baa, bbb, aab, abab, baab, ababab, baaab]"
(a*((bb*)+(bbb)*)a*)*,"Positive examples: ['', 'a', 'bb', 'abba', 'abbb', 'abbbba', 'abbbb', 'abbbba', 'aabbbb', 'abbbbaa', 'bbbaa', 'abbbbba']  
Negative examples: ['b', 'aaa', 'bba', 'aaabbb', 'abbbaaa', 'baab', 'abab', 'babba', 'bbbaaa', 'abbbaaa']"
(ab|ba)*(aaa)*,"positive example:[, aaa, ab, abaaa, abaaaaaa, ababaaa, baaaa, abab, babaaa, abababaaa]  
negative example:[ababaa, baa, abba, baaaabb, aabaa, bb, bba]"
a|b*aaa,"positive example:[a, aaa, baaa, bbaaa, aaa, aaaa, aaabaaa]  
negative example:[b, aa, bba, bbba, ab, baa, bbb]"
((a+)|(b*))*a,"positive example: [a, aa, aaa, ba, bba, aaba, baba, bbaa, abba]  
negative example: [b, bb, bbb, ab, abb, bab, bbab, abab, bbbab]"
(a*|b+),"positive example:[, a, aa, b, bb, aaa, bbb]  
negative example:[ab, ba, aba, bab, aab, bba]"
(ab+ba+aa+bb)*,"Positive example: [abba, bb, abab, aa, aabb, bbaa]  
Negative example: [aba, abbab, baa, aab, bab, ababab]"
((a*)(b*)baa(a*)(b*))*b,"positive example: [abbaaabbaaabb, abaaabbbaaabb, abbaaabaaabb, abbabbaaabb, baabbaaabb, abbaaabb, abbaaaab, abaaab, abbbaaab, bbaabb]  

negative example: [aabbaaaba, abbba, abb, aabaa, abbaaba, bbbaa, aaabb, abab, aa, baabba]"
(a*b*)*(abb)(a*b*)*b,"positive example: [aababbabb, aabbabb, abababbabb, ababbaabb, ababbab, ababbababb, ababbabb, ababbabbb, ababbb, ababbbb, abbabb, abbabbabb, abbb, babbabb, abbababb, baabbabb, bbaabbabb, aabbaabbabb]

negative example: [aaaa, bbbb, abba, baab, aabb, ababab, baabba, bab, babba, babbbb, aaaaabb, bbbbbabb, abb, ba, aaabbb]"
a?,"positive example:[, a],negative example:[aa, b, ab]"
((0+1+0)|(1+0+1))*|(0+)|(1+),"positive example:[, 0, 00, 1, 11, 010, 0010, 101, 1101, 010010, 1001, 0110, 111, 000, 1111, 0000]

negative example:[01, 10, 1010, 110, 001, 011, 1011]"
(b*ab*)(ab*ab*)*,"positive example: [a, ab, bab, abab, babab, baabab, ababab, babaab, bababa, bababab, babababab, abababab, bababb, bbababab]

negative example: [b, bb, abb, baa, bbb, aa, aab, abba, abababa, bbba, ba, baaabab, bbaab, bbbab, bbbbb]"
(ab)*|(ba)*,"positive example: [ab, abab, ba, baba, ababab, baba, abababa, bababa]  
negative example: [a, b, aba, bab, abb, baa, abba]"
(a*b(a*)(bb*))|(a*(bb)*a*b),"positive example: [aab, aababb, aabbab, abaabb, abab, ababb, ababbb, abbaab, abbab, abbb, abbbbab, b, babb, bb, bbab]  
negative example: [aaa, bbb, ab, a, ba, bbaa, abb, aa, aaab, bab, bbbba, abaa, abbaba]"
0*(11)*0*1*0*|0*,"positive example: [0, 00, 011, 00110, 0111, 011011, 0110, 0, 00010, 1110, 1101100, 0110101, 01, 01100, 000]

negative example: [1, 10, 110, 111, 101, 1010, 1111, 010, 100, 1011, 11011, 0101, 1110, 1101, 1100]"
(a|b)a*b?a,"positive example:[aa, aaa, aaaba, aaba, aba, ba, baba]  
negative example:[aabba, ab, bb, bba, abba, babb]"
1*10*1*10,"positive example: [10110, 110, 1100110, 11010, 110110, 1101110, 1110110, 11110]

negative example: [1101, 1010, 10011001, 111000, 100101, 111111, 101001, 1100]"
(a)*(b)*(baa)*(a)*(b),"positive example: [aabbaaab, abaaab, abab, abbaaaab, abbaaab, abbaab, abbaabaaab, abbbaaab, b, bbaaab]  
negative example: [aa, bbb, baa, aabab, aab, baaa, abaa, abbb, abbaaa, bbaabab]"
(ab)*|(ba)*|(a(bb)*a)*,"positive example: [aa, ab, abab, abba, abbaabba, abbbba, ba, baba, ababab, baa]

negative example: [a, b, aaa, bab, abaa, bb, abaaab, aab, abb, bba]"
(a+)|(a*b*),"positive example: [a, aa, aaa, ab, aab, b, bb, abb]  
negative example: [ba, baa, bab, babb]"
(b*ab*ab*)*ab*|(a*ba*ba*)*ba*,"Positive examples: [a, ab, aabababa, abaababa, ababaaba, ababaabababa, ababab, abababa, abababaa, ababba, abbaba, b, ba, baabab, babaab, bababa, bababab, babababb, bababbab, bababbababab, babbabab, bbababab]

Negative examples: [aa, bb, abb, aaa, bbb, aabba, baa, aabb, babb, babbb, abaa, bba, babaa, ababaaa, baaa, aaab, bbab, bbbab, abbb, baababab]"
[ab]*(baa)+b[ab]*,"positive example:[abaaab, babaaab, abbaaab, bbaaab, abaabaab, babaaabb, abaabaab, ababaabb, babaaabbb],negative example:[ba, ab, bbbba, aa, baaab, abb, bbbab]"
a*,"positive example:[, a, aa, aaa, aaaa], negative example:[b, ab, ba, aab, baaa]"
(a+)|(a*b+a*),"positive example: [a, aa, aaba, ab, aba, abaa, abba, b, ba]  
negative example: [aaa, abaaa, abb, bb, baa, bbba, abbba, aaaa]"
(a*|b+)a*|bb*,"positive example: [a, aa, aaa, b, ba, bb, bba, bbb, bbbb, ab, abbb]  
negative example: [c, ac, bac, abc, cab, cbb, aab, abca, bacb]"
a((a|b)+)a(a+b)*,"positive example:[aaa, aaaaab, aaaab, aaaabab, aba, abaab]  
negative example:[aaab, aa, a, ab, bab, b]"
(a|b)*abb+(a|b)*b,"positive examples: [abbab, babb, babbb, abbabb, abbbab, aabbabb, baaabbabb, baaabbb]

negative examples: [abab, aabba, bbb, aabbba, baab]"
(a*ba*ba*b)+|a*ba*,"Positive examples: [ab, ba, aba, aaba, abaa, b, bab, abab, aabab, ababb, baabab, bbaa, ababab, aababb, baa, ababa, abaabab]

Negative examples: [aa, aaa, bb, a, aaaa, bbab, bba, abba, aab, abb, bbbbab, abbb, aaaaa, aabba, baaa, abaaabab]"
1*(100*11*)*|0*(011*00*)*|(01)*(0|1),"positive example: [0, 1, 01, 10, 11, 001100, 11001, 0001100, 10011, 01010, 011, 1100011, 1100111, 11001110011, 00110001100]

negative example: [00, 101, 111, 001, 110, 1010, 0011, 1110, 1001, 0110, 100, 1110010]"
a*|b*,"positive example: [, a, aa, b, bb, aaa, bbb]  
negative example: [ab, ba, abab, baba, aab, bba]"
(ab|ba)+(aa|bb|ba|ab)*,"positive example: [ab, abaa, abaaaa, abab, ababaa, abba, abbb, ba, baaa, baabaa, babba],  
negative example: [aa, a, b, aaa, bbb, abababa]"
a|b,"positive example: [a, b], negative example: []"
0*1*(0000)*,"positive example: [0000, 10000, 00000000, 000010000, 1110000, 01100000000, 010000]
negative example: [1, 10, 0001, 1000, 0011, 110000, 0101, 10001]"
((a*b*aa)a*)*,"positive example: [aaaa, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, abbaaa, aaaaa, aaa]

negative example: [a, aa, baa, bbaaaa, aaba, aaaab, bb, abab]"
(a|b)?(a|ba(a|b))*(b|ba),"positive example: [aaab, aab, aaba, ab, abaab, ababb, b, ba, bab]  
negative example: [aaa, abaa, bb, bbb, baa, aabb, abb, baaab, aaaab]"
0*1*,"positive example:[, 0, 001, 01, 011, 1], negative example:[10, 110, 111, 101, 010]"
(aa|ba)*,"positive example:[, aa, aaaa, ba, aabaa, baba, aaba, bbaa, aabaaa]  
negative example:[a, b, abb, bbb, abab, ca, aaab]"
(0*1+)(0|1)*(1+0*),"positive example:[0110, 011010, 1011, 111, 1110, 11010, 0011110, 01110, 101010, 11110]  
negative example:[000, 101, 0100, 10, 110010, 0, 01, 10100]"
a*|baa*|abaa*,"positive example:[, a, aa, aba, abaa, abaaa, ba, baa, baaa]  
negative example:[b, bbb, abb, bab, ab, abc, abba, bba]"
(a)*(b)*(baa)*(b)*(a)*(b),"Positive examples: [aabbaabab, abaabab, abbaaab, abbaabaab, abbaabaabab, abbaabab, abbaabb, abbaabbab, abbab, abbbaabab, b, bbaabab]

Negative examples: [aab, baaa, abb, baab, baa, abaa, bbaa, aabbaa, babab, aaab]"
(a+b*)*,"positive example: [a, aa, ab, aabb, abab, abb, aabbb, a, aaab]
negative example: [b, bb, bbb, baa, baaab, ba]"
(a)*(b)*,"positive example: [a, aa, aaa, b, bb, bbb, ab, aab, aaab, abb, abbb, aabb, aaabb]  
negative example: [ba, baa, baba, abba, bab, babb, abab, baab]"
(a|b)(b*a(a)*),"positive example: [aa, aaa, aba, abaa, abaaa, abbaa, ba, bbaa]  
negative example: [a, ab, b, bb, bba, bab, abb, abba]"
(|bb)*b,"positive example: [b, bb, bb, bbb, bbbbb]
negative example: [bbb, bbbbbb, empty string, a, ab]"
1|(111)*,"positive example:[1, 111, 111111, 111111111], negative example:[11, 1111, 11111, 1111111]"
(a*b+)*,"positive example:[, ab, aab, ababab, abb, bb, aaabb],negative example:[a, aaa, baa, aba]"
(a*b+)+,"positive example:[ab, b, aab, abab, bb, abb, aabab]  
negative example:[, a, aa, ba, aaa, baabb]"
(a)*b*(ba+ab)*b*(a)*,"positive example:[abba, ababa, abab, aabbaa, baaabba, bbaab, aabaa, aabba, abbaa, bbaa]  
negative example:[baa, bbaaabba, ababb, aabb, baaab, bbb]"
(ba+ab)*(ab)*(ba)*(ab)*,"positive example:[baab, abab, ab, baabba, ababab, baababbaba, baababbaab, aba, baabbaabab, abba, baababa]

negative example:[baababaabb, bababa, babab, b, aaba, abababa, ba, baa, aaa, bba]"
a*b*(ab+ba+b*)*b*a*,"positive example:[a, aa, ab, abb, aab, aaab, b, abab, abba, abbab, abbba, aababb, aabaab, ba, babba, baabbaa, bbabaa, babbabba, babbab, bab, baba]
negative example:[abbaabb, aabab, abababa, abbabaab, bababba, abababba, babaabab, ababab]"
"(a)*b+a{3,}","positive example: [baaabaaa, aababaaa, abaaabaa, ababaaa]  
negative example: [aaab, baabaa, aaaab, bba]"
0?|0|1|(010)*(101)*,"positive example: [0, 1, 010, 101, 010010, 010101, 010101101, 101010, 010010101]
negative example: [00, 011, 100, 110, 0100, 0101, 001, 111]"
0?1?,"positive example:[, 0, 01, 1],negative example:[00, 10, 11, 001, 011]"
(a+b)*,"positive example: [aa, ba, aba, bba, aaba, baba, ababab]
negative example: [bb, bbb, bbaa, aaabb, abbb]"
((a*)+b+(a*)+(b*b*)+(a*)),"positive example: [aababbbaa, abbbbbba, aababbaa, abba, abbbaa, abaaa, ababab, bab, aabbaa, abbbbbbaa]

negative example: [abaaabb, baabaa, abbaba, aab, bba, bbabba, bbb, aaa, abababbaa, abababa]"
(0+1+0)|(1+1+0),"positive example: [0010, 010, 0110, 110, 1110], negative example: [00, 10]"
(0*1+0*1)*,"positive example:[, 101, 001, 1101, 010101, 10101, 0110, 111],
negative example:[000, 00110, 110, 1001, 0001]"
(a+b)*(bb)*,"positive example: [ε, aabbb, ab, ababbb, abbb, abbbbb, bb]  
negative example: [b, aa, aaa, bbb, aba, aab, abb, abba]"
b(b*)aa(a*),"positive example: [baa, baaa, bbaa, bbaaa, bbaaaa, bbbaaa]  
negative example: [ba, aaaa, aa, bbb, bba, bbaaab]"
ab+,"positive example:[ab, abb, abbb, abbbb],negative example:[a, b, aa, ba, bb]"
ab*,"positive example: [a, ab, abb, abbb, abbbb], negative example: [b, ba, aa, abc, c]"
a*b(bb)*(a*b(bb)*)*,"positive example: [aabbbabbb, ababbb, abbb, abbbaabbb, abbbab, abbbabbb, abbbabbbabbb, abbbabbbbb, abbbbbabbb, abbbbbb, b, bbbabbb, ab, aa, aab, a, bbb, bbbbab, bbbbbbb]

negative example: [aabab, baa, aba, abb, bbba, ba, abbaa, aaba, bba, abab, aabb, abbba, aaabb, bbbabab, baaa]"
a*|b(a*)(bb)*,"positive example:[, a, aa, b, ba, baabb, babb, babbbb, bbb]  
negative example:[bb, ab, abb, baa, bbaa, bbbabb]"
0*1(0|1*)*,"positive example:[1, 10, 11, 111, 01, 001, 1010, 1001, 110], negative example:[0, 00, 000, 0101, 0000, 10101, 0110, 1100]"
0*1(0*1)*10*,"positive example: [1010, 1110, 000110, 0101110, 00010110, 101110, 110, 011110, 11010, 01011010]

negative example: [00, 100, 011, 01010, 1000, 1111, 000, 101, 0101101, 1101]"
a*b(a|ba*b)*,"positive example:[aaba, ab, aba, abaa, abbaab, abbab, abbb, b, ba, aab, aababb, abb, ababa, baab, abbaa, babb, aabb]  
negative example:[aa, bb, abbbba, abab, bab, a, abbba, aaab, aabab, abbbab, bb, abaaa, baa, ababab, abaaaba, baaa]"
(a)(b|aa*a)*,"positive example: [a, ab, aab, abb, aaab, aaaa, ab, abab, aaaab]
negative example: [b, aa, ba, aabbb, aa, bb, aaba, baba, baa]"
(1(11)*|0*)1(11)*(1(11)*|0*),"positive example: [11, 111, 1111, 11111, 011, 0011, 0001, 1111101, 01111, 1111111]

negative example: [0, 00, 010, 100, 11001, 1110, 111100, 1011, 11111110, 1111110001]"
a*(b|(b((a*b{2})+a*))*)a*,"Positive examples: [aaa, abba, aab, baa, ab, aaba, abaab, aabb, abab, babba, aba, ababba]

Negative examples: [bb, ababab, baaab, aabba, ababaa, ababbbaa]"
(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*ba|((a|b)a*ba))*(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*b|((a|b)a*b?)),"positive example: [a, aaabaaabaabaab, aaabaabaabaaabaabaab, aabaaabaaabaabaab, aabaaabaabaab, aabaabaaabaabaab, aabaabaab, aabaabaabaaa, aabaabaabaaaab, aabaabaabaaaabaabaab, aabaabaabaaab, aabaabaabaaabaaab, aabaabaabaaabaab, aabaabaabaaabaabaab, aabaabaabaaabaabaabaaabaabaab, aabaabaabaaabaabaabaab, aabaabaabaaabaababb, aabaabaabaaababbaab, aabaabaabaab, aabaabaabaabaaabaabaab, aabaabaabaabaab, aabaabaabaabaabaab, aabaabaababab, aabaabaabababaabaab, aabaabaababbaab, aabaababbaaabaabaab, aababbaabaaabaabaab, ab, abaaabaabaab, abaab, abaabaaabaabaab, abaabaabaaabaabaab, ababb, b, babaaabaabaab, babaabaabaaabaabaab, bb, bbaab, bbaabaaabaabaab]

negative example: [aabaabaabaaabb]"
a*b+(bb*|a*),"positive example: [aabbb, ab, aba, abaa, abb, abbb, abbbb, b, bb, bbb]  
negative example: [aa, aaa, baaa, aabb, abaaa]"
b(a*bb*),"positive example: [ba, baabb, bab, babb, babbb, bb, bbb]  
negative example: [a, aabb, abb, bba, baa, abbb]"
(a*)(a*|(bb(b))*)*,"positive example:[, a, aa, aaa, abbb, abbbbbb, aaaa, abbbbbb, aabbb, aabb, abbb, abbbb, aabab, ababab, ababbb]
negative example:[b, bb, bbb, bbbb, ba, baa, bab, babb, abba, abab, abbba, bbbbba, bababa]"
((a|b)a*b)*,"positive example: [ε, aaab, aab, aabaab, ab, bab, aa, baaba, baaab, babab]

negative example: [aaa, bbaa, bb, bbb, abab, abba]"
a*b(aa+)*,"positive example: [aabaa, ab, abaa, abaaa, abaaaa, b, baa]  
negative example: [aba, aa, ba, aab, aabaaa]"
(0*|1*|(10)*),"positive example:[, 0, 00, 1, 10, 1010, 11]  
negative example:[01, 110, 1001, 1110, 1011]"
(a|ba*a)+,"positive example: [a, aa, ba, baa, baaa, aba, abaa, baa, baaa, baaaaa]
negative example: [b, ab, bba, abaab, abb, aaaab]"
(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*,"Positive examples: [0, 00, 1, 11, 000, 111, 010101, 101010, 010010, 101101, 0100010, 0011010, 1100101, 1101010, 000111, 111000]

Negative examples: [01, 10, 110, 001, 0001, 1110, 010, 101, 0110, 1001, 1100110, 001011, 1011001, 011, 100]"
(a|(bb)*b),"positive example:[a, b, bbb, bbbbb],negative example:[bb, bbbbbbb, aa, abb]"
b*((ab)*(ab)*)*,"Positive examples: [b, bbbb, abab, bab, bababab, babababab, bbabab, bbabababab]

Negative examples: [a, aba, ab, bba, bbabba, aa, bbba, abba]"
(01)*,"positive example: [, 01, 0101, 010101, 01010101], negative example: [0, 1, 11, 001, 100]"
0*1*[11]*,"positive example:[, 0, 1, 001, 010, 011, 111], negative example:[0100, 0010, 1001]"
(a)*(b|aa)*(a)*,"positive example: [a, b, aa, aba, abb, aabaa, abaa, aaaa, aabab, abababaa]  
negative example: [aaaab, baaa, abbb, bb, aaaabb, abababa, baaaab, ababab, bbb]"
a*(b|bbb)*a*,"positive example: [a, b, abb, aab, bba, bbb, bbba, aabbb, abbbba]

negative example: [bab, abbbab, aabbba, babb, bbbb, abbbbb, abbaaa]"
(ab+ba)*(aa+bb+ab+ba)*,"Positive examples: [abba, aabbabba, abbaaabbabba, abbaabbaaabbabba, abbbaaabbabba, abbaaaabbabba, abbaaabbabbaaabbabba, abbaaabbabbba, abbaaabbbabba, aabbaa]

Negative examples: [abaaabbabba, abbaaababba, abbaaabbaba, abbaabbabba, ababab, baab, aba, baa]"
((01*0)|(10*1))*,"positive example: [00, 010, 010010, 0110, 1001, 101, 10, 01, 010101, 101010]

negative example: [1, 0, 11, 000, 111, 1010, 0101, 001, 1100, 1000]"
(a*ba*ba*b)+|ba*,"positive example:[aababab, abaabab, ababaab, ababab, abababababab, ababb, abbab, b, ba, baa, babab, bbb]  
negative example:[ababaa, aa, bba, bbab, aab, ababa, babaa]"
a(a|b)+a(a+b)*,"positive example:[aaa, aaaaab, aaaab, aaaabab, aba, abaab, aabaa, aab, aaababa]  
negative example:[aaab, ab, aa, ba, aabc]"
"((a)*(b)+a{2,})*","positive example:[, aabaa, abaa, abaaabaa, abbaa, baa, baaa, abaaa]
negative example:[aaa, aba, aa, ab, ba, aab]"
(ab*)|(ba*)|(aa*)|(bb*)(aaa),"positive example: [a, aa, aaa, ab, abb, b, ba, baa, baaa, bbbaaa]

negative example: [abab, bab, ababab, bbaa, aabb, bbb]"
((0*1)|(10*))*,"positive example: [1, 10, 100, 001, 01, 0101, 1010, 0, 0, 010, 101, 111]  
negative example: [110, 011, 1101, 10100, 000, 1110]"
(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"positive example: [aabba, abb, abba, abbaa, abbb, abbba, bb, bba, bbba]  
negative example: [aba, aaa, aab, ba, baa, bab, b]"
0*(01*01*)*,"positive example: [0, 0001, 000101, 0010, 00101, 001010101, 001011, 001101, 0101, 01, 010, 0000, 00010101]

negative example: [1, 001, 010, 101, 0110, 011, 111, 0011, 1010, 00011]"
b*a*|a*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""ba"", ""baa"", ""bba"", ""bbaa"", ""bbbb"", ""bbba""],

negative example: [""abab"", ""abba"", ""abc"", ""cab"", ""bac"", ""bab"", ""baab"", ""bbc"", ""c"", ""acb""]"
a*|b+,"positive example: [a, aa, aaa, b, bb, bbb]  
negative example: [ab, ba, abba, aab, bba]"
(a)*(b)*(b)(a)*(bb)*(a)*,"positive example: [bba, abb, bbaa, ab, abbbaa, abbbba, bbba, abbba, abbb, abba]

negative example: [aaa, bbb, ba, bab, bbbb, aabbab, abab, bb, aaaabb, baabba]"
a?(a|bb)*b*,"positive example:[, a, ab, aaabb, abb, aaaa, bb, abb, aaabbb]  
negative example:[b, baa, ba, baaa, baab, baba, baabb, baba, babb]"
(0*11+0*)*,"positive example:[, 110, 001110, 0001100, 011, 11100, 1100110]  
negative example:[10, 101, 100, 010, 0010]"
(a)*(bb)*(a)*(b)*,"Positive example: [a, aa, bb, abb, aabb, abbab, ab, abab, b, ba]

Negative example: [aaa, bba, bbb, baab, aabaa, abbaabbb, ababbb, bab, baa, aaab]"
(0*1(11)*0*)|(11)*,"positive example: [1, 11, 1111, 0, 10, 110, 100, 00110, 110110, 111111]

negative example: [101, 1110, 00111, 1010, 011010, 1101, 11100, 011, 11110]"
(a)*(b)*(a)*(b)(a)*(bb)*(a)*,"Positive example: [aabababba, aababba, abaababba, ababaa, ababaabba, abababb, abababba, abababbaa, abababbbba, ababbba, abbababba, abbabba, b, bababba, a, abba, baa]

Negative example: [aabbab, abbaaab, ababab, baabba, bba, abbb, aab, bab, babab, abbaaa]"
0*(1+0*1+)*,"positive example:[1, 11, 101, 1101, 111, 0, 011, 001, 0011, 000101, 00001, 010101, 0001001]  
negative example:[00, 10, 100, 000, 00010, 0100, 0010, 0110, 1010, 010]"
(a|b)a+b*a*,"positive example:[aa, aaa, aaaba, aab, aaba, aabaa, aabba, ba, baba]  
negative example:[aba, b, a, bb, ab, baa, bab, bbb]"
(aa|bb)|(ab|ba)aaaa*,"positive example: [aa, abaaa, abaaaa, abaaaaa, baaaa, baaaaa, bb]  
negative example: [a, b, aba, bab, aaaa, bbba, abba]"
((a|b)a*b)*(a|b)a*ba,"positive example:[aaabaaba, aaba, aabaaaba, aabaaba, aabaabaaba, aababa, aabbaba, aba, abaaba, babaaba, bba]  
negative example:[aaa, baa, ababaa, abba, babaa, bbb, aabab, bbaba]"
(0|1)+(0|1)+(0|1),"positive example:[000, 001, 010, 100, 111, 101, 110, 011, 0000],negative example:[00, 1, 11, 01, 10]"
a*(b|bb|bbb)*a*,"positive example:[, aa, aaba, ab, aba, abaa, abba, abbba, ba, b, aab, aabb, bba, bbb, aabbb, abbbaa]

negative example:[abab, baa, aabbba, bbab, bbbab, abbaba, abc, aaaab, bbbaa, bbbba]"
0*|0((11*0)*|0*)|1((00*1)*|1*),"Positive example: [0, 00, 000, 010, 0110, 0110110, 01110, 1, 10001, 1001, 1001001, 101, 11, 111, 1111, 100111]

Negative example: [01, 001, 011, 1010, 1101, 0011, 1011, 1000, 1110, 110, 100110, 00100, 11000, 0101, 101101]"
b|aa*bb,"positive example: [b, abb, aabb, aaabb]  
negative example: [a, ab, ba, aa, aaaa, bb]"
(001|10101|110),"positive example: [001, 10101, 110, 110001, 10101101]  
negative example: [010, 100, 111, 000, 010101]"
a*|b(aa+)*,"positive example:[, a, aa, aaa, b, baa, baaa, baaaa, baaaaa, baaaaaa]  
negative example:[ba, baba, ab, aba, abaa]"
a|b+a|b+aaa,"positive example:[a, ba, baa, baaa, bba, bbaaa]  
negative example:[aaa, b, aa, ab, abb]"
a*b*(ba+)*b,"positive example:[aabbab, abab, abb, abbaab, abbab, abbabab, abbb, abbbab, b, bbab], negative example:[a, aa, aab, baa, baaa, abbaaa, abababa, bbb, aba, aaa]"
(ab+ba)*(a+b+b?)+a+b?,"positive example: [abab, abbabaab, abba, abaabab, ababbaba, abbabbbbb, abbabbbbaab, abbaabbaab, abbaabbaa, abbaabababab]

negative example: [ababa, abbaabb, abaababaa, abb, abbbabbb, abbaabbabbb, abbabb, abbaab, abbaabbabbba]"
(1?|11?)|111?,"positive example:[, 1, 11, 111],negative example:[1111, 11111, 111111]"
(a|b*(aa)),"positive example: [a, aa, baa, bbaa, bbaaa, baaa, aaaa]  
negative example: [b, bb, bbb, bab, ab, aba]"
(a+b)*|bab|(a+b)*,"positive example: [a, b, aa, bb, aab, aba, bab, ab, abab, baa, aabaa]

negative example: [bba, aabba, ba, baaa, bbb]"
0+0+1,"positive example:[00001, 0001, 001, 00001]  
negative example:[1, 00011, 0, 011]"
0*1(11)*|0*,"positive example:[, 0, 00, 01, 1, 0111, 111, 00111]  
negative example:[1111, 011, 100, 110, 11111, 01111]"
b*aa(a+b)*,"Positive example: [aa, aaaa, baa, baaa, aaabbb, bbaa, baaaa]
Negative example: [b, ab, aab, bb, bbb, ba, bab]"
(ab)*,"positive example:[, ab, abab, ababab, abababab], negative example:[a, b, ba, aab, bab]"
a*(bab*)*b,"positive example:[ab, aababb, abab, ababb, ababbabb, ababbb, b, babb]  
negative example:[a, abb, baba, ba, aa, aabb, bb, aba]"
(0*1|(11)*|(101)*|11),"positive example:[1, 01, 001, 101, 101101, 11, 1111, 101101101]
negative example:[10, 111, 11111, 010, 1001, 1010, 110]"
(a+b)*(a+b)*,"positive example:[, aa, bb, aab, abb, bba, abba], negative example:[aba, bab, baa, ba]"
((a)*|b)(a|bb)*|b,"positive example: [, a, aa, aaa, abb, b, ba, aba, bbb, abba]  
negative example: [bb, bab, baaa, abbba, ab, babb]"
(b*)a*,"positive example: [b, ba, a, bb, bba, aa]  
negative example: [ab, aab, bbab, abba, baaab]"
((0+1+)|(1+0+))*,"positive example:[, 001, 01, 0101, 011, 10, 100, 110, 0110, 1001, 010, 1100],negative example:[0, 1, 0111, 101, 111, 000, 1110]"
0*1*0*,"positive example:[, 0, 00, 000, 1, 10, 110, 100, 101],negative example:[11, 0011, 1110, 111, 0010, 1100, 011]"
b|a*(bb|a)*,"Positive example: [b, a, aa, aabb, abb, abbbb, bb, aaa, aabbaa]

Negative example: [ab, ba, baa, bab, abaa, aaba, aba, abab]"
((a+)|a*b+a*),"Positive examples: [a, aa, aaba, ab, aba, abaa, abba, b, ba]  
Negative examples: [baba, abb, aaaab, bb, abab, aabb, baab, bab, abbaa]"
