Attempt Regex,ChatGPT Output
(a|b)(a|b)+aaa(a|b)*,"positive example: [aaaaa, aaaaaa, aaaaaaa, aaaaab, abaaa, abaaaa, baaaa, baaaaa, abaabaaaa, babaaaaa, baaabaa, abaaabb, baaabaaa]  
negative example: [aaa, baaa, aabaa, bbaaa, aaaa, baaab, aaba, bbaa, aaaabaa, aababa, ababab]"
(a|b)(a|b)*aaa,"positive example: [aaaa, aaaaa, baaaa, abaaa, bbaaa, abaabaa]
negative example: [aa, aaa, abba, abab, bbab, babba]"
(a*|(b*b)*)*,"positive example: [empty string, a, aa, aaa, b, bb, bbb, bbbb, aaaa, ab, aba, abb, bab, bbbbbb]
negative example: [ba, aaab, babb, aabba, abbbba, baaa, abbba, bbaaa]"
(((a|b)a*(b|ba))+)?,"positive example: [, aaab, aab, aaba, aabaab, ab, bab]  
negative example: [aaa, abab, bb, baa, ba, bbb]"
(a|b)|(a|b)*(aaa)a*,"positive example: [a, aaa, aaaa, aaaaa, aaaaaa, b, baaaa]  
negative example: [ab, bba, bb, bab, abaaa, aabaa]"
[01]*,"positive example: [0, 1, 01, 10, 111, 000, 101]
negative example: [2, a, 1102, 01a, #01, 011b]"
((a|b)a*ba)*((a|b)a*b)*,"positive example:[aaabab, abaabab, aabbab, babab, abaab, ababab, baaabab],  
negative example:[aaa, bbb, aaaaa, bb, ababbaa, abaa, bba, bab, aaab]"
(a|b)*aaa(a)*,"positive example:[aaa, aaaa, aaaaa, aaaaaa, baaaa, aba, abaa, abaaa, bbaaa, abaaa, baa, aaa, aaaaab, abaaaa, bbaaaaaa]

negative example:[a, aab, ab, b, abab, aabaaa, bbbaa, aaab, bab, bbb, babab, aabbaa, aaaabbb, abba]
"
(a|b)+(a|b)*aaa*,"positive example:[aaa, aaaa, aaaaa, aaaaaa, abaaa, baa, baaaa, baba, baaa, abaa]  
negative example:[ba, ab, bab, abaaab, ababa, aa, b, bb, aba, baaab]"
[a]*[b],"positive example:[aab, ab, b], negative example:[aa, a, aba]"
(ab|ba)*(aa|bb)*(ab|ba)*,"positive example: [aa, bb, abab, ababa, baab, baa, bbaa, ababab, abaab, babab, aabbaa, ababaa]

negative example: [a, b, abb, baaab, aaaa, bbbbb, abba, bab, aabb, bba, ababb, babba]"
(a*b),"positive example: [b, ab, aab, aaab, aabbb, abbb]
negative example: [ba, bb, aa, aba, a, aaba]"
a*b*baa*b*(a*bb*)*,"positive example: [abaabb, abaaabbb, abbabaabb, baaaabb, bbaaabb, abbaaabbb, bbaaababb, aabbaaabb, abbaababbb, abbaabbabbb]

negative example: [aabbbba, bbabbba, aaabbb, aabaab, babbb, bbaa, aabbabab, abbabab, ababbb, aabab]"
((ab)*(ba)*)*(a|b)?,"positive examples: ['', 'a', 'b', 'ab', 'ba', 'aba', 'bab', 'abb', 'baa', 'abab', 'baba', 'ababa', 'ababba', 'abba', 'baab']

negative examples: ['aa', 'bb', 'abbba', 'ababbaaab', 'baaa', 'bbb', 'aaaa', 'abbaaa', 'bba', 'abaa']"
((a|b)a*b+a*)*,"positive example: [b, ab, ba, aab, aba, bba, aaaba, aaba, aabaaaba, aabba]
negative example: [aaa, bab, a, bb, bbb, aaaa]"
(0|1)*,"positive example:[, 0, 1, 00, 01, 11, 101], negative example:[a, 02, 10a, b0, 1112, 01234]"
[ab]*[b][aa][ab]*[b],"positive example: [baaab, abbaab, babb, abbab, ababb, bbabaa, babab]
negative example: [bbbb, aabba, abbb, bbaa, abb, aaaa]"
"(a|b)(a|b)(a|b)*(a{3,})*","Positive example: [aaa, aaaaa, aabaaa, ab, abaaaa, ba, baaaaa, abaa, bbaa, baa, aabbaa]

Negative example: [a, b, aaaa, bbaaaa, abbb, ababa, bb, bbb, aba, aaab]"
"(a|b|aa|bb|ab|ba)*a{3,}","positive example:[aaa, aaaa, aaaaa, abaaa, baaa, bbaaa, bbabaaa, aabaaa, abbbaaa], negative example:[a, aa, ab, ba, bb, abba, abab, baa]"
((0|1)*),"positive example:[, 0, 1, 00, 11, 0101, 101, 1100, 111000],negative example:[2, 01a, abc, 001x, #$%, 1.0, /*, foo, hello]"
(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,"positive example: [, 0, 00, 0010, 01, 010, 0100, 010010, 0110, 1, 10, 1001, 101, 1011, 101101, 11, 1101, 111, 1110, 11100, 10010]

negative example: [000110, 111010, 1010101, 11011, 0101010, 10100, 1001100110, 110010, 0101011, 100100]"
(ab|ba)*(aabb+bbaa+ab+ba)*,"positive example: [ab, ba, abaabb, abba, babab, aabbbbaaabbaa, ababab, aabbaabb, bbaaabbb, abaabbba]

negative example: [aabaabb, abbaa, aabbbab, bababa, abaabba, aaaa, bbababa, abbaabba, bbaaabba, baabab]"
(a*(b))*,"positive example: [b, aab, ab, abab, baa, aaab, bb]  
negative example: [a, ba, aa, bbba, abb, aaaa]"
(a)+(b)*,"positive example: [a, aa, aab, ab, abb, aabb, aaabb, aaaaa, aaaabb]  
negative example: [b, aaa, bbb, ba, bb, aaab]"
((01+0)|(10+1)|(0*10*)|(1*01*))*,"positive example: [00, 0010, 01, 010, 0100, 010010, 0110, 10, 1001, 101, 1011, 11, 1101, 000, 111, 01010, 10101, 010101, 101010]

negative example: [0, 1, 1110, 1100, 1000, 0111, 0001, 0011, 11101, 10100, 01011, 11000, 001111]"
(0*10*)*,"positive example: [ε, 10, 010, 0010, 01, 0100, 010010, 1010, 00010, 100, 011010]
negative example: [0, 11, 110, 001, 1011, 1001, 1110, 1100, 011, 111, 101]"
1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"positive example: [0, 00, 000, 1, 11, 101, 1001, 1101, 111, 010, 0010, 00010, 00100, 001010, 00110, 101011, 1011, 10111, 11011, 10011]

negative example: [011, 001, 1110, 1100, 0101, 10010, 10100, 1100, 0111, 10110]"
(a*b*)+a+a+a,"positive example:[aaa, aaaa, aabaaa, abaaa, abaaaa, ababaaa, abbaaa, baaa], negative example:[abaa, bbb, bbbaaa, baba, aabab, aaaaab, abaaaaa]"
(a|b)*aaa,"positive example: [aaa, aaabaaa, baaabaa, abaaa]  
negative example: [aabab, abaa, baab, bbb]"
a*|((a|b)*bb(a*b*)),"positive examples: ['', 'a', 'aa', 'bb', 'abbb', 'bba', 'bbbb', 'abb', 'aabb', 'bbab', 'abba', 'bbabb', 'abbab', 'aabbab']

negative examples: ['b', 'ba', 'ab', 'bab', 'babab', 'aabbb', 'baabb', 'abab', 'bbaabb', 'abbba', 'ababa', 'b', 'abbbbab', 'bbaabab']"
(0*1+)*(1*0+)*,"positive example: [ε, 01, 00110, 110, 011, 010, 0110, 01110, 10, 1100, 010110, 01100, 011010]

negative example: [00, 111, 100, 000, 1010, 1101, 0101, 10110, 001, 1001, 1110, 101, 1101]"
1*(0|1)*1*|0*(0|1)*0*,"positive examples: [1, 0, 00, 000, 010, 101, 11, 110, 111, 1011, 1001, 0100, 1100]  
negative examples: [10, 001, 1110, 0010, 0111, 11110, 10010, 1010]"
(a*(bb)*b*a*)*,"positive example: [a, b, abb, aabb, ba, ab, abab, ababba, bb, abbbb, abbab]

negative example: [aa, bbb, abbbab, abbabb, bab, bbab, aaba, babba, ababab, bba]"
0*(0*1*)*0*,"positive example:[, 00, 000, 00010, 001, 0010, 00100, 001010, 00110, 010],negative example:[1, 10, 110, 111, 011, 101, 1100, 00011, 1110, 1010]"
(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,"positive example: [1, 0, 0000, 011, 1100, 1111, 010101, 101010, 10011, 01111, 111100]

negative example: [01, 001, 110, 1110000, 1010100, 0101, 10100, 1001101, 011101, 11010]"
(((a|b)a*b)|((a|b)a*ba))*,"positive example: [aaab, aaaba, aab, aaba, aabaab, ab, aba, bab, baba, babaab, babba, baab, baaab, aabaaab]

negative example: [a, b, ba, bba, abb, aabb, abba, bbab, bbaba, abab, aabab, abbab, ba, bbaa, bb]"
((aa|bb|ab|ba)?)*,"positive example: [aa, aaaa, ab, ba, bb, abab, baba, aabba, bbaabb, aabb, bbbbaaa, bbabab]

negative example: [aaa, bba, abb, bbb, babababaa, aab, bbababab, aaabb, baa, abaa]"
a*b,"positive example: [b, ab, aab, aaab, aabbbbb]  
negative example: [a, aa, aba, bab, ba]"
a*b(ba*b+|a*)*,"positive example:[ab, baa, babba, aabbaa, ababab, bb, abab, aabbba, bba, baab]
negative example:[aaa, bbb, ababbb, abbba, abbbaab, baaabab, a, abba, bab]"
(a|b)*|(a|bab)*(b|aba)*,"positive example:[, a, b, aa, bb, ab, ba, aba, bab, aab, abb], negative example:[abab, baab, abba, bbb, aabab, bbaa]"
1*|0*|1+(0+1+)*|0+(1+0+)*,"positive example:[, 0, 00, 000, 0000, 1, 11, 111, 1111, 10, 110, 1110, 101, 1101, 11101, 11110]

negative example:[01, 0101, 100, 1010, 10011, 1100]"
(a|b)(a|b)*aaa+,"positive example:[aaaa, aaaa, aaaaa, aaaa, baaaa, abaaaa],negative example:[aa, baa, aba, abba, bb, ab]"
(a|b)(a|b)*aaa*,"positive example: [aaa, aaaa, aaaaa, aaaaaa, abaaa, baa, baaaa]  
negative example: [bb, abab, aab, bba, bab, abba]"
((a|(bb))*b[a]*)*,"Positive example: [aaba, ab, aba, abaa, abaaba, ba, bbba, a, bb, b, abba, abbba]

Negative example: [bab, aabb, bbb, abb, baa, bba, aaa, abbbb, aabaa, bbaba]"
(a|b)*(ab|ba|aa|ab)*,"positive example: [a, ab, baa, aaba, abab, abba, baab, aba, aabab, bab]

negative example: [b, bb, bba, abb, bbb, bbaa, baba, aabb, b, ba]"
0|(0|1)*|0,"positive example: [0, 00, 01, 10, 110, 101, 111111]
negative example: [1, 000, 01a, 111a, a10, 0100]"
(ab|ba)*(aa|bb)?,"Positive example: [ab, ba, aa, bb, abab, abba, baba, bbaa, aa, bb, aaaa, bbbb]  
Negative example: [aba, baa, ababa, babbaa, abbab, abbaba]"
(a*)b+((a*)|(b(a*)b))+(a*),"positive example: [b, ba, baa, bbb, bab, abbba, abab, ababa, babaa, abbaa]
negative example: [aaa, bba, bbba, aaaab, baaa, aab, ab, a]"
a*(b(a*ba*b)*)*a*,"Positive examples: [aa, aabababa, aba, abababa, ababab, abababa, abababaa, ababa, abbaa, abaaa, abababab, ababbaba]

Negative examples: [b, abba, abbaba, bababa, baba, bbaba, aabba, abbab, bbaa]"
0*(1+0+)*|1*(0+1+)*,"positive example:[, 0, 00, 01, 010, 0100, 01010, 0110, 1, 10, 1001, 101, 10101, 1011, 11, 1101, 000, 111, 1100, 001, 1110]  
negative example:[100, 01011, 11, 0011, 1, 00101, 0101, 10, 011, 1010, 01110, 110, 01]"
(1+|0+)*,"positive example: ["""", ""0"", ""00"", ""1"", ""11"", ""111"", ""000"", ""1111"", ""0000"", ""011"", ""100"", ""01"", ""10"", ""001"", ""110""]

negative example: [""2"", ""xyz"", ""1010"", ""0101"", ""1a0"", ""10*"", ""01#"", ""1100"", ""0011"", ""11100""]"
(a+|b*a*)+,"positive example:[a, aa, aaa, b, ba, baa, bba, bbaa, ab, aba, abaa], negative example:[bb, bbb, abb, bab, aab, bbab, cab, bac]"
(aa|ab|ba|bb)*,"positive example:[, aa, aaaa, ab, ba, bb, aabaab, bbaa, abab, bbb, aabba]
negative example:[a, b, aaa, abb, bab, bba, abaa, baba]"
(a|(ba*b))*b+a*,"positive example: [ab, aba, abaa, abba, ba, babba, bba, aaba, baabba]  
negative example: [aa, a, baab, bab, aab]"
a*b+(bb*|a*)*,"positive example: [ab, abb, aabbb, abbb, aba, abaa, abbbb, abbbbb, b, bbb]

negative example: [a, aa, aaba, ba, bab, bbba, aaab]"
(a*|b*)*(a)(a)(a)(a*),"Positive example: [aaa, aaaa, aaaaa, aaaaaa, baaaa, bbaaaa]  
Negative example: [a, aa, abaaa, baa, bbaa, aabaa]"
((b(b*))|a)*,"positive example: [aabb, ab, babb, bbba, baa, bbbbb, aaa]
negative example: [c, abc, bac, abbc, aabbb, bbabc, bbaaab]"
(a|b)*a*b,"positive example: [aab, aaab, bab, baab, ab]
negative example: [aa, ba, bb, abba, bbb]"
((a|b)a*ba*)*,"positive example: ["""", ""aaaba"", ""aab"", ""aaba"", ""aabaa"", ""aabaaaba"", ""aba"", ""baba"", ""ba"", ""abba""]

negative example: [""aaaa"", ""bb"", ""bab"", ""baaa"", ""bbb"", ""abababa""]"
((bb*)*a*)*,"positive example: [ε, a, bb, bbbb, ab, bba, aabbbb, aba, bbabba]  
negative example: [b, aaa, abab, abba, bbbbbbb, bab, aa, bbbbbbab]  "
(a|b)(a|b)(a|b)*(aaa)*,"positive example:[aa, aaa, aaaaa, aaaaaa, aaaaaaa, aaaaaaaaa, aabaaa, abaaaa, aba, baa, baaaa],negative example:[ab, abab, baaab, a, b, abababa, abba, bb, bbb, baa]"
a+b*a*|b*a*,"positive example: [a, aa, ab, aba, baa, b, ba, bb, aaba, abaa, abba, bba]  
negative example: [abb, bbab, bbb, bab, bbaa]"
(a|b(bb)*)*,"positive example: [b, a, aa, bb, bbb, abbb, ababbb]  
negative example: [c, ba, bc, bba, abc, bbab]"
(a*ba*b*)*,"positive example: [a, b, aabaab, aaabba, abbab, ab, aab, bb, ba]
negative example: [bba, baa, abba, aaab, baba, aabb, abaa, bbaa, abbba]"
(ab|ba)*(aa|bb)*,"positive example: [ , aa, ab, abaa, abaaaa, ababaa, abbb, baaa, bb, babb, bbaaa, bbbb]
negative example: [a, b, aba, bab, abb, baa, aaaa, baaaa, abba]"
(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"positive example:[00, 000, 0000, 0001, 001, 0010, 0011, 01, 010, 011, 0110, 0111, 10, 100, 1000, 1001, 101, 11, 110, 1100, 1101, 111, 1110, 1111]

negative example:[0, 1, 00001, 0101, 11111, 1010]"
(b(b*)|a)*,"positive example: [b, a, ab, bb, aab, ba, abbb, bba]

negative example: [c, aaabb, abc, bbaaa, bab, aaaa, bcb, acc]"
(a*|(b*bb*)*)*,"Positive examples: [ , a, aa, b, bb, bbb, aab, baa, abbb, aabb, bbbbbb]
Negative examples: [ab, abb, ba, bab, aba, abab, aabba, abaa, babbb]"
(1*0*1*)*(0*1*0*)*,"positive examples: [010, 01010, 10010, 1001010, 101, 10100, 1010010, 10101, 101010, 1010100, 101010010, 1010110, 10110, 1011010, 101101010, 11010, 1101010, 0, 1, 001, 110, 0110, 101011]

negative examples: [00, 11, 111, 000, 1000, 011, 0101, 1110, 0x1, 1010b]"
(1*0*1*)+(0*1*0*),"positive example:[1, 0, 10, 101, 0010, 110, 10101010, 010101, 0110, 1001010, 1110, 100101110]
negative example:[00, 111, 000, 1100, 10100, 01101, 110110, 0010100, 100100, 11000, 1111110]"
(a)*(b|aa|a*)*,"positive example:[, a, aa, aaa, aaaa, aab, ab, abb, aba, ba, bba, bb, bbbb, aaaaab],negative example:[bab, abaa, bbaa, aaba, baab, abc, bca]"
(a|b)*,"positive example:[, a, aa, aaa, b, ab, ba, bb], negative example:[c, d, ac, bac, abc]"
((a|b)(a|b))*,"positive example: [aa, aaaa, ab, ba, abab, baba, bbaa, aabb, aaaa, bb, aabab]
negative example: [a, b, aaa, aab, abb, bab, baa, aaba, baaa, bbaba]"
[ab]*[a][b][ab]*,"positive example: [ab, aab, abb, bab, bbaab, abbbb, ababab]  
negative example: [a, b, aa, bb, aaaa, bbbb, aaab, baa]"
(a|b|bb)+,"positive example: [a, aa, b, bb, ab, ba, bbb, abab, bbab]  
negative example: [c, abcd, empty string, cab, dba, bcbc]"
(0|1)*(0|1)*(0|1)*,"positive example:[, 01, 11, 111, 101, 011, 110], negative example:[2, 102, 012, 1102, a, 001a, b00]"
a(a|b)+a(a|b)*,"positive example:[aaa, aaaa, aabaa, aaabb, ababa, aaaba],
negative example:[a, aa, aab, abb, baaa, baa]"
(bab)*(a|b)*(bab)*,"Positive examples: [bab, ab, ba, abababa, babab, babbab, a, bbab, abbabab, babababab]

Negative examples: [babababa, abbbab, babbaab, ababba, aaa, bb, bbb, babbbaba, baa, bababababab]"
(((b*bb*)|a)?)*,"positive example:[, a, bb, bbb, bbbb, bbbbbb, ab, abb, aab, aabb, bba, bab, ba, aaaa, bbbbbbb, abbb]
negative example:[b, bbba, baaa, bbbbbba, abbbb, babb]"
(a)*((b|aa)*a*)*,"positive example:[, a, aa, aaaa, ab, aba, abaa, ababa, abba, ba, baa, aabaa], negative example:[b, bb, bab, baaab, abab, bba, bbb]"
a+b+,"positive example: [aab, ab, abb, aaab, aabb, abbb]  
negative example: [a, b, ba, bab, aa, bb]"
(a|b)(a|b)(a|b)*aaa*,"positive example: [aaaa, aaaaa, aaaaaa, aaaaaaa, aabaaa, abaa, abaaaa, baaa, baaaaa]  
negative example: [aaa, aa, aba, bab, baa, aaba, bba, abab, bbbaa]"
"(a|b)*(a|b)*a{3,}","Positive examples: [aaaaaa, bbaaaa, baaabbaaa, aabbaaa, babaababaa, bbbaaabaaa]

Negative examples: [abaa, baaa, abbabaa, aba, babba, aab]"
b*((a|b)*(a|b)*)*,"positive example: [b, bb, bbb, ba, abab, abba, baab, bbaaa]

negative example: [a, aaa, ab, baaab, babab, abb, bbbb, baabab]"
(1|0)*|(0|1)*,"positive example:[, 0, 00, 1, 11, 010, 0011], negative example:[01, 10, 110, 0010, 101]"
(a|ab)*(a|ba)*(b|a)*,"positive example: [a, ab, aba, aaaa, aabab, baa, bab, b, aaabab]  

negative example: [o, abc, bb, bac, ca, cab, acb, aabc, abbc]"
a*b+,"positive example: [ab, aab, aabb, abb, b, aabb, aabbbbb]  
negative example: [a, aa, aaa, aaaa, bb, aaaaab]"
(a|b(aa*))*,"positive example:[, a, aa, ba, baa, baaa, b, aaa, bbaa, aba, abaa, abaaa], negative example:[bba, bb, aaba, aabaa, bab]"
a*b*,"positive example:[, a, aa, ab, aab, abb, b], negative example:[ba, bab, aabb, bbab, abba]"
0*(1+0+)*1*,"positive example: [0, 00, 001, 010, 01111, 0110, 10101, 10011, 110, 1111, 00111]  
negative example: [1, 10, 101, 1101, 111, 01010, 11011, 100, 11101]"
((ab)|(ba))*|(a|b)(a|b)*,"positive example:[, a, aa, aaa, ab, abab, b, ba, aaaa, abababa, bababab, baaa, abba, baabab, baba, bab, aba, bb, bba]
negative example:[ c, ac, bc, abc, bac, aabc, abbc, baab, aaab, bbb, bbbb, acb, cab, bbaa, abac, aabb]"
(a|(b*bb*))*,"positive example:[, a, aa, bb, bbb, bbbb, ab, ba, abbb, aabb, bbaa], negative example:[b, aba, abb, bba, aab, aabbba]"
(ab|ba|b|a)*,"positive example:[, a, ab, abab, b, ba, aba, bab, aa, bb, abba, baab],negative example:[c, ac, cb, abc, bac, ca, bc, acb]"
((0|1))*,"positive example:[, 0, 00, 1, 10, 101, 1100, 111],negative example:[2, 12, 20, 0102, 00110, 1102]"
(a|b)*(aaa),"positive example: [aaa, aaaa, aaaaa, baaa, aaaaaaa, baaabaaa, babaaa, bbbbbbaaa, aaabaaabaa]

negative example: [aaaaaab, baaabb, aabaab, bbaabab, abbbaa, bbbaab, ababa, babababab, aaaaab, bbbaa]"
(bb)*(a|b)*(bb)*,"positive example:[bbaa, bbabba, ababbb, bbabbbbabb, bbb, bbbabb, bbbbab, bbabbba],  
negative example:[aaa, bbbabaa, baa, babbabb, bbacca, cbbbab, bbaab, baabbbb]"
(a+b|b+a)*,"Positive example: [ab, aabb, baba, aba, bbaba]  
Negative example: [a, b, aa, bb, bab]"
(a|b)*(ab),"positive example: [aaab, aab, ab, bab]  
negative example: [a, ba, bba, aaa]"
(aa|ab|ba|ba)*,"positive example: [aa, ab, ba, aaab, abab, baa, aabaa, bababa]  
negative example: [a, b, abababb, aab, aba, bbaa, aabba, babb]"
(aa*b)*,"positive example: [aaab, aab, aabaab, ab, aaaaab, b, abcab, abab]
negative example: [aa, a, aaa, abb, baa, aaba, baaa, bb]"
(a|((b|bb)+))*|a*,"positive example:[, a, aa, b, bb, ab, abb, abab, aab, aabb, bbb, bab, baa], negative example:[aaa, ba, bba, c, ac, abc, bbbbbb, abba]"
0*(0*1*)*0*,"positive example:[, 0, 00, 000, 0000, 00010, 001, 0010, 00100, 00101, 001110, 010, 10, 11, 0100, 0101, 0100, 01010, 0001110]

negative example:[1, 111, 101, 1110, 110, 100, 1101, 011, 1010, 1100, 10100, 1111]"
(a*)+b,"Positive examples: [b, ab, aab, aaab, aaaab]

Negative examples: [ba, aba, aaba, bb, a]"
(0*(01)*1*0)*|(1*(10)*0*1)*,"positive example:[, 000110, 0010, 0010110, 00110, 0011000110, 001110, 010, 0110, 1001, 101, 110001, 11001, 1100111001, 1101, 1101001, 111001]  
negative example:[011, 1100, 0011, 11100, 01011, 10110, 000, 111]"
0*(0*1+)*0*,"positive example: [00, 000, 00010, 001, 0010, 00100, 001010, 00110, 010, 01000, 000110, 0110, 01010]

negative example: [1, 10, 11, 101, 11001, 111, 011, 1001, 100, 0011, 0101]"
(a|b)*(aaa)+,"positive example: [aaa, aaaabaaa, bbbbaaa, aaaaaaa, bbaaabaaa]  
negative example: [b, abba, aa, bbaa, bbab]"
(a|b)*(aaa)*,"positive example: [aaa, aaaa, aaaaa, baa, baaabbb, aabaa, baaaaaa, bbaaa, abaaa, abbaaa]  
negative example: [b, aa, ab, bb, bab, bababa, aab, bba, ababa, abab]"
(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*,"positive example: [aa, aaaa, abaa, abab, ababaa, ababab, baaa, bb, bbaa, bbaaaa, bbab, bbabab, bbbaa, bbbb, bbbbaa, bbbbbb]

negative example: [a, b, aaa, aba, bba, baa, abba, baab, aab, abb, bab, baaab]"
(ab)*(ab|ba|aa|ab)*,"positive example: [ab, abba, ababab, abaa, ababaa, abababab]

negative example: [ba, aa, aba, abb, baa, a]"
([ab]*(baa)*[ab]*)*b,"positive example: [b, baab, baaab, baa, baaabb, abbaab, bba, bbbaa, abbaaabb, bbaaba, bbbb]  
negative example: [aa, aaa, aabb, a, abaa, abb, aaabb, ba, ab, bbabb, abbaabbaa]"
0*(1+0+)*|1*(0+1+)*,"positive example: [0, 00, 000, 0010, 01, 010, 0100, 0110, 1, 10, 1001, 101, 10101, 1011, 11, 1101, 01, 1110, 01101]  
negative example: [001, 100, 111, 10100, 11101, 110, 00101, 00010, 11110, 0001, 1100]"
(a|b)*,"positive example: [a, aa, b, ab, ba, aaa, bbb, abab, bababa],
negative example: [c, ac, bc, abc, aabc, bca, cab]"
(a|b)(a|b)+aaa*,"positive example: [aaaa, abaa, baaa, aaaaa, abaaa, baaaa, baa, baba]

negative example: [aaa, aa, a, b, abab, ab, ba, bba]"
0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,"positive example: [1, 00, 1111, 011, 1010, 010, 0000, 10111, 110111, 001, 01010, 00100, 1100, 11, 101, 111]

negative example: [0110, 1000, 10101, 110, 1101, 10100, 1001, 0101, 00111, 0111, 0011, 1100, 10110, 01110, 10010]"
b|(b|bbb|bbab|babb|a)*,"positive example: [b, a, babb, bb, bbab, bbb, ab, abb, aab, bbaa]

negative example: [baaa, abba, aba, bbba, aaaa, abab, babbb, aa, aabb, bba]"
1*0*01*0*,"positive example: [10010, 1001, 110, 100010, 0010, 1010, 0110, 11010]  
negative example: [10, 001, 100, 101, 010, 111, 1100, 1110]"
0*|0((11*0)|0)*|1((00*1)|1)*,"positive example:[, 0, 00, 000, 010, 0100, 0110, 01100, 1, 1001, 101, 111, 1101]

negative example:[01, 110, 1010, 0001, 1110, 1000, 0101, 001, 1111]"
((0*)1(0*))+,"positive example: [0010, 01, 010, 0100, 010010, 1, 10]  
negative example: [000, 00, 011, 1010, 1001, 111, 0001]"
a+|(a|b)*,"positive example:[, a, aa, aaa, ab, aba, bab, bb], negative example:[baaa, abaa, ba, c, abc, bcc]"
b|(a*b*)*aaa,"positive example:[aaa, aaaa, aabaaa, abaaa, ababaaa, abbaaa, b, baaa],  
negative example:[aa, bb, aaba, abab, bbb, aaaaab, ab]"
(a*ba*a*)*,"positive example: [ab, b, aa, ababab, aabaaba, baab, bab]

negative example: [a, aab, abba, bba, bb, abab, aaab]"
((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,"positive example: [aa, aaaa, aaaa, aabbaa, aabbbb, ab, abab, aba, baab, baba, babaab, ba, aaaabb, ababab]

negative example: [a, b, aba, bbb, abba, baaa, bbaab, aabbaba, aabba, bbabbab, bba, babba]"
(a)(a|b)*,"positive example: [a, aa, aaa, aab, ab, aba, aaaa]  
negative example: [b, ba, bb, baa, bbb, abba, bba]"
(a|b)*b,"positive example: [b, ab, bb, aab, bab, abb, bbb, aabb, abbb, aabab]  
negative example: [a, aa, aaa, aba, baa, aaba, baabaa]"
[ab]*[baa][ab]*b,"positive example:[aabaab, baab, baabb, bbaab, abbab, aab, ababb, abbabb]
negative example:[aaba, baa, aabbb, bbb, abba, aabbba, abab, bba]"
(a|ba*)+b,"positive example: [aab, ab, baab, bab, bb, baaab, aaab, aaaab, aabab, ababab, babaab]
negative example: [b, a, aa, aaa, ba, baa, baa]"
((ab)|(ba))*((a|b)(a|b))*,"positive example:[bb, ababab, baaabba, abababaa, babbaa, abababa, baabaa, aaaa, aabb]
negative example:[a, b, aaa, bbb, aba, bab, abbaa, baa, abaab]"
(ab|aa|bb|ba)*(a+b)*,"positive example:[, aaab, ab, abaab, abab, ababab, baab, bbab, a, abba, baa, bba, aaaa, bbaa, abaa, aabab, babab, aaba, b, ba, bb, bbbbbba, abbbbabba]
negative example:[abb, abbaab, baaa, bbb, ababbb, bbaaab, aab, bbba, abaaa, bababa]"
a+b*,"positive example:[a, ab, aab, aa, abb, abbb],negative example:[b, bb, aabb]"
((((a|b)a*b))|((a|b)a*ba))*,"positive example:[, aaab, aaaba, aab, aaba, aabaab, ab, aba, bab, baba], negative example:[aaa, aa, aabb, abba, bba, abab, bbabba]"
0*1(11)*(0|1)*,"positive example: [1, 011, 001111, 011110, 0111, 111111, 00001111, 01111110, 010111]

negative example: [0, 10, 111, 0110, 101, 110, 01110, 00001, 11100]"
(a?)|((a|b)a*b(a?))*,"positive example: [a, aaaba, aab, aaba, aabaaaba, aba, baba, ababa, aaaa, b, ba, baa, bbaba, abab]

negative example: [aa, aabaa, ab, bb, aabbb, abaa, baaa, babaa]"
a(a)*|(ab)*b*a*,"positive example: [a, aa, aaa, aba, ababba, abb, abba, abbaa, abbba, b, ab, abbba, baa]  
negative example: [babb, bb, bab, babba, babaa, aaab, aabab, abbb, aaaaaab, babbaaa]"
a*(b+aaa*)*,"positive example: [, a, aa, aaa, aaaa, baaa, aabaaa, abaa, abaaa, abaaaa, abaaabaaa, abbaaa, aaaaabaaaa, aaaabaaabaa]

negative example: [b, ab, aabaaab, aaabbb, baaab, abaaaab, babaaa, abbaa, aabba, bbaa, aababaa, aaabbaa]"
(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,"positive example: [bb, aa, abab, baab, abbaab, babaab, abbaa, abaabb, bbab, bbaab, bbba, bbbb, bbbbaa]

negative example: [babab, aba, aabba, baa, abb, aabbaaab, b, a, aab, bba, abababa, aabbba]"
(((a|b)+)+)aaa,"positive example:[aaaa, baaabaaa, babbaaaa], negative example:[b, aaba, abab]"
((a|b)a*(b|ba))*,"positive example: [aaab, aab, aaba, aabaab, ab, bab]
negative example: [aaa, bba, abab, baaba, bb]"
(a|b|bb)*,"positive example: [a, aa, b, bb, aba, ab, aab, abb, bab, bba, bbb, abba, abab]  
negative example: [c, abbc, aabbb, bcb, cab, x, z, abc]"
