Attempt Regex,ChatGPT Output
(b)*(a+b)(b)*,"positive example:[bab, ab, babb, abab, bbbab], negative example:[aa, b, bbbba, baab, aab]"
(((a|b)a*b)|((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example:[, ab, aaaba, abaaba, bb, baaba, abaabababaab, abaababbaaaaba, bbabba, bbabbbbabb, abaababbaaba, bbabbababa, abaababba, abaababbaaa, bbabbabba, abaababababbb, abaabbbaababaab, abaabababaaab, abaabababa, abaababbbabaa, abaabab, abaababbbabab, abaabb, ababb, abaababbbababab, abaabababbabaab, abaabbbaab, bbabbabaa, abaababbbabaab, abaabababaabab, abaababbbb, abaabababaabaa, abaabaab, aaabaabbabaab, aaab, abaababababba, abaababbbbabaabba, abaabababba, abaabaa, abaabab, bbabbbb, bbabbabaaaaa, abaabababbb, ababababa, abaabababaaa, abaababbaa, abaababababbbaab, abaababbbabbaa, abaababababbaa, abaababbb, abaababbbab, abaababbbaba, abaababababaa, abaababbaaabaa, abaabaabab, abaabababaabbabab, abaababaaab, abaababbb, abaababaaaaba, abaababababbab, abaababbbaba, abaababbb, abaababababb, abaababaaa]

negative example:[abaababbbabbbbb, bbabababa, abaababaaaaa, abaabaababba, abaababbbba, abaababbbbbbabababbaaba, abaababab, abaababababbbab, abaababaa, abaabababb, abaabaabbbabab, abaabab, abaababbbbaab, abaababbbab, abaabababaaaab, abaababab, abaababbb, abaababababb, abaabababaa, abaababbbabaa, abaabababaabbb, abaabbba, abaababbbab, abaababaaab, abaababbbabaa, abaababbbbb, bbababba, abaababbbab, abaababbbab, abaababaaa, abaababbb, abaababab, abaababbbababaa, abaabababbabbb, bbabab, abaabababaab, abaabababbbb, abaababababababbaa, abaababaaaabb, abaababababbba, abaababbbabbbb, abaababbb, abaababaa, abaababbaaa, abaababbaa, abaabababaaa, abaababababba, abaabababbaabaa, abaababba, abaababbbabab, abaabababbbbaaaa]"
(bb)*(ab)*(bb)*,"positive example:[bb, ab, bbbb, abbb, abab, bbabab, abbbbb], negative example:[b, aaa, abba, abb, aba, bab, abbab, ababba]"
((0*)1(0*))|0*,"positive example:[0, 000, 100, 0000, 010], negative example:[10, 110, 0011]"
bb*b,"positive example: [b, bb, bbb], negative example: [a, ba, ab, bba, aa, abbb]"
(0(0*(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example:[1011000101, 11, 010110, , 0, 0010, 00110, 0111010, 000010, 0100010]

negative example:[011, 001, 0101, 0011, 0000, 111010, 10110, 10010, 0000101000111]"
(a+(bb))*a*(bb*)(a+(bb))*,"positive example:[abb, ababbb, abbaabb, aabb, abbbbaabb, abbabbaa, aabbbabb, abbabb, abbbabbabb, aabbabb, abbababbaabb]

negative example:[bbbab, babba, bbaaa, bbaaab, abbbba, baabb, abab, aabbbba, baaababb, abbbaa, babbbb, ababb, babbabab]"
b*a*(b?)*a*b*,"positive example:[bba, bb, , abbba, abaaab, bbababbb, aaab, aabb, aab, b, abab, a, bbbaa, bab, baab, baa]

negative example:[ababbba, abaaaba, ababaa, ababa, bbaaabbbababaabb, ababbbb, bababab, abaa, abbaaa, bbabaaba, abaaabb, bbbbab]"
(ba*(bb)*)*,"positive example:[b, ba, babb, bbaa, bbb, babba, baabbbb],negative example:[a, aab, ab, aba, aaaa, ababb]"
0*1(0*10*11)*,"positive example:[0110111, 10011011, 0111101011, 0001101110011, 101011011],negative example:[00, 110, 101, 11111, 100101011101]"
(a|b)*aab+(a|b)*b,"positive example:[baaaabb, bbaabaabbb, aabbaaaabb, babbaabb, bbaabab, aaabbaabab, abbaabbb]  
negative example:[ababaa, baaab, abab, aa, bbb, aaaaab, bbabaa]"
0*0|1*0*,"positive example:[0, 00, 10, 110, 100],negative example:[1, 111, 011, 101]"
a(b)*,"positive example:[a, ab, abb],negative example:[bb, aaabaa, aabb, abba, ba]"
(a|b)*b*b(a|b)*|(a|b)*bb*(a|b)*,"positive example:[bb, aab, aba, abbaa, bab, bbbbaa], negative example:[aaa, a, baaa, ab, aaaaa]"
(a*b*)*(baa)+(a*b*)b*,"positive example:[baab, baaa, aababbaaaabaabbbabaa, bbaa, aabaa]
negative example:[bb, aa, aba, baabaaa, aaba]"
1*0*,"positive example:[1, 0, 110, 1000],negative example:[01, 0001, 1110]"
(a*b(b+)*a*)*,"positive example: [abb, ab, aaaabb, abba, bbb, bbaa, abbbba]  
negative example: [abaaa, baaa, aaba, b, aaaa, aa]"
(a)*(b(bb)*)+,"positive example:[b, bb, ab, abbb, aab, aabbb, aabb, abbbbb]
negative example:[aa, babb, ba, aba, aaaa, abb, aba, abba]"
(a*(b)((a)*bb)*(a)*(a*(b))*),"positive example:[bbba, bbabaab, aabbb, baabaaabab, bbabbbab, bbbb, ba, bbbaaabb, baa, aabbbaaab]
negative example:[aa, bbaaaba, bbbba, bbbaba, aabaabbba, bbabaa, bbabbbaba, aaaa, bababb, abb]"
a|b*b(aa*),"positive example: [baaa, bbba], negative example: [aaa, , aba, babb, bab, aab, bbb, abbbaab, bbbaaaba]"
a(ab)*,"Positive example: [a, aab, aabab, aabaab, aababab]  
Negative example: [b, aa, ab, aba, abab, abb, aaba, aaaa]"
(a*b*)*baa(a*b*)b*,"positive example:[baa, abaaab, aabaaaaab, ababababbaa, aabbaa],negative example:[bab, aaa, bbbaa, ababab, baabab]"
"[a-b](b)?a{2,}","positive example:[aaa, baa, abaaaa, bbaaaa, abaa, abaaa, abaaaaa, baaa, aaaaaa, bbaa], negative example:[bbaaaab, bb, bab, aab, bbbaabba, abbb, baab, bbaaba, abaaba, abaabb, abaaaab, ababa, bba, ab, a, aba, b, ababb, aaab, bbaabb, bbbb, bbabb, bbaba, abbaabba]"
(0|1)(0|1)+(0|1),"positive example:[010, 111, 0010, 1101, 10110],negative example:[00, 1, 11, 0, 1110]"
(a|b)*b*aa+,"positive example: [aaaabaa, abbaa, aabaa, aabbaa, bbabaa, abaa]  
negative example: [abb, aba, aab, aaaaba, aabb, bbab]"
(a)*(b)*(a)*(a),"positive example:[baaa, bbaaa, abbaa, aaaa, aba, baa]  
negative example:[bb, ba, abab, bab, ababb, bbaab]"
(a*baaa)*,"positive example:[abaa, aabaaabaaa, aabaaa, abaaabaaa, baaa, abaaa, abaaabbaaa, bbaaa]
negative example:[aaa, aaabaaaba, aaabaaab, aaabaaababaa, aaabaaababbb, abaaba, abaabb, aaabaa, abaaabbb, abaaabba, abaaaabb, babaa, aaabaaa, abbaa]"
1+(11*)+0,"positive example:[110, 1110, 11110, 111110, 1111110]  
negative example:[01, 10, 111, 00, 1010, 111100, 111111]"
a*(b|bbb)*,"positive example:[, a, aa, ab, aab, abbb, aabbb, aaabbb],negative example:[aba, bba, abbba, baa, bbab]"
(a+b)*b*bb*(a+b)*,"positive example:[abb, bab, bbab, bba, aabbab, babb, bbba, abab, ba, ababbb]  
negative example:[ab, bbba, bababa, baa, aaaba, babaabbbabb, abba, baabbaa, a, bbaa]"
b*|a*,"positive example:[aaa, , bbb, a, b, aa, bb, aaa, bbbb, aaaaa, bbbbbb],negative example:[aba, ab, bbbabaabb, baa, aaabb, ba, aab, bab, ababab, baaab]"
b*a+,"positive example:[a, ba, baa, bbaaaaa, bbaa],negative example:[b, bb, ab, aba, bbb]"
(a|b)(ba|bb)*,"positive example:[a, aba, ababa, abbb, baba, bba, bbbb],negative example:[ab, aa, abaab, bbab, ba, bbaa, bab]"
0*10*01*,"positive example:[1101, 1001, 0101, 100001, 10001],negative example:[01, 000, 111, 1010, 0011000]"
a*(aaaa*)*,"positive example: [a, aa, aaaa, aaaaa, aaaaaa], negative example: [aaa, aab, ab, abab, baa]"
(a*ab*ab*)*,"positive example:[, abab, aab, aaaab, aababbab]  
negative example:[b, abba, baab, abbb, abbabab]"
a*b(bb)*a*(b(bb)*)*a*,"positive example:[baa, bbb, baba, bba, aab, baaa, bbbbbbaaa]  
negative example:[bbabb, ab, babaab, a, baab, bbabab, aaaa]"
((?:)(a+)+)|((b+))+((a*)+),"positive example:[bbba, b, baa, aaa], negative example:[aaa, ab, , bab, abbab, bb, ba, baab, bbbab, abb, aba, , aaab, ba, bb, aa, ]"
(a|(ba*b)*b(a|(ba*b))*),"positive example:[a, bbba, b, baabaabbb, bbb, baaabbb, baa, bba, baaa, baabbbb]  
negative example:[abb, bbbab, aba, aab, aaaabba, bbaabb, baabbb, babb, ab, bbbb]"
(b)*,"positive example:[b, bb, bbb, bbbb, bbbbbb],negative example:[a, ba, bab, ab, bbab]"
b*a*b*a*b*,"positive example:[bba, bb, , abbba, abaaab, bbababbb, aaab],negative example:[abababb, ababbba, abaaaba, abbbaba, bbababaaaba, aaababa]"
a*,"positive example:[a, aa, aaa, ],negative example:[ab, baa, aaba]"
(a+b)*|(bb)*,"positive example:[, ab, aab, ba, bb, bbbb, aaa, ababab], negative example:[bba, aaaab, bab, ababaa, bbba, aabb, abbb, baa, abba, bbaa]"
"[a-b]b?a{2,}","positive example:[aaa, baa, abaaaa, bbaaaa]  
negative example:[, bb, bbaaaababbaa, bab, aab, abaab, abbb, abba, baab, bbaab, bbba, abaabb, ababa, bba, aba, ab, a, b, ababb, abaaaababbaa, aaab, bbaabb, bbbb, bbabb, bbaba]"
0*|1*|(1+0+1+0*)*|(0+1+0+1*)*,"positive example: [101010001, 10101011, 1010, 000101110111000, 0101010, 000101110111001, 010, 000, 1010001011, 1, 101011101100, 101011101111, 0110, 00010111, 10011, 111011, 010100010]  
negative example: [011, 01, 010111010101, 01010, 101010, 010101110101, 0001, 01010001, 111000100011100, 10101]"
(((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example:[a, bba, bbabbababa, abaababababa, bababbababab, abaabaab, bbabbabababaa, abaabab, abaabababbaba, bbabbababaaba, abaabababababba, bbabbabababbab, abaabababaabbab, abaababaaababa, bbabbabaaaba, abaabababbaabab, bbabababa, abaabababaaa, bbabbababaa, abaababbaabb, bbabbababababb, bbabbabaab, abaabaabababba, abaabababaaaa, bbabbabaaabab, abaababababba, abaabababbabaab, bbabbabaaabbbab, abaabababaababa, bbabbababaaabaab, abaabababbaa, bbabbabababaaab, abaabababba, abaabababababbaa, abaabababaaaabab, abaabababababbaa]

negative example:[aa, abaabbaaba, bbabbabababa, aaabab, abaabaaba, bbabbb, abababa, bbabbabbb, abaababab, bbabbababaa, bbbba, aba, abaab, bbabbabab, abaababb, bbabba, bbb, abaabba, abaababbaba, abaabababab, abaababba, bbabbab, abaabababb, abaabababbaa, bbababbb, abaababaaba, bbaba, abaabbbaba, ba, abaabbbbaa, bbab, abaababaa, abaabababbaa, abaabab, bbababb, abaababbaaba, ababab, abaababaa]"
(a*((bb*)+(bbb)*)a*)*,"positive example:[, ab, baa, bbb, aaaba, aaabb, aabba, abbba, abba, baba, bba, aaabbaa, aabbaa, abbaa]
negative example:[aaa, a, b, bbab, aab, abbbba, baaa, bbbba]"
(ab|ba)*(aaa)*,"positive example:[ab, ba, abba, baba, abab, aaaaaa, """", ababab, babaab, baabab, bababa, aaaaaaaaaa]  
negative example:[a, b, aa, bb, aba, abb, baa, bab, aaaaba, aaaabb, aaaaa, bbb, aaba, abaab, aaab]"
a|b*aaa,"positive example:[aaa, baaa, a, bbbaaa]  
negative example:[aa, , abb, aba, b, aaaaaa, aaabbb, aabb, baab, baaaa, baba, bbba, baaab, babb, aaba]"
((a+)|(b*))*a,"positive example: [a, aa, aaa, aba, abba, abbaaaba], negative example: [b, bb, bbb, abaaabbb, ab, ba]"
(a*|b+),"positive example:[aaa, , bbb, a, aa, bbbbbb],negative example:[aba, bbba, bab, baa, abbaabb, aaab, ab, ba, aab, abb]"
(ab+ba+aa+bb)*,"positive example: [abba, aa, bbaabb, abaabb, abbaaabbaaba, aaaabbbaaa, bbaa, aba, abbabba]

negative example: [ababab, aaab, bbb, abaaabbaabb, aab, bab, ba, aabbbaa, ababaa, ababaab]"
((a*)(b*)baa(a*)(b*))*b,"positive example:[b, bbaab, baababaab, abaabaaab, baabaa, aaabbaaab, baabaabaa, bbaaab, bbbabaaaab]
negative example:[bba, abb, baa, bab, aaa, ab, bbb, abaaba, baaaa, aab, bbaaaa, aabaabb]"
(a*b*)*(abb)(a*b*)*b,"positive example:[abb, aabb, babb, aabab, abbaabb, abababb], negative example:[b, a, abab, abaa, aabbba, baaa, aabbaa]"
a?,"positive example:[, a],negative example:[aaa, abb, aba, aab, bbbaab, ba]"
((0+1+0)|(1+0+1))*|(0+)|(1+),"positive example:[0, 1, 11, 00, 101, 010, 1001, 1110, 000, 1111000],negative example:[001, 110, 100010, 0111, 100101, 010101, 111110, 001100, 10100010]"
(b*ab*)(ab*ab*)*,"positive example:[ab, abab, bab, bbab, ababab]  
negative example:[b, abb, aaab, babaa]"
(ab)*|(ba)*,"positive example:[, abab, baba, ababab, bababa, ab, ba]  
negative example:[bba, aaa, abb, aba, bab, aab, baa, abaa, abbb, abba, baab, baaa, babb, bbbaabb, babab, ababa]"
(a*b(a*)(bb*))|(a*(bb)*a*b),"positive example:[ab, aab, aabb, bab, abbb, bbbab, aaaaabbb, abb],negative example:[aaa, bba, babba, aba, ababa, bbb, baaa, aaaabb, aaabbb]"
0*(11)*0*1*0*|0*,"Positive example: [00, , 110, 1101110, 1101, 1111, 1000, 1110, 00111, 11000100]

Negative example: [101, 110101, 1111101, 1101001, 10111, 11101, 0011101, 100010010, 1100011101]"
(a|b)a*b?a,"positive example:[baba, bba, aba, baaaba, baaa, aaba, aaaaba, aaaa, abaaba, aa],  
negative example:[, baaabb, a, bab, b, aab, abaaa, abbaa, aabaa, aaaabb, bbbbb, bbabb, babab, ab, abb, baa]"
1*10*1*10,"positive example: [110, 11010, 110110, 111100001110, 110010, 1010, 10010],  
negative example: [00, """", 01, 101010, 101000, 101001, 1011101, 1010111001, 1, 11110101, 1100, 1111, 11001, 11011, 11000, 10001]"
(a)*(b)*(baa)*(a)*(b),"positive example:[bab, aabbbaaab, aabbb, baabaaab, baaaaab, baab, baabaab],  
negative example:[aa, baabaabba, baabaabbb, baaabbbb, baaaaabb, aabaa, baaabab, baababb, baabaaa, baababa, baaabaa, baba, babb, bbba, baaba, aabaaabbabaa]"
(ab)*|(ba)*|(a(bb)*a)*,"positive example:[ab, baba, ba, a, aaabbbba, abab, aabbbaa, abbbba, aaabba], negative example:[bab, abaaa, aaabbb, bbaa, aaaaa, baab, babb, ababbb, ababa]"
(a+)|(a*b*),"positive example:[a, aa, aaa, b, bb, bbb, ab, abb, aabbb],negative example:[ba, abab, bbaa, aabbabab]"
(b*ab*ab*)*ab*|(a*ba*ba*)*ba*,"positive example:[aaa, abaaaba, abbaa, abaab, aabba, abbabba, abbbbaa, baabb, babb, bbaab, bbba, bbaaa, abbbaa, ababa, bbb, bbabbaa, abbbb, aaaabba, abaa, aaab, baaaa, bbbbaaa, babaa, aaba, bbaba, abbbbb, ababab, abbbabaaa, ababbab]

negative example:[bbaababbba, , aaaba, abaaa, bbaaaa, aabb, bbaa, bbabab, bbbab, baba, babbb, abababaaba, abaaba, abbaaa, baabbb, bba, abbbabaa, aabaa, bbaabb, aaaa, bbbb, abab, bbbba, bbabb, abbbba, abbabb, baaaab]"
[ab]*(baa)+b[ab]*,"positive example:[baab, baabbaaab, abbaaab, baabbaa, baaabbaab],negative example:[bab, abba, bbab, ab, aabba]"
a*,"positive example:[a, aa, aaa, ], negative example:[b, ab, ba, aab, aba]"
(a+)|(a*b+a*),"positive example:[a, aa, b, aba, ab, abbbaaa, aaab, ba]  
negative example:[, aaabbbaaabbbab, bab, ababaa, abab, bbab, bbabaab]"
(a*|b+)a*|bb*,"positive example:[bb, bbb, a, aa, baa, bbaaa, aaaa]  
negative example:[abaa, aaab, aab, aaaabb, bab]"
a((a|b)+)a(a+b)*,"positive example:[aaabaa, aabaab, ababaa, aaaaab, ababa, abaabba, abbaa, aabaabb, aaaab, aabaa, abaaa, abababa],negative example:[a, b, ba, aaa, abb, bab, aab, babb, aaabbb, bbbaa, baa, ababb, aaaaabb]"
(a|b)*abb+(a|b)*b,"positive example:[abbb, bbabb, aabbb, aabbabb, babbabb, abbabb, baaabbabb, bbbaabb, aaaaabbb, bbababbb]
negative example:[aba, bba, aabba, abba, baabaa, abbabaa, aaab, bbaa, babba, ababa]"
(a*ba*ba*b)+|a*ba*,"positive example: [bab, baab, abaabb, baabbaabab, aba, aab, abbabab]  
negative example: [bbab, baa, aabb, aaabb, baaba, aabbba, ababab]"
1*(100*11*)*|0*(011*00*)*|(01)*(0|1),"positive example: [111, 0, 0101, 01100, 000, 100, 010101, 011100, 0110011, 0101010, 0111100, 10011, 101, 001100111, 010, 11111, 01110, 0010, 1000100, 01]

negative example: [011101, 1011, 0001, 100101, 0101011101, 0011, 1100, 0111011, 1010, 011111, 01011011, 011100101, 10110, 11101, 010011, 10101101, 01001, 011011, 1011010, 001010]"
a*|b*,"positive example:[aaa, , bbb, a, aa, b, bb, aaaaa, bbbbb],negative example:[ab, bbbaa, bab, aaabbabb, abaa, ba, abab, baa, bba, abbbb]"
(ab|ba)+(aa|bb|ba|ab)*,"positive example: [ababaa, baabba, ababab, babaaa, babbaa, ababbb]  
negative example: [bb, aaaa, ab, baab, bbaa, aaa, aba, bbbba]"
a|b,"positive example:[a, b],negative example:[abb, aaa, , bab, aab, bbabbaa, bbb, baa, ababbaa]"
0*1*(0000)*,"positive example:[0000, 1, 000110000, 1110000, 011110000000000]
negative example:[11000, 00011111, 11110000, 111, 00000001, 110000, 01101, 1000101111, 110, 01000001]"
((a*b*aa)a*)*,"positive example:[aaa, baa, bbbaabaa, abbaa, aabaa, baaaabaa, abaa, baabbaa, aaaa, bbaaa]

negative example:[bbbaaaabb, abb, aba, a, aab, aaaba, baababaaba, baababbb, baab, ba]"
(a|b)?(a|ba(a|b))*(b|ba),"Positive example: [bba, baba, ab, babb, baaab, bab, aaababab, ababb, aaabaaab, abaab, baab]

Negative example: [aaabaabbaa, babbaa, bbb, baa, abaaa, abaa, aaababbbbb, bbaa, abab, bbab, babaa, baaa, ababa, baabab, baabaa, babbab]"
0*1*,"positive example:[0, 01, 001, 111, 0111],negative example:[10, 1100, 101, 11, 0110]"
(aa|ba)*,"positive example:[aa, , baba, aaaa, ba]  
negative example:[aaa, babb, bbaaba, bab, abaaba, aaab, abbb, bbbb]"
(0*1+)(0|1)*(1+0*),"positive example:[100, 0110, 01001],negative example:[001, 110, 000]"
a*|baa*|abaa*,"positive example:[, a, aa, aaa, abaa, ba, baa, baaa, abaaa], negative example:[b, bb, baba, abb, babb, baaab, aab, aaab, bbaa, abab]"
(a)*(b)*(baa)*(b)*(a)*(b),"positive example:[bab, baaab, baab, baabb, bbaaab, baabaaab, baabbbab]

negative example:[babbaa, baa, baabaaa, baabba, baabbb, babaa, aa]"
(a+b*)*,"positive example:[a, aa, ab, aabbb, b, aaabbb],negative example:[bba, baab, bb, aaabbaa]"
(a)*(b)*,"positive example:[a, aa, aaa, ab, abb, abbb, b, bb, bbb, , aabbb],negative example:[ba, bab, bba, aab, aba, baa, bbaab]"
(a|b)(b*a(a)*),"positive example:[baa, bba, aa, abba, aba, baa, ababaa, abaa, aba, ba],negative example:[abb, baba, aaba, bab, aab, bbb, aaaab, baba, ababb, ab]"
(|bb)*b,"positive example:[b, bb, bbb, bbbb, bbbbbb, bbbI]
negative example:[, ab, aaabba, bab, baa, bba, aa, I, bbbbba, bbbbb]"
1|(111)*,"positive example:[1, 111, 111111],negative example:[00, 11, 01, 111011001, 111100, 111101, 1111110, 1111100, 1111101, 110, 100, 101, 1111, 11100]"
(a*b+)*,"positive example:[bbb, abbab, , ab, aab, aaabbb],negative example:[bab, abab, aaa, baa, bba]"
(a*b+)+,"positive example: [ab, abb, aab, aaabbb, abbbb, baba, aabbb, aabb, bab, abbab]  
negative example: [a, b, aa, aba, bbba, aabba, ababa]"
(a)*b*(ba+ab)*b*(a)*,"positive example:[a, b, ab, aba, aab, abb, baaa, aaba, bba, baa, abba, aabb, baabb, aabaa, abbab]
negative example:[babaa, bab, baabbaabaaab, baaaabbab, aabbbabbbab, baabbbab, baabbbaab, baabbaababb, baabbaababa, baabbbbbab]"
(ba+ab)*(ab)*(ba)*(ab)*,"positive example: [bababaab, bababa, abbaabab, baabbaab, abbaab, baaaababbaab, baab, ababbaab, babaabab, abab, ba]  
negative example: [bababb, baa, abbaaba, baabaaa, abbb, baabaab, baaaabb, baabb, babba, babaababb, babbb, babaabb, abbaaa, bba, abb, abaa, baababa, babaabbb, babaabaaa, babaabba, babaabaab, bbbbaab, bababaaa, babab, ababaa]"
a*b*(ab+ba+b*)*b*a*,"positive example:[abb, aa, bb, abba, aabbb, abbab, aaaa, baa, babbab, aab, baaab, bbaaabb], negative example:[aabab, abbbaab, aababab, baaabbaa, aaaaaba, bbaabba, abbabb, abbbba, aaabbbbaa, bababa]"
"(a)*b+a{3,}","positive example:[bbbaaa, aaaaaab, abaaa, bbaaaaa, baaa, aaabaaa]
negative example:[baabb, baaabb, aa, babbb, baaaba, baaba, baa, aabbb, aabbbabaaba, baaaaab, ba]"
0?|0|1|(010)*(101)*,"positive example: [0, 1, 010, 101, 010010101, 010101, 010101010101, 010010, 101101101, 010010010, 101101, 101101101101]  
negative example: [110, 000, 01011, 010010110, 101100, 1011, 010000, 0110, 100, 111, 101010, 001, 1011000, 0100, 0111, 01001001, 1011010, 010010011]"
0?1?,"positive example:[0, , 01, 1],negative example:[11, 0000, 0011, 0100, 0111, 10]"
(a+b)*,"positive example:[, ab, aaabab, a, b, aaab, bab, abab],negative example:[abb, aba, babaa, bbb, aaaba, aababb, baaa, bba]"
((a*)+b+(a*)+(b*b*)+(a*)),"positive example:[babbba, bab, aabbb, aabbbaaabaaa, ba, baa, bbaaabb, aaaaabbbbbba, baaaab, baaabbbbb, abba, aaaabbbbbbaa]
negative example:[aa, aabababbaabb, bababa, bbbabab, baaabab, babaaab, babbbab, ab, baaaa, b, bb, abb, abbb, aab]"
(0+1+0)|(1+1+0),"positive example:[0001110, 110, 1110, 010]  
negative example:[, 010000, 0, 011101, 111, 100, 1, 101, 011100, 010111, 1101, 0001, 1100]"
(0*1+0*1)*,"positive example:[, 01, 0101, 111, 00110011, 1001, 000101]
negative example:[10, 1000, 1110, 1100, 101, 1111, 110]"
(a+b)*(bb)*,"positive example:[, ab, aab, aaab, aaaab, a, b, abab, bb, aabb, bbbb],negative example:[abb, aba, baaaba, babb, bbbbb, bbba, bbb, aaaba, bbaa, bbab]"
b(b*)aa(a*),"positive example: [bbbaaaa, baa, bbaaa, bbaa, ba, bbbbbbaaaaa, bbbaa, bbaaaa]
negative example: [baabb, aa, , babbb, ab, baaba, bbb, bbbababaa, baaaab, ba, abaa, aaaa, aba, bbbaaab]"
ab+,"positive example:[ab, abb, abbb, abbbb],negative example:[a, b, aa, ba, aba, ababab]"
ab*,"positive example:[a, ab, abb, abbb, abbbb],negative example:[b, ba, bbb, aa, bab]"
a*b(bb)*(a*b(bb)*)*,"positive example:[bb, ab, bbbb, aabbb, abbbb]  
negative example:[abab, bbaaa, ba, aaabbabb]"
a*|b(a*)(bb)*,"positive example: [baabb, aaa, , b, baa, baab, baabbb, baabbbb]  
negative example: [bbbab, aba, bbbaa, bbbbba, bbbba, abbaabb, aaab, bbbb, bbaa, baabbbba, babb, baaaa, baabba]"
0*1(0|1*)*,"positive example: [1, 01, 001, 10, 111, 0111, 00101, 000111100, 000101]
negative example: [0, 000, 110, 101, 1001, 00000, 1110, 010]"
0*1(0*1)*10*,"positive example:[10110, 0110110, 1110, 110110], negative example:[1, 10, 001, 0100]"
a*b(a|ba*b)*,"positive example:[aab, aba, ababab, aaaab, baaab],negative example:[aaa, bbb, babba, abaab, abba]"
(a)(b|aa*a)*,"positive example: [ab, aab, aaab, aaabab, aaabbbab]

negative example: [b, ba, aaa, aaabba, aaaab, abaa, aaaaaba]"
(1(11)*|0*)1(11)*(1(11)*|0*),"positive example:[111, 01110, 0111, 0100, 0001, 111000, 01111, 10]  
negative example:[01000110011, 000101, 111001, 01101, 01100, 011101, 101, 011110, 0101, 01010, 0110]"
a*(b|(b((a*b{2})+a*))*)a*,"positive example:[aa, baabb, bbbbba, aab, aaabba, bbbbbababb, bbbbbaa, abbbaabaaa, aba]

negative example:[baab, bbbbbabab, bbbaabbaaba, aabbaaaba, bbbbabaaaba, bbbbbabab, abab, bbabbaba]"
(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*ba|((a|b)a*ba))*(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*b|((a|b)a*b?)),"positive example:[aaabaab, aaabaa, baababb, baabab, aba, aaab, bab]
negative example:[, aaabbaa, abaabb, bbabbb, baabbbb, bb, abba]"
a*b+(bb*|a*),"positive example:[ab, aab, aabb, abbb, abbaa, aabba, aabbaaa, bb, abbba]  
negative example:[aaa, bbbab, b, aaab, abab, ababa, abb, baa, baaa]"
b(a*bb*),"positive example: [ba, baab, baabb, baa, baaab], negative example: [aaa, bba, bbbba, abbab, baabab, bbaa]"
(a*)(a*|(bb(b))*)*,"positive example:[, a, aa, bbb, abb, aaa, bbbbbb]  
negative example:[ab, ba, abab, aabbab, bba, babbb]"
((a|b)a*b)*,"positive example:[, a, aa, bb, ab, aab, aaa, aaabab, baabbb, aabaaab]
negative example:[baabb, aba, bbb, aaaba, bab, aabba, ababa]"
a*b(aa+)*,"positive example:[b, ab, aab, baaa, aabaa, aabaaaa, baaaaa, abaaaaa]  
negative example:[ba, abab, a, bba, aa, aba, bab, babba, bb]"
(0*|1*|(10)*),"positive example:[000, , 1, 1111, 1010, 101010, 0, 11]  
negative example:[1011, 010, 011, 1101, 1100, 0001, 10000, 10110, 10011, 11110, 10101, 10100, 10111, 01, 110]"
(a|ba*a)+,"positive example:[aa, baaa, abaaa, ababa, ba, aaaa]  
negative example:[b, abaab, baba, baa, aab, bba, aba]"
(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*,"positive example: [000, 111, 01, 10, 1100, 0011, 1, 0001, 1110, 10001, 1010, 01100, 001110, 10010, 01, 01101, 010101]
negative example: [10111, 11001, 100, 101, 01000, 1000, 1111, 0101, 0111, 00101, 111, 01111, 101, 11111]"
(a|(bb)*b),"positive example:[a, bbb, bbbbbb, bbbbbbb, bbbbbbbbb],negative example:[aaa, abb, , bababb, baaa, aba, bbba, aab, bbbb, bbaa, bbab]"
b*((ab)*(ab)*)*,"positive example: [b, babab, ababab, bbb, ab, abbab, bbabab, bbbbbabab], negative example: [ba, a, bba, aa, abaa, aaab, baa, abba, aabab]"
(01)*,"positive example:[, 01, 0101, 010101, 01010101],negative example:[011, 1101, 1001, 001, 10, 0100]"
0*1*[11]*,"positive example:[0, 1, 01, 011, 111, 00111],negative example:[10, 110, 101, 00101, 1110]"
(a)*(b|aa)*(a)*,"positive example:[, a, aa, aaaa, ba, baa, baaa, ab, aab, aba]
negative example:[baba, bbaaa, aabaa, abaaab, bbb, baabba]"
a*(b|bbb)*a*,"positive example:[ab, bbb, aab, a, aaaabbbbaaa, bbbabbba]
negative example:[abba, bbabbb, aabbbab, baab, ababa]"
(ab+ba)*(aa+bb+ab+ba)*,"positive example: [abbaaaabba, abaabba, abbabaaab, abbaabbaa, bababbaaab, abababaaa]

negative example: [abababab, aaabbb, bbaaaaa, abaabab, baabba, aaab, bababa]"
((01*0)|(10*1))*,"positive example:[00, 11, , 1001, 010101, 001100, 101, 0101],negative example:[110, 1111, 0001, 1001110, 0110101]"
(a*ba*ba*b)+|ba*,"positive example:[ba, ababab, baaabbba, aabaab, bab, abaababab, bab, b, baaaa, baba]
negative example:[a, aa, abab, bbabab, abba, bb, babababa, aab, aaa, babaa]"
