Attempt Regex,DeepSeek Output
(a|bb|abab|bab|baab)*b(a|bb|abab|bab|baab)*,"positive example: [aaba, ab, aba, abaa, ababab, ababba, abbaab, abbab, abbb, b, ba, baabba, babba, bbba], negative example: [aa, aab, aabb, ababa, abba, baa, baaa, bb, bbaa]"
((aa)|(bb)|(ab)|(ba))+(aaa)+,"positive example:[aaaaa, aaaaaaa, aaaaaaaa, abaaa, baaaa, bbaaa],negative example:[aa,aaa]"
(a|aa|bb|bba|abb|bab|abab)*b,"positive example:[aab, ab, ababb, abbb, b, babb, bbab, bbb], negative example:[aa, aaa, bb, bba, abb, bab, abab, a]"
(a|aa|bb|bba|abb|bab|abab)*(b|ba|ab),"positive example: [aab, ab, aba, ababb, abbb, b, ba, babb, bbab, bbb], negative example: [aaa, aaaa, bbbb, aabaa, babaab, ababa, bbaa, aaab, babab, abba]"
(a|aa|bb|bba|abb|bab|abab)*(b|ba|ab|(b(a)*)),"positive example: [aab, ab, aba, abaa, ababb, abbb, b, ba, babb, bbab, bbb], negative example: [aaa, aaba, ababa, abbab, baba, bbaa, bbba]"
(a|aa|bb|bba|abb|bab|abab)*(b(a)*|ba|ab|(b(a)*)),"positive example: [aab, aaba, ab, aba, abaa, ababba, abbba, b, ba, babba, bbaba, bbba], negative example: [aaa, aabaa, aabab, aabb, abaaa, ababb, abb, baa, baaa, baba, babb, bbb]"
(a|aa|bb|bba|abb|bab|abab)*(b(a)*|ba|ab|(b(a)*|b(a)*bb)),"positive example: [aab, aaba, ab, aba, abaa, abaabb, ababb, ababba, abbb, abbba, b, ba, babba, bbaba, bbb, bbba], negative example: [aaa, aabaa, aabab, aabb, aabbaa, baa, baaa, baab, baba, bbaa, bbbaa, bbbba]"
(a*(b{1}aa+)),"positive example:[aabaa, abaa, abaaa, baa],negative example:[aaa, aba, abbaa]"
(a|b)(a|b)aaa+,"positive example:[aaaaa, aaaaaa, abaaa, baaaa],negative example:[aaaa]"
((a|b)(a|b))+aaa+,"positive example:[aaaaa, aaaaaa, aaaaaaa, abaaa, baaaa],negative example:[aaa, aaaa]"
a*(b(aa)+)*a*,"positive example:[, aa, aabaaa, abaa, abaaa, abaaaa, abaaaaa, abaabaaa, baaa],negative example:[aba]"
(b(bb)*),"positive example:[b, bbb, bbbbb], negative example:[bb, bbbb, bbbbbb]"
a*(b(bb)*)a*,"positive example: [aabbba, aba, abbb, abbba, abbbaa, abbbbba, b, bbba], negative example: [aa, a, abab, ababa, bbbab, baab, bbaba, baa]"
(aa|bb)+aaa,"positive example:[aaaaa, aaaaaaa, bbaaa], negative example:[aaa]"
a*b((bb)*a*)*,"positive example: [aabbba, ab, aba, abbb, abbba, abbbaa, abbbabba, abbbbba, b, bbba], negative example: [aa, aaa, ba, baa, baba, bbaa, bbbbaa, bbbbbba, bbbbbbb, bbbbbbba]"
a*b(a*(ba*b)*(bb)a*)*,"positive example: [aabababbba, ab, abaababbba, ababaabbba, abababbabbba, abababbb, abababbba, abababbbaa, abababbbaababbba, ababba, ababbbba, abbabbba, b, bababbba], negative example: []"
(a*|baa),"positive example:[, a, aa, baa], negative example:[b, ba, ab, aab]"
a*(ba{2})*,"positive example:[, a, aabaa, abaa, abaabaa, baa],negative example:[aba,abaaa]"
(a|bb)*a*b(a|bb)*,"positive example: [aaaba, aab, aaba, aabaa, aabbb, aba, b, bbaba], negative example: [aaa, bbb, abab, baba, aabb, bbaa, abba, baab]"
"ba{2,}","positive example:[baa,baaa,baaaa],negative example:[ba,b,a,aa]"
(ab|ba|aa|bb)+aaa,"positive example:[aaaaa, abaaa, ababaaa, baaaa, bbaaa],negative example:[aaa]"
((a|b)(a|b))+aaa,"positive example:[aaaaa, aaaaaaa, abaaa, baaaa],negative example:[aaa]"
((a|b)(a|b))+aaa(a)*,"positive example:[aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, abaaa, abaaaa, baaaa, baaaaa],negative example:[aaaa]"
(a)*b(a)*(bb)*,"positive example:[aababb, aba, abaabb, ababb, ababbbb, abbb, b, babb], negative example:[aa, aaa, aaba, ab, abba, abbbba, ba, bba]"
(a)*b(a)*(bb)*(a)*,"positive example: [aababba, abaa, abaabba, ababb, ababba, ababbaa, ababbbba, abbba, b, babba], negative example: [aa, aaaa, aab, aaba, ab, aba, abab, ababa, abb, abbaa]"
a*(bb)*a*b(bb)*,"positive example: [aabbabbb, aabbb, abbaabbb, abbab, abbabbb, abbabbbbb, abbbbabbb, abbbbb, b, bbabbb], negative example: [aa, ab, aaba, abab, abbbb, ba, baba, bbaa, bbbba, bbbbb]"
a*(bb)*a*b(bb)*a*,"positive example: [aabbabbba, aabbba, abbaabbba, abbaba, abbabbb, abbabbba, abbabbbaa, abbabbbbba, abbbbabbba, abbbbba, b, bbabbba], negative example: [aa, ab, aab, aba, abab, abbb, ba, baa, bab, baba, babb, bbaa]"
a*(baa+)+|baa+,"positive example:[aabaa, abaa, abaaa, abaabaa, baa, baaa], negative example:[a, aba, ba]"
((a|b)(a|b)|(aa|bb))+aaa,"positive example:[aaaaa, aaaaaaa, abaaa, baaaa, bbaaa],negative example:[aaa]"
a*(baa)*a*,"positive example: [, aa, aabaaa, abaa, abaaa, abaaaa, abaabaaa, baaa], negative example: [b, ba, aaba, aabbaa, abaaba, ababaa, baaabaa, baba]"
(a*ba*(b(a*)b)*a*),"positive example: [aabababa, abaa, abaababa, ababaaba, ababab, abababa, abababaa, abababbaba, ababba, abbaba, b, bababa], negative example: [aa, a, bb, bbb, abab, abba, baba, baab, bbaa, abababab, abababba]"
ab{1},"positive example:[ab], negative example:[a,abb]"
((aaa|bbb)|(aa|bb))+aaa,"positive example:[aaaaa, aaaaaa, aaaaaaaaa, bbaaa, bbbaaa],negative example:[aaa]"
ba*|a*b,"positive example:[aab, ab, b, ba, baa], negative example:[aa, bb, a, aba, bba]"
(a*ba*ba*)*a*ba,"positive example: [aababaaba, aba, abaabaaba, ababaaaba, ababaaba, ababaababaaba, abababa, abbaaba, ba, babaaba], negative example: [aa, aab, aaba, ab, abab, abba, b, bab, baa, bb]"
aa*bb*aaaa*,"positive example: [aaabbaaaa, aabaaaa, aabbaaa, aabbaaaa, aabbaaaaa, aabbbaaaa, abaaa, abbaaaa], negative example: [a, b, aa, bb, aab, abb, aabb, aaab, abba, baaa, bbaa, aabbb, aaabbb, aabbaa, aabbbaa]"
aa*(baaa*)*,"positive example:[a, aa, aaabaaa, aabaa, aabaaa, aabaaaa, aabaaabaaa, abaaa],negative example:[b, ab, aba, aaba, aaab, aabab, aabba, aabaaaab]"
(aa|bb)*b,"positive example:[aaaab, aab, b, bbb], negative example:[aa, bb, aaa, bba]"
(abab|bb|aa)*b,"positive example:[aab, ababababb, ababb, b, bbb], negative example:[a, aa, ab, aba, abab]"
(aa)*b(bb)*,"positive example:[aaaabbb, aab, aabbb, aabbbbb, b, bbb],negative example:[aa, aaa, ab, abb, bab, bbba]"
b{1},"positive example:[b],negative example:[a, bb, bbb, ab, ba, b1, b., b , B]"
(b)(bb)*,"positive example:[b, bbb, bbbbb], negative example:[bb, bbbb, a, ab, ba]"
(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[aab, aabbb, ab, abbb, abbbbb, b, ba, baa, bbb],negative example:[a,abb,bba]"
(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[aab, aaba, aabbb, ab, aba, abaa, abbb, abbbbb, b, ba, baa, bbb],negative example:[a, aa, abb, abba, bba]"
(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [aab, aaba, aabbb, ab, aba, abaa, abbb, abbbbb, b, ba, baa, baabb, babb, babbbb, bbb], negative example: [a, aa, abb, abba, bba]"
(b(a*)(bb))|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[aab, aaba, aabbb, ab, aba, abaa, abbb, abbbbb, b, ba, baa, baabb, babb, bbb],negative example:[a, aa, abb, abba, bba]"
((a)*baa(a)*)*,"positive example: [, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, baaa], negative example: [b, aa, aaba, abab, baaab, aabaaab, abbaa]"
a*b*baaa*bb*,"positive example: [aabbaaabb, abaaabb, abbaaaabb, abbaaab, abbaaabb, abbaaabbb, abbaabb, abbbaaabb, baab, bbaaabb], negative example: [a, b, aa, bb, aab, abb, baa, bbb, aabb, abab]"
(bb*aa*)*baaa*bb*,"positive example: [baaabb, baab, baabaaabb, bbaaabaaabb, bbaabaaaabb, bbaabaaab, bbaabaaabb, bbaabaaabbb, bbaabaabb, bbaabbaabaaabb, bbabaaabb, bbbaabaaabb], negative example: [a, b, aa, bb, ab, ba, baa, bba, abaa, baaa, bbaa, abba]"
((b)(a{2})a*)|(a*(b)(a{2})a*),"positive example: [aabaaa, abaa, abaaa, abaaaa, baa, baaa, baaaa], negative example: [a, b, aa, ab, aba, aaba, baba]"
((b)(a{2})a*)|(a*(b)(a{2})a*)|(a*),"positive example: [, a, aa, aabaaa, abaa, abaaa, abaaaa, baa, baaa, baaaa], negative example: [b, ab, aba, aaba, aabaa, aabab, aabba, bab, baba, bbaa]"
(a*b*|b*a*)*(baa)a*b+,"positive example:[aabbaaab, abaaab, ababbaaab, abbaaaab, abbaaab, abbaaabb, abbaab, abbbaaab, baaab, baab, baabaaab, babaaab, bbaaab, bbabaaab],negative example:[abbaaa]"
ab(aaa),"positive example:[abaaa], negative example:[abaa, aba, abaaaa, baaa, aaa]"
(a)*(b)((a)*(bb))*,"positive example: [aababb, ab, abaabb, ababb, ababbabb, abbb, b, babb], negative example: [aa, a, ba, bba, abab, abbab, bab, bbaa]"
(b)((a)*(bb)*)*,"positive example:[b, ba, baabb, babb, babbabb, babbbb, bbb],negative example:[a, aa, ab, aba, abab, abba, baa, baba, bbaa, bbbba]"
(a)*(b)((a)*(bb)*)*,"positive example: [aababb, ab, aba, abaabb, ababb, ababbabb, ababbbb, abbb, b, babb], negative example: [aa, a, ba, bb, bba, bbb, abab, abba, aaa, baba]"
a*(b(a*b{2})*)a*,"positive example:[aababba, aba, abaabba, ababb, ababba, ababbaa, ababbabba, abbba, b, babba],negative example:[ababa,ababbba]"
"((b)(a{2,})a*)|(a*(b)(a{2,})a*)|(a*)","positive example:[, a, aa, aabaaa, abaa, abaaa, abaaaa, baa, baaa, baaaa], negative example:[ab, aba, abba, b, ba, bab, bb]"
"(ab|ba|bb|aa){2,}a{3,}","positive example:[aaaaaaa, abaaaaa, ababaaa, baaaaaa, babaaaa, bbaaaaa, bbbbaaa],negative example:[abaaa,ababaa]"
"(ab|ba|bb|aa)a{3,}","positive example:[aaaaa, abaaa, baaaa, bbaaa],negative example:[abaa]"
((a)*b)(((a)*b){2})*,"positive example:[aababab, ab, abaabab, ababab, ababababab, abbab, b, babab],negative example:[abab,abababab]"
(a*ba*)(a*bba*)*,"positive example:[aabaabba, aba, abaaabba, abaabb, abaabba, abaabbaa, abaabbaabba, ababba, b, baabba],negative example:[aa, a, ab, abb, bba, baba, abab, bbb, aab, baaba]"
(ab),"positive example:[a, b, ab, aa, bb, ba, aab, abb, bba, baa], negative example:[c, d, ac, bd, abc, abd, aabb, abab, abba, abbb]"
a*ba*(a*ba*b)*,"positive example: [aabaabab, aba, abaaabab, abaabaab, abaabab, abaabababab, abaabb, ababab, b, baabab], negative example: [aa, a, abba, ababba, bbb, aabbaa, abababa, ababbaa, aab, baba]"
"(ba{2,})*","positive example:[, baa, baabaa],negative example:[ba]"
a*b(ba*b)*,"positive example:[aabbab, ab, abbaab, abbab, abbabbab, abbb, b, bbab],negative example:[aa, a, aba, baba, bbaba, baa, baab, abab]"
a*b(ba*b)*a*,"positive example: [aabbaba, aba, abbaaba, abbab, abbaba, abbabaa, abbabbaba, abbba, b, bbaba], negative example: [aa, ab, aab, baab, baba, bbaa, bbb, abab, abbb, aaaa]"
(aa|ab|bb|ab)(a*|b*)aaaa*,"positive example:[aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, aabaaaa, aabbaaaa, abaaa, abaaaaa, bbaaa, bbaaaaa],negative example:[a, b, aa, ab, bb, aab, aba, bba, aaaa, abab]"
(aa|ab|bb|ba)(a*|b*)(aaa)(a*),"positive example: [aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, aabaaaa, aabbaaaa, abaaa, abaaaaa, baaaa, baaaaaa, bbaaa, bbaaaaa], negative example: [a, b, aa, ab, bb, ba, aaa, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
a*|(baa)*,"positive example:[, a, aa, baa, baabaa], negative example:[b, ab, aba, aab, baaa]"
a*(b(aa)+)*,"positive example:[, a, aabaa, abaa, abaaaa, abaabaa, baa], negative example:[ab]"
a*b(a*|(bb)*),"positive example:[aaba, ab, aba, abaa, abbb, abbbbb, b, ba], negative example:[aa, aab, abb, bbb, baba, bb, bba]"
b(a*|(bb)*)|a*b(a*|(bb)*),"positive example: [aaba, ab, aba, abaa, abbb, abbbbb, b, ba, baa, bbb, bbbbb], negative example: [aa, aab, bb, bba, a, aaa, aabb, abab, baba, bbbb, bbbba]"
(a*|(bb)*|(bab)*)*b(a*|(bb)*|(bab)*)*,"positive example: [aaba, ab, aba, abaa, abbab, abbabbab, abbb, abbbbb, b, ba, babba, babbabba, bbba, bbbbba], negative example: []"
(baa)*a*,"positive example: [, a, baa, baaa, baaaa, baabaaa], negative example: [b, aa, abaa, baba, baaab, baabaa]"
(bb)*b,"positive example:[b, bbb, bbbbb], negative example:[bb, bbbb, bbbbbb]"
a*b(a|ba*b),"positive example: [aaba, aba, abbaab, abbab, abbb, ba, bbb], negative example: [a, aa, ab, baa, bab, bba]"
(a|b)(a|b)(aaa)a*,"positive example:[aaaaa, aaaaaa, aaaaaaa, abaaa, abaaaa, baaaa, baaaaa], negative example:[aa, aaa, aaaa, aba, abb, baa, bab, bba, bbb]"
(a|b)(a|b)a*b*(aaa)a*,"positive example: [aaaaa, aaaaaaa, aaaabaaaa, aaabaaa, aaabaaaa, aaabaaaaa, aaabbaaaa, aabaaaa, abaaa, ababaaaa, baaaa, baabaaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
a*b(a|abb|bab|bba)*,"positive example:[aaba, ab, aba, abaa, ababb, abbab, abbba, b, ba], negative example:[aa, aab, aabbb, abab, abba, baa, bb, bbb]"
a*b(a|abb|bab|bba|bb)*,"positive example: [aaba, ab, aba, abaa, ababb, abbab, abbb, abbba, b, ba], negative example: [aa, aab, aabab, aabba, abab, abba, baa, baaa, bb, bbab]"
(a*|(bb)*)*b(a*|(bb)*)*,"positive example: [aaba, ab, aba, abaa, abbb, abbbbb, b, ba, bbba, bbbbba], negative example: [aa, aab, aabbb, abb, bbb, bbbbb, bbbbbbb, baba, babab, bbabb]"
a*b(a*ba*b)*a,"positive example:[aabababa, aba, abaababa, ababaaba, ababa, abababababa, ababba, abbaba, ba, bababa],negative example:[aa, bb, aaa, bbb, abab, babaab, aabba, abababab, baaab, ababababab]"
ba*(a*ba*b)*a*,"positive example:[b, baa, baaababa, baabaaba, baabab, baababa, baababaa, baababababa, baabba, bababa],negative example:[a, ab, aba, aaab, baaaab, baababb, bababaa, bba, babaab, aabab]"
"[a]*|[a]*[b][a]{2,}","positive example:[, a, aa, aabaa, abaa, baa],negative example:[aba]"
[b]{1}([b]{2})*,"positive example:[b, bbb, bbbbb],negative example:[bb, bbbb, bbbbbb]"
a*|a*baa+|baa+,"positive example:[, a, aa, aabaa, abaa, abaaa, baa, baaa],negative example:[aba,ba]"
ab,"positive example: [ab, aab, abb, abab, abba], negative example: [a, b, aa, bb, ba]"
(aa|ab|ba|bb)aaa,"positive example: [aaaaa, abaaa, baaaa, bbaaa], negative example: [aaa, aaaaaa, aabaa, baaab, bbbbb]"
(aa|ab|ba|bb)(aaa)+,"positive example:[aaaaa, aaaaaaaa, abaaa, baaaa, bbaaa],negative example:[aa]"
(aa|ab|ba|bb)+(aaa)+,"positive example:[aaaaa, aaaaaaa, aaaaaaaa, abaaa, baaaa, bbaaa],negative example:[aa,aaa]"
a*(b(aa)+),"positive example:[aabaa, abaa, abaaaa, baa],negative example:[ab]"
a+b+a+b+aaa+a,"positive example:[aababaaaa, abaabaaaa, ababaaaa, ababaaaaa, ababbaaaa, abbabaaaa],negative example:[aabaaaa,abaaaaa,ababaaa,abbaaaa,babaaaa]"
(a|b)(a|b)aaaa*,"positive example: [aaaaa, aaaaaa, aaaaaaa, abaaa, abaaaa, baaaa, baaaaa], negative example: [aa, aaa, aaaa, aba, abaa, ba, baa, baaa]"
b+a+(b|a)*aaa,"positive example:[baaaa, baaaaa, baabaaa, babaaa, babbaaa, bbabaaa],negative example:[abaaa,bbaaa]"
(a|bb|bab)*b(a|bb|bab)*,"positive example: [aaba, ab, aba, abaa, abbab, abbb, b, ba, babba, bbba], negative example: [aa, aab, baa, baba, babb, bbb, bbbb, bbbba, bbbbb, bbbbba]"
(a)*(baa)*(a)*,"positive example: [, aa, aabaaa, abaa, abaaa, abaaaa, abaabaaa, baaa], negative example: [b, ba, aaba, aabbaa, ababaa, abaaba, baaabaa, bbaaa]"
(a)*(baa)*(a)*(baa),"positive example:[aabaa, aabaaabaa, abaaaabaa, abaaabaa, abaabaa, abaabaaabaa, baa, baaabaa],negative example:[aa, aaa, aba, ababa, baaa, baaba, baaaaa]"
(a)*(baa)*(a)*(baa)*,"positive example: [, aabaa, aabaaabaa, abaaa, abaaaabaa, abaaabaa, abaaabaabaa, abaabaa, abaabaaabaa, baaabaa],  
negative example: [b, aaab, baaaab, ababaa, aaba, bbaa, aabbaa, abab, baaaaabaa, aaabaa]"
(a)*(baa)*(a)*(baa)*(a)*,"positive example: [, aabaaa, aabaaabaaa, abaaaa, abaaaabaaa, abaaabaa, abaaabaaa, abaaabaaaa, abaaabaabaaa, abaabaaa, abaabaaabaaa, baaabaaa], negative example: [b, aaab, aababaaa, aba, ababaaa, ba, baaaabaaa, babaabaaa]"
(a)*(b)(bb)*(a)*,"positive example:[aabbba, aba, abbb, abbba, abbbaa, abbbbba, b, bbba],negative example:[aa, a, ab, ba, bbb, abab, aab, baa]"
(a)*(b)(a)*(bb)*(a)*,"positive example:[aababba, abaa, abaabba, ababb, ababba, ababbaa, ababbbba, abbba, b, babba],negative example:[aa, aaaa, aab, aaba, aabaa, aabab, aababb, aabba, ab, aba]"
(a)*(b|ba)(a)*(bb)*(a)*,"positive example:[aababba, abaa, abaabba, ababb, ababba, ababbaa, ababbbba, abbba, b, ba, babba],negative example:[aa, aaa, aaba, ab, abb, abab, ababa, abbaa, baa, baba, bbb]"
[ab][ab]aaaa*,"positive example:[abaaaa, baaaaa, bbaaa, bbaaaa, bbaaaaa],negative example:[a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
ba*(ba*ba*)*,"positive example:[b, ba, baababa, babaaba, babab, bababa, bababaa, bababababa, babba, bbaba],negative example:[a, ab, baaab, abab, bbaa, aabba, abba, baaa, aaab, babb]"
(aa|bb|ab|ba)aaa,"positive example:[aaaaa, abaaa, baaaa, bbaaa],negative example:[aaa, aaaaaa, aabaa, baaab, bbbaa]"
(aa|bb|ab|ba)aaa+,"positive example:[aaaaa, aaaaaa, abaaa, baaaa, bbaaa],negative example:[aaaa]"
(b(aa)+a*)*,"positive example:[, baa, baaa, baaaa, baaaaa, baaabaaa],negative example:[ba]"
(b(aa)+)*a*,"positive example:[, a, baa, baaa, baaaa, baaaaa, baabaaa],negative example:[ba]"
(a)*(b)(aa)(a)*,"positive example:[aabaaa, abaa, abaaa, abaaaa, baa, baaa], negative example:[a, b, aa, ab, aab, aaba, aabaa, baaaab]"
(a)*(bb)*(b)(a)*(bb)*(a)*,"positive example: [aabbbabba, ababba, abbbaa, abbbaabba, abbbabb, abbbabba, abbbabbaa, abbbabbbba, abbbbba, abbbbbabba, b, bbbabba], negative example: [aa, aba, abab, abba, abbb, abbbaba, abbbabab, abbbba, abbbbaba, ba, baba, bba]"
(ba+a+)*,"positive example:[, baa, baaa, baabaa],negative example:[ba]"
(a)*(baa+),"positive example:[aabaa, abaa, abaaa, baa],negative example:[aba]"
(a)*(baa)*,"positive example:[, a, aabaa, abaa, abaabaa, baa],negative example:[b, aaab, abab, aaba, baab]"
((a*)|(baa(a)*)),"positive example: [, a, aa, baa, baaa, baaaa], negative example: [b, ba, aba, aab, bb, baba]"
b(b{2})*,"positive example:[b, bbb, bbbbb],negative example:[bb, bbbb, bbbbbb]"
(a)*(b(bb)*),"positive example: [aabbb, ab, abbb, abbbbb, b, bbb], negative example: [aa, aabb, bb, bbbb, aba, abab]"
(a)(b)(a)*(b)*(aaa+),"positive example:[abaaa, abaaaa, abaabaaa, ababaaa, ababaaaa, ababbaaa, abbaaa],negative example:[ababaa]"
(b)(a|bb)*,"positive example:[b, ba, baa, bbb], negative example:[a, bb, bab, ab]"
(a)*(b)(a|bb)*,"positive example: [aaba, ab, aba, abaa, abbb, b, ba], negative example: [aa, aab, bb, baa, bab, bba]"
(a|bb)*(b)(a|bb)*,"positive example: [aaba, ab, aba, abaa, abbb, b, ba, bbba], negative example: [aa, aab, baa, bbb, abab, bbaba]"
"ab{2,}a{3,}","positive example:[abbaaa],negative example:[abaaa,abbaa]"
(a|bb|bab)*(b)(a|bb|bab)*,"positive example: [aaba, ab, aba, abaa, abbab, abbb, b, ba, babba, bbba], negative example: [aa, aab, baa, baba, bb, bbb, babaab, abab, abba, baaa]"
(a)*(bb)*(bab)*(b)(a)*(bb)*(bab)*,"positive example:[aabbbabbabbbab, ababbabbbab, abbbabbaabbbab, abbbabbabab, abbbabbabb, abbbabbabbabbbab, abbbabbabbbab, abbbabbabbbabbab, abbbabbabbbbbab, abbbabbbab, abbbabbbbbab, abbbbbabbabbbab, b, bbbabbabbbab],negative example:[aa, ab, aba, abab, abba, abbab, abbba, abbbba, abbbbba, ba, baa, bab, baba, babab, babb, babba, bbab, bbaba, bbb, bbba, bbbaa, bbbab, bbbba, bbbbb, bbbbba]"
a*(baa(a)*)a*,"positive example: [aabaaaa, abaaa, abaaaa, abaaaaa, baa, baaaa], negative example: [a, aa, ab, aba, abaa, baaaab]"
(b?aaa*)*,"positive example:[, aaa, baa, baaa, baaaa, baaabaaa],negative example:[bbaaa]"
((b?aaa*)*)|a*,"positive example:[, a, aa, aaa, baa, baaa, baaaa, baaabaaa],negative example:[bbaaa]"
aba{3},"positive example:[abaaa],negative example:[abaa,abaaaa]"
(baa+),"positive example:[baa, baaa],negative example:[ba]"
"(a*[b]?a{2,})*","positive example:[, aaa, aabaa, abaa, abaaabaa, baa], negative example:[aba, abbaa]"
(a)*b(a|ba*b),"positive example: [aaba, aba, abbaab, abbab, abbb, ba, bbb], negative example: [aa, ab, aab, baaa, bab, baba]"
a*(bb)*b,"positive example:[aabbb, ab, abbb, abbbbb, b, bbb], negative example:[aa, aabb, bb, bbbb, abab, a]"
a*(bb)*ba*,"positive example:[aabbba, aba, abbb, abbba, abbbaa, abbbbba, b, bbba],negative example:[aa, aab, abab, abbaa, bbb, baba, bbaba, bbbba]"
a*(baa)*,"positive example: [, a, aabaa, abaa, abaabaa, baa], negative example: [b, aaab, abab, aaba, baab]"
(baa+)*a*(baa)*,"positive example: [, abaa, baaa, baaaabaa, baaabaa, baaabaabaa, baabaa, baabaaabaa], negative example: [a, b, aa, aba, baba, baaab, baaaba, baaba]"
(aa|ab|ba|bb)aaa+,"positive example:[aaaaa, aaaaaa, abaaa, baaaa, bbaaa],negative example:[aaaa]"
(aa|ab|ba|bb)a*b*aaa+,"positive example:[aaaaa, aaaaaa, aaaabaaa, aaabaaa, aaabaaaa, aaabbaaa, aabaaa, abaaa, ababaaa, baaaa, baabaaa, bbaaa, bbabaaa],negative example:[aaabaa]"
(a|b)(a|b)a*b*a*b*aaa+,"positive example:[aaaaa, aaaabaaa, aaaababaaa, aaabaaaa, aaabaabaaa, aaababaaa, aaababaaaa, aaababbaaa, aaabbaaa, aaabbabaaa, aababaaa, abaaa, abababaaa, baaaa, baababaaa],negative example:[aaababaa]"
"a*b(a{2,})","positive example:[aabaa, abaa, baa],negative example:[aba]"
b(bb)*a*,"positive example: [b, ba, bbb, bbba, bbbaa, bbbbba], negative example: [a, bb, aba, baba, bbbab, aabbb]"
(bb)*a*b,"positive example: [ab, b, bbaab, bbab, bbb, bbbbab], negative example: [a, aa, ba, aba, bbaa, baba]"
b(bb|a),"positive example:[ba, bbb], negative example:[a, bb, b, baa, ab]"
a*b(a*|bb),"positive example: [aaba, ab, aba, abaa, abbb, b, ba, bbb], negative example: [aa, aab, bb, bba, bab, a, aabab]"
a*ba*(ba*ba*)*a,"positive example:[aabababaa, abaa, abaababaa, ababaabaa, ababa, abababaa, abababaaa, abababababaa, ababbaa, abbabaa, ba, bababaa],negative example:[a, b, aa, bb, aaa, bbb, ab, baab, baba, abab, aaba, bbaa]"
a*b(bb|a)*,"positive example:[aabbb, ab, aba, abbb, abbbbb, b, bbb],negative example:[aa, ba, aaa, baba, bba, abab]"
ba*(bb|a)*|a*b(bb|a)*,"positive example: [aabbb, ab, aba, abbb, abbbbb, b, ba, baa, baabb, babb, babbbb, bbb], negative example: []"
(a|(baa+))+,"positive example:[a, aa, baa, baaa],negative example:[,ba]"
(a*baaa*)*,"positive example:[, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, baaa], negative example:[a, aa, ab, aba, abba, baaab, baba]"
[ab]{2}a{3},"positive example:[abaaa, bbaaa],negative example:[baaa,bbaa,bbaaaa,bbbaaa]"
"ba{3,}","positive example:[baaa,baaaa,baaaaa],negative example:[baa,ba,bbaa]"
(a|b)(a|b)(aaa),"positive example:[aaaaa, abaaa, baaaa],negative example:[aaa, aaba, babb, aaab, bbaa]"
a+b(a*ba*b)*a*,"positive example:[aabababa, ab, aba, abaababa, ababaaba, ababab, abababa, abababaa, abababababa, ababba, abbaba],negative example:[bababa]"
[a]*([b]{1}a{2}),"positive example:[aabaa, abaa, baa],negative example:[aaa, aba, abaaa, abbaa]"
([a]*([b]{1}a{2})),"positive example:[aabaa, abaa, baa],negative example:[aaa, aba, abaaa, abbaa]"
b((a*)(bb))*,"positive example:[b, baabb, babb, babbabb, bbb], negative example:[a, bb, baa, abab, bba]"
(a)*b((a*)(bb))*,"positive example: [aababb, ab, abaabb, ababb, ababbabb, abbb, b, babb], negative example: [aa, a, ba, bba, baaa, abab, babba]"
(a)*b((a)|(bb))*,"positive example:[aaba, ab, aba, abaa, abbb, b, ba],negative example:[aa, aab, aabab, bb, bba, baba]"
a*(baa)+,"positive example:[aabaa, abaa, abaabaa, baa],negative example:[a]"
a+|(baa)+,"positive example:[a, aa, baa, baabaa],negative example:[b, ab, aba, baba]"
(baa)|a*,"positive example:[, a, aa, baa], negative example:[b, ab, aab, ba]"
a*b(aa)|a*,"positive example: [, a, aa, aabaa, abaa, baa], negative example: [b, aba, aaba, aabaaa, aab, aaaa]"
a+(baa)*|a+,"positive example:[a, aa, aabaa, abaa, abaabaa],negative example:[,baa]"
a+(baa)*|a*,"positive example:[, a, aa, aabaa, abaa, abaabaa],negative example:[baa]"
b+a+(aaa)|a+b+(aaa)|b+b+(aaa)|a+a+(aaa),"positive example:[aaaaa, aaaaaa, aabaaa, abaaa, abbaaa, baaaa, baaaaa, bbaaa, bbaaaa, bbbaaa],negative example:[aaaa,baaa]"
