Attempt Regex,ChatGPT Output
a*b+(a|b(a)*b)*,"positive example: [ ""a"", ""ab"", ""abb"", ""aab"", ""aabb"", ""ababb"", ""aabab"", ""bbb"", ""aaabab"", ""bbbbab"" ]  
negative example: [ ""b"", ""ba"", ""aa"", ""bba"", ""bab"", ""aba"", ""abba"", ""baaa"", ""bbab"", ""aaaa"" ]"
0*(0|1)*0*,"Positive example: [ ""0"", ""00"", ""10"", ""01"", ""110"", ""001"", ""100"", ""010"", ""000"", ""1110"" ]  
Negative example: [ ""1"", ""11"", ""101"", ""111"", ""0001"", ""0101"", ""1101"", ""1010"", ""0111"", ""1111"" ]  "
((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),"Positive example: [ ""aabb"", ""abab"", ""abba"", ""bbaa"", ""baba"", ""baab"", ""aabbaababab"", ""aabbaabbaab"", ""abbaab"", ""abbaabbab"", ""ababab"", ""bbaaab"", ""ab"", ""ababaababab"", ""abbaab"", """" ]  
Negative example: [ ""aabbc"", ""bcab"", ""a"", ""bbbaa"", ""abbab"", ""bab"", ""abc"", ""aaa"", ""aabbaa"", ""bbbb"", ""abababac"", ""aaaaab"", ""baaba"", ""aabbabbbb"", ""aabbbaabbaa"" ]  "
(a*|(bb*))*,"Positive example: ["""" , ""a"", ""aa"", ""b"", ""bb"", ""bbb"", ""ab"", ""abb"", ""aabb"", ""bbbb"", ""aaa"", ""abba""]
Negative example: [""ba"", ""bbaaa"", ""bab"", ""aabbb"", ""bbbba"", ""abaa""]"
(a|b)*a{2}aa*,"positive example:[aaaa, baaaa, aaabaaaa]
negative example:[aaa, baa, bbaa]"
(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"Positive example: [ ""aabb"", ""bbaa"", ""abab"", ""abba"", ""ababaabb"", ""bbaabbaa"", ""ababbaa"", ""aabbaabbaabb"" ]  
Negative example: [ ""aab"", ""bba"", ""aaabbb"", ""abb"", ""baab"", ""aabab"", ""bb"", ""aabbbaa"" ]"
((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"positive example: ['a', 'b', 'aaa', 'bbb', 'aba', 'bab', 'ab', 'ba', 'abab', 'baba', 'aaabbb', 'abba', '']
negative example: ['aaaab', 'bbbaa', 'abababx', 'aab', 'bbc', 'abbba', 'c', 'cb', 'abc', 'baaa']"
(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"Positive example: [`aa`, `bb`, `abab`, `aabb`, `aaaabbab`, `ababbb`, `aabbaa`, `abababab`, `abaab`, `bbbb`]

Negative example: [`aaaa`, `bbaa`, `abababababbbbb`, `abba`, `aaba`, `aabbabababababab`, `aaaaaabb`, `babab`, `baab`, `bbaaab`]"
(ab)*((a|b)(a|b))*,"Positive example: [ """", ""ab"", ""abba"", ""abab"", ""ababba"", ""abababab"", ""aba"", ""ababab"" ]  
Negative example: [ ""a"", ""b"", ""abb"", ""ba"", ""baba"", ""aab"", ""bbb"", ""bb"", ""aababb"" ]"
(a*(b+a*b+)*a*)*,"Sure! Here are some examples:

```
positive example: ["""", ""a"", ""aa"", ""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""aaaa"", ""aba"", ""bab"", ""abba"", ""aaba""]
negative example: [""bb"", ""abbb"", ""babba"", ""babab"", ""aaabbb"", ""aaaabb"", ""baab"", ""bbbabb"", ""abbab"", ""bbb""]
```"
(a|b)+(a|b)+(a|b)*aaa*,"positive example: [ ""aaaa"", ""bbaaaa"", ""ababaaa"", ""bbbba"", ""aaabaaa"" ],  
negative example: [ ""ba"", ""aabbaa"", ""babab"", ""aaba"", ""bbb"" ]  "
(a|b|baa+)*b,"positive example: [ ""b"", ""ab"", ""bb"", ""baab"", ""baaab"", ""abaab"", ""baabbb"" ]  
negative example: [ """", ""a"", ""ba"", ""bbaa"", ""baa"", ""abaa"", ""baaabb"" ]  "
(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,"
Positive example: ['aa', 'bb', 'ab', 'ba', 'aabb', 'abba', 'bbaa', 'ababab', 'babab', 'abaa', 'bbab', 'aaaa', 'bbbb']
Negative example: ['a', 'b', 'aaa', 'bbb', 'abababa', 'baabbb', 'aab', 'babaaa', 'abbaaaab', 'baaaa']"
(a|b)|(a|b)+(a|b)*aaa,"Positive example: [a, b, aaa, baaa, abaaa, babaaa, aaaa, baaabaaa, ababaaa, bbaaa]  
Negative example: [aaaaa, aa, bbb, aabaaa, bb, aaaab, aba, abb, bbbbb]"
[a]*[b]*,"positive example: ["""", ""a"", ""b"", ""aa"", ""bbb"", ""aab"", ""abb"", ""aaaa"", ""abbb""],  
negative example: [""abbaa"", ""ba"", ""abab"", ""baba"", ""abbba"", ""bbab"", ""abba""]"
((ab)|(ba))*|(a|b)((a|b)(a|b))*,"Positive example: ['ab', 'ba', 'abab', 'baba', 'a', 'b', 'aaa', 'bbb', 'ababba', 'aaaa']
Negative example: ['aa', 'bb', 'ababababa', 'bba', 'abb']"
(ab(a|b)*)*((a|b)(a|b))*,"Positive example: [""ab"", ""abab"", ""abaa"", ""ababab"", ""ababaa"", ""abababba"", ""abababbab"", ""ababababaa""]
Negative example: [""a"", ""b"", ""aba"", ""bab"", ""abbab"", ""babab"", ""aaaab"", ""abbaab""]"
[ab]|[ab]+a{3},"Positive example: [a, b, aa, bbbaaa, abaaa]  
Negative example: [aaa, ba, ababaaa, baaa, bbb]  "
((a|b)*b?)*,"Positive example: [`"""", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""aaa"", ""aab"", ""bba"", ""abab"", ""bb"", ""bbbb"", ""aabb"", ""abba""`]  
Negative example: [`""bbbba"", ""aabbab"", ""ababab"", ""cb"", ""abc"", ""babaa"", ""c"", ""ac""`]"
((a|b)+)aaa,"positive example: [aaaaa, bbaaa, abaaa]  
negative example: [aaa, baaa, aabaaa]"
(a*b*)*(baa)*(a*b*)b,"Positive example: [ ""b"", ""ab"", ""aabbaaab"", ""baaab"", ""babab"", ""aaabaaab"", ""baab"" ]  
Negative example: [ ""baa"", ""aaaab"", ""abab"", ""abbaa"", ""bab"", ""baba"", ""aabaa"" ]"
0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"Positive examples: ['0', '1', '000', '111', '', '1010', '0110', '001100', '1110110110', '0101', '1001', '0010110', '00011', '1100']
Negative examples: ['01', '10', '0001', '1110', '1101', '101', '0011', '011', '0100', '1000', '01101', '1101', '10101', '0001101']"
((a|b)+(aaa+)),"Positive example: [aaaaa, bbaaa, aaaaaa, abaaaa, bbbbbaaa]  
Negative example: [aaa, abba, bab, aba, aababaa]"
(a|a*)b,"Positive example: [ab, aab, aaab]  
Negative example: [b, aa, abb]"
(((a)|(b))+)+(aaa)+,"Positive examples: [ ""aaa"", ""aaaaaa"", ""baaaaa"", ""ababaaa"", ""bbaaabaaa"", ""ababbababaaa"" ]  
Negative examples: [ ""a"", ""b"", ""ab"", ""aa"", ""bbaaa"", ""ababab"" ]  "
(a|b)(a|b)+aaa(a|b)*,"Positive example: [""baaabaaa"", ""abaaaaa"", ""bbbaaabaaaa"", ""abaaabbaaaa"", ""baaaa"", ""aaaabaaaabaaa""]  
Negative example: [""a"", ""b"", ""aaaa"", ""babaab"", ""abababba"", ""bbabaaab""]"
(a|b)(a|b)*aaa,"Positive example: [aaa, abaaa, bbaaa, aaaa, baba, baaab]
Negative example: [aaab, bbbaaa, abba, baa, abab]"
(a*|(b*b)*)*,"Positive example: ["""", ""a"", ""aa"", ""bbb"", ""abab"", ""bbba"", ""aaaaabbbbb"", ""b"", ""bbbbbb""]
Negative example: [""abbbba"", ""baaa"", ""ababab"", ""bbbaaab"", ""aaaaabbababb"", ""babab"", ""ab""]"
(((a|b)a*(b|ba))+)?,"Positive example: ['ab', 'aaab', 'aabab', 'babab', 'abab', 'babaab', 'ababa']  
Negative example: ['a', 'ba', 'b', 'aaa', 'bb', 'aabb', 'baaa']"
(a|b)|(a|b)*(aaa)a*,"Positive example: [ ""a"", ""b"", ""aaa"", ""aaaa"", ""baaa"", ""abaa"", ""aabaa"", ""aaabaaa"", ""bbaaaa"" ]  
Negative example: [ ""c"", ""ab"", ""baab"", ""aaaaa"", ""bbaa"", ""abab"", ""abb"", ""aa"", ""bab"" ] "
[01]*,"positive example:[0,1,01,10,001],negative example:[2,12,abc,0012,1102]"
((a|b)a*ba)*((a|b)a*b)*,"Positive example: ['b', 'ba', 'aba', 'bab', 'abaa', 'abab', 'aaba', 'ababaa', 'babba', 'babab']
Negative example: ['bb', 'aa', 'bbb', 'a', 'abb', 'bba', 'babbb', 'baaa', 'aaa', 'abbab']"
(a|b)*aaa(a)*,"Positive example: [aaaa, baaa, bbaaa, aaa, aaaabb, bbaaabaaaaa]  
Negative example: [aab, bbbaa, aaab, aaaaab, bbbbb, abba]"
(a|b)+(a|b)*aaa*,"Positive example: [aaa, aaaa, baaa, abaaa, ababaaa, bbaaa, babaaa, abababaaa]  
Negative example: [aa, a, b, aba, bab, abba, abaa, bbb]"
[a]*[b],"positive example: [b, ab, aaab]
negative example: [a, aaa, aaaa]"
(ab|ba)*(aa|bb)*(ab|ba)*,"positive example: [abbbaa, baaabbab, abbaabab, bb, abababaa]  
negative example: [a, b, abababa, abaaabbaa, aaaabb]  "
(a*b),"positive example: [b, ab, aab, aaaab, aab, aaaaaab]  
negative example: [a, ba, bab, aaba, aa, bbaa] "
a*b*baa*b*(a*bb*)*,"Positive example: [`""baa""`, `""baab""`, `""abba""`, `""baaaabb""`, `""baaabbabbb""`]  
Negative example: [`""ab""`, `""bbb""`, `""aab""`, `""bababa""`, `""baaaaab""`]  "
((ab)*(ba)*)*(a|b)?,"Positive example: ["""", ""a"", ""b"", ""ab"", ""ba"", ""abab"", ""baba"", ""ababa"", ""ababba"", ""ababbaba""]  
Negative example: [""aa"", ""bb"", ""aba"", ""bab"", ""aab"", ""bba"", ""abba"", ""baab"", ""aababa"", ""babab""]"
((a|b)a*b+a*)*,"positive example: [ """", ""a"", ""b"", ""aa"", ""bba"", ""abba"", ""abbb"", ""baa"", ""bab"", ""babab"", ""aaabb"" ]  
negative example: [ ""bb"", ""aba"", ""abb"", ""bbb"", ""bbaa"", ""aaaab"", ""abab"", ""bbaab"", ""bbab"", ""aabba"" ]"
(0|1)*,"positive example: [0, 1, 01, 0011, 1100]
negative example: [2, 10a, 3, 10.0, 01b]"
[ab]*[b][aa][ab]*[b],"Positive example: [ ""bbaaab"", ""babaaab"", ""bbbbabaaabb"" ]  
Negative example: [ ""baa"", ""aabbb"", ""aaaabbb"" ]"
"(a|b)(a|b)(a|b)*(a{3,})*","Positive example: [ ""aaa"", ""bbaa"", ""ababaaa"", ""aaaaa"", ""baaabaa"", ""bbb"", ""bbbaaaaa"" ]  
Negative example: [ ""aa"", ""b"", ""bbbbb"", ""abab"", ""aaaaaaaab"", ""baaaaab"", ""abba"" ]  "
"(a|b|aa|bb|ab|ba)*a{3,}","Positive example: [ ""aaa"", ""baaaa"", ""ababaaa"", ""bbaaaa"", ""aaaaabaaa"" ]  
Negative example: [ ""baab"", ""ababaa"", ""bbba"", ""abba"", ""aab"" ]"
((0|1)*),"Positive example: [ ""0"", ""1"", ""01"", ""10"", ""0011"", ""1100"", ""111"", ""000"", """" ]  
Negative example: [ ""2"", ""12"", ""01a"", ""0 1"", ""1,0"", ""01#"", ""0@1"" ]"
(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,"Positive example: [ """", ""0"", ""00"", ""1"", ""11"", ""101"", ""010"", ""110"", ""0110"", ""1001"", ""110011"", ""10101"", ""01010"", ""001"", ""111000"", ""1010101"" ]  
Negative example: [ ""102"", ""01a"", ""1112"", ""00110b"", ""1011c01"", ""11100102"", ""xyz"", ""123"", ""0a1"", ""1b0"", ""10cat0"", ""0dog1"" ]"
(ab|ba)*(aabb+bbaa+ab+ba)*,"positive example: [ab, ba, abab, baba, abba, baab, abaabb, babbaa]  
negative example: [a, b, aaaa, ababab, babbab, abb]"
(a*(b))*,"Positive examples: `["""", ""b"", ""ab"", ""aab"", ""aaab"", ""abab"", ""babab"", ""aabab"", ""abbbbb"", ""aaaabaaaaab""]`  
Negative examples: `[""a"", ""bb"", ""ba"", ""abba"", ""aabba"", ""baab"", ""aaa"", ""bbb"", ""abbbba"", ""baa""]`"
(a)+(b)*,"positive example: [a, aa, aaa, ab, aab, aaab, abb, aabb, aaaabb, abbb]  
negative example: [b, bb, ba, aba, aabbaa, bab, bbb, aabba, abbba]  "
((01+0)|(10+1)|(0*10*)|(1*01*))*,"Positive example: ['010', '10001', '0110', '1100', '0', '1', '010101', '10101', '001100', '1010010']  
Negative example: ['011', '1101', '001', '111', '00011', '1011001', '100', '01101', '10010', '010110']  "
(0*10*)*,"positive example: ["""" , ""0"", ""1"", ""010"", ""0010"", ""0101"", ""1010"", ""1001"", ""00100""]

negative example: [""11"", ""000"", ""110"", ""101"", ""011"", ""111"", ""1000"", ""0110"", ""00101""]"
1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"Positive example: [ ""1"", ""0"", ""10"", ""110"", ""1110"", ""1011"", ""1001"", ""000"", ""0001"", ""111"", ""11101"", ""010"" ]  
Negative example: [ ""11"", ""0000"", ""01"", ""001"", ""1010"", ""00"", ""0111"", ""1000"", ""0101"", ""1 1"", ""0010"" ]  "
(a*b*)+a+a+a,"Positive example: [aaa, aaab, aaaa, abaa, aababaaa]  
Negative example: [abba, aa, aabbb, ab, b]"
(a|b)*aaa,"Positive example: [aaa, baaabaaa, aaaaaa]  
Negative example: [aab, bbbab, baaab]  "
a*|((a|b)*bb(a*b*)),"```plaintext
positive example: ["""", ""a"", ""aa"", ""bba"", ""bbaa"", ""bb"", ""abbb"", ""abb"", ""abbba"", ""bbbbaa""]
negative example: [""b"", ""ab"", ""ba"", ""babab"", ""ababb"", ""bbbab"", ""bbb"", ""abab"", ""aab"", ""aabbba""]
```"
(0*1+)*(1*0+)*,"Positive example: [""1"", ""0001"", ""110"", ""01"", ""10001"", ""1100"", ""111000"", ""0011000"", ""0"", ""10"", ""0010""]  
Negative example: [""11"", ""00"", ""101"", ""000111"", ""00101"", ""1111"", ""0000"", ""1010"", ""011"", ""1101"", ""00011""]  "
1*(0|1)*1*|0*(0|1)*0*,"Positive example: [101, 111, 000, 1001, 1100, 1, 0, 10, 0110]  
Negative example: [010, 0011, 11001, 00010, 01001, 01111, 00100, 10110, 0001]"
(a*(bb)*b*a*)*,"Positive example: [ """", ""a"", ""b"", ""bb"", ""abb"", ""bbba"", ""aabbb"", ""abba"", ""abbbabb"", ""bbbb"", ""aaabbbaaa"" ]

Negative example: [ ""ba"", ""bab"", ""aaababb"", ""bbbba"", ""abab"", ""bbaa"", ""abbab"", ""aabbabb"", ""babb"", ""baaa"" ]"
0*(0*1*)*0*,"Positive example: ["""" ,""0"", ""1"", ""00"", ""01"", ""001"", ""000"", ""011"", ""010"", ""0000"", ""0011"", ""0110"", ""0101"", ""00011"", ""00110"", ""01111"", ""01000""]  
Negative example: [""111"", ""101"", ""1001"", ""110"", ""1010"", ""1111"", ""1100"", ""100"", ""10101"", ""11110"", ""10011""]"
(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,"Positive example: [ """", ""1"", ""0"", ""11"", ""100"", ""101"", ""111"", ""001"", ""1111"", ""000"", ""1010101"" ]  
Negative example: [ ""10"", ""01"", ""110"", ""0001"", ""1110"", ""0101"", ""10100"", ""0000"", ""1101"", ""00010"" ]"
(((a|b)a*b)|((a|b)a*ba))*,"Positive examples: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""aba"", ""baba"", ""aab"", ""baab"", ""abab"", ""aabaa"", ""bababa"" ]

Negative examples: [ ""bb"", ""aaa"", ""bbaa"", ""abb"", ""aabb"", ""bbab"", ""babbb"", ""ababaa"", ""baaba"" ]"
((aa|bb|ab|ba)?)*,"positive example: ["""", ""aa"", ""bb"", ""ab"", ""ba"", ""aabb"", ""abab"", ""bbaa"", ""abba"", ""aaab"", ""bbaaab""],  
negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababbb"", ""baaa"", ""aabba""]  "
a*b,"positive example: [""b"", ""ab"", ""aab"", ""aaab"", ""aaaaab""]  
negative example: [""a"", ""ba"", ""aa"", ""bb"", ""aabb""]"
a*b(ba*b+|a*)*,"**Positive example:** [b, ab, abb, abab, ababab, aaaab, bb, bab, aababa, aaaaaaa]  
**Negative example:** [a, ba, abbbab, aabbb, bbaa, aaa, abba, bbab] "
(a|b)*|(a|bab)*(b|aba)*,"**Positive examples:**  
`["""", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aba"", ""bab"", ""aaa"", ""babab"", ""abbab"", ""abababa"", ""bababa"", ""abababab""]`

**Negative examples:**  
`[""aaaab"", ""abba"", ""baaab"", ""babbb"", ""ababbbb"", ""aabba"", ""bababbb"", ""ababaaba""]`"
1*|0*|1+(0+1+)*|0+(1+0+)*,"positive example:[1, 0, 11, 00, 111, 000, 1101, 0110, 10101, 01010]  
negative example:[10, 01, 11100, 00011, 10110, 01001, 11101, 00010]  "
(a|b)(a|b)*aaa+,"Positive example: [aaa, baaaa, abaaaa, bbaaa, aabaa, bbbaaaa]  
Negative example: [a, aa, abab, aba, bba, aabbaa]"
(a|b)(a|b)*aaa*,"Positive example: [ ""aaa"", ""baaaa"", ""abaaa"", ""ababaaa"", ""aa"", ""aabaaa"", ""bbaaa"", ""bababaaa"" ]  
Negative example: [ ""bbb"", ""abbb"", ""baaab"", ""aabb"", ""bbabaa"", ""abba"", ""a"", ""bbbaa"" ]"
((a|(bb))*b[a]*)*,"positive example: [b, ab, bbb, bba, abb, bbbbb, bbaa, abbba, bbbaa, bbaaa]  
negative example: [aa, ba, baa, bbbbbb, bab, aaab, bbab]"
(a|b)*(ab|ba|aa|ab)*,"positive example: [ ""a"", ""b"", ""aa"", ""ab"", ""bb"", ""ba"", ""aab"", ""bbaab"", ""ababaa"", ""baab"", ""aaaab"", ""abba"" ]  
negative example: [ ""abc"", ""abaa"", ""babab"", ""baaaa"", ""bbaaa"", ""aaaabb"", ""bbbb"", ""abbaa"", ""baaaaa"" ]"
0|(0|1)*|0,"positive example: [ ""0"", ""00"", ""01"", ""000"", ""011"", ""0010"" ], negative example: [ ""1"", ""10"", ""111"", ""100"", ""101"", ""1101"" ]"
(ab|ba)*(aa|bb)?,"positive example: [ab, ba, abab, baba, abba, baaa, ababab, bababb, abababaa, babaabab, ababaa, bababbba]  
negative example: [aa, bb, aab, abb, baa, bba, abaa, babb, bbbb, aaab, ababb, bababa]  "
(a*)b+((a*)|(b(a*)b))+(a*),"positive example: [""bbaa"", ""baaabbb"", ""baabbaa"", ""bbaabbaaaa"", ""bbbabba""]

negative example: [""a"", ""bbbb"", ""abab"", ""bbaaab"", ""bbbaba""]"
a*(b(a*ba*b)*)*a*,"Positive example: [`""""`, `""a""`, `""aa""`, `""b""`, `""abab""`, `""aaaabaaa""`, `""abaaabbaa""`, `""ba""`, `""bab""`, `""baaab""`]  
Negative example: [`""bb""`, `""abbb""`, `""baaaab""`, `""babb""`, `""ababa""`, `""abba""`, `""aabab""`, `""bbbab""`, `""abaabb""`]"
0*(1+0+)*|1*(0+1+)*,"positive example: [ ""0"", ""1"", ""10"", ""01"", ""000111000"", ""111000"", ""000"", ""111"", ""01010"", ""10101"", ""000111000111"" ]  
negative example: [ ""10001"", ""01110"", ""000220"", ""abc"", ""1100"", ""0010"", ""1111"", ""0000"", ""10110"", ""01101"", ""1110001"" ]"
(1+|0+)*,"positive examples: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""010101"", ""001100"", ""111000"" ]
negative examples: [ ""0102"", ""1101a"", ""01 01"", ""abc"", ""1100b1"", ""0011\0"", ""1 0"" ]"
(a+|b*a*)+,"Positive example: [ ""a"", ""aa"", ""aaa"", ""ba"", ""bba"", ""abba"", ""aaaa"", ""b"", ""bbbaaa"", ""abaaa"" ]  
Negative example: [ """", ""bbb"", ""bbbbaa"", ""c"", ""abc"", ""bcb"", ""abab"" ]"
(aa|ab|ba|bb)*,"positive example: [aa, ab, ba, bb, aaab, baba, bbaa, ababbb, baab, bbbb]  
negative example: [aaa, abba, aab, aba, bab, bba, aaaa, bbaaa]"
(a|(ba*b))*b+a*,"positive example: [ ""b"", ""ba"", ""baaaa"", ""bab"", ""babab"", ""babaa"", ""baab"", ""bbb"", ""baabb"", ""ba"", ""bbaaaaa"" ]  
negative example: [ ""a"", ""aa"", ""aaa"", ""ab"", ""babba"", ""bb"", ""bababba"", ""baaba"", ""abbb"", ""baaaaab"" ]  "
a*b+(bb*|a*)*,"Positive example: [""abb"", ""aabbbb"", ""aa"", ""bbba"", ""aaaabb""]
Negative example: [""ba"", ""bbbba"", ""bab"", ""bbaa"", ""ababaab""]"
(a*|b*)*(a)(a)(a)(a*),"positive example: [ ""aaaa"", ""aaaaaaaa"", ""baaaa"", ""bbbbbaaaa"", ""bbbbbaaaaaa"", ""aaaaaaa"" ]  
negative example: [ ""aaaaa"", ""bbbaaaaa"", ""aaab"", ""aaaaab"", ""abab"", ""bbbba"" ]  "
((b(b*))|a)*,"Positive example: [a, b, ab, baa, bb, bbb, ababbb, bba, aa, abbbba]  
Negative example: [c, abc, bac, bbbac, aabb, bbbbaaabb, bbaac, bab]"
(a|b)*a*b,"Positive example: [ ""ab"", ""aab"", ""bab"", ""aaab"", ""babab"", ""aabab"" ]  
Negative example: [ ""aa"", ""bb"", ""ba"", ""baa"", ""a"", ""b"" ]"
((a|b)a*ba*)*,"positive example: [ """", ""ab"", ""b"", ""aba"", ""bab"", ""aab"", ""aaabbaa"", ""abab"", ""baaba"", ""babab"" ]  
negative example: [ ""aaa"", ""bb"", ""aa"", ""aaba"", ""bbb"", ""babaa"", ""abba"", ""ba"", ""abaabb"", ""bba"" ]  "
((bb*)*a*)*,"Positive example: ["""" , ""a"", ""aa"", ""b"", ""bb"", ""bbb"", ""ba"", ""bba"", ""bbba"", ""abb"", ""babb"", ""bbabb"", ""bbbba"", ""bbabba"", ""bbaabbbb""]
  
Negative example: [""aaa"", ""bbbbaaabb"", ""bbbabab"", ""abab"", ""abaab"", ""bbaabbbabbab""]"
(a|b)(a|b)(a|b)*(aaa)*,"positive example: [aaa, baaaa, babaaa, aaaa, abaaaaa, baabaaa]  
negative example: [aa, b, ababab, baa, abba, bbb]"
a+b*a*|b*a*,"positive example:[a, aa, bb, ab, aaab, abaa, ba, bba, baa, aaa]
negative example:[bbaa, aab, bab, aabbaa, aba]"
(a|b(bb)*)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""bb"", ""abb"", ""abbbb"", ""bbbb"", ""bbbba"", ""abbbbab"" ]  
Negative example: [ ""ba"", ""aa"", ""bab"", ""bba"", ""bbbbbbabb"", ""babab"", ""abbabb"", ""bbab"", ""aab"" ]"
(a*ba*b*)*,"Positive examples: [`""""`, `""a""`, `""b""`, `""ab""`, `""aba""`, `""bab""`, `""aab""`, `""abb""`, `""aaabbb""`, `""baab""`]  
Negative examples: [`""bb""`, `""aabbaa""`, `""baa""`, `""abbba""`, `""baba""`, `""abab""`, `""baaa""`, `""aaabbab""`, `""babab""`]"
(ab|ba)*(aa|bb)*,"Positive example: ["""" ,""ab"", ""ba"", ""abba"", ""baba"", ""aabb"", ""bbaa"", ""ababaa"", ""baabba"", ""ababbb""]
Negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababab"", ""baabab"", ""aabaa"", ""bbabb"", ""aaabab"", ""abbbba""]"
(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"positive example: [000, 100, 010, 001, 110, 011, 101, 111, 11, 00, 10, 01]  
negative example: [0000, 1110, 1010, 0101, 0011, 1011, 00000, 1001, 1111, 0100, 1100, 0010]  "
(b(b*)|a)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aab"", ""bbaa"", ""bbbb"", ""aba"", ""bab"" ]  
Negative example: [ ""aaa"", ""ba"", ""aabb"", ""bba"", ""abba"", ""abb"", ""babab"", ""bbbbba"" ]"
(a*|(b*bb*)*)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""bbb"", ""abab"", ""bba"", ""aaaa"", ""bbbbbb"", ""bababab"" ]  
Negative example: [ ""ba"", ""babababbbba"", ""baaa"", ""ababba"", ""aaaaab"", ""bbabbabbba"", ""bbabb"", ""bbaa"" ]"
(1*0*1*)*(0*1*0*)*,"positive example: [ ""1"", ""0"", ""101"", ""010"", ""110"", ""00110"", ""111000111"", ""001001"", ""000111000111"" ]  
negative example: [ ""0110"", ""1001"", ""1101"", ""1010"", ""0101"", ""1110001"", ""00011000"", ""101001010"" ]  "
(1*0*1*)+(0*1*0*),"positive example: [ ""1"", ""0"", ""101"", ""010"", ""1101"", ""0010"", ""111110011"", ""001100"", ""101010"" ]  
negative example: [ ""00"", ""11"", ""000"", ""111"", ""10001"", ""01010101"", ""000111"", ""1100011"" ]  "
(a)*(b|aa|a*)*,"Positive examples: [`""aabb""`, `""aa""`, `""aaaa""`, `""b""`, `""aaaaabaaa""`, `""""`, `""aaaaaa""`, `""ababaa""`]  
Negative examples: [`""ba""`, `""abbb""`, `""bb""`, `""aab""`, `""bbb""`, `""bba""`, `""abbaa""`, `""aaabbb""`]"
(a|b)*,"Positive example: [a, b, aa, bb, ab, ba, aaa, bbb, abab, baba, aab, bba, aba, bab, """"]
Negative example: [c, ac, bc, abc, cab, aac, bcc, acc, cca, cba, cbb, bac, cb]"
((a|b)(a|b))*,"positive example: [ """", ""aa"", ""bb"", ""abab"", ""baba"", ""aabb"", ""bbaa"" ]  
negative example: [ ""a"", ""b"", ""aaa"", ""bbb"", ""ab"", ""ba"", ""aab"", ""abb"" ]"
[ab]*[a][b][ab]*,"Positive example: [ab, ababab, aab]
Negative example: [aa, bbb, baa]"
(a|b|bb)+,"positive example: [ ""a"", ""b"", ""bb"", ""ab"", ""ba"", ""bba"", ""aab"", ""bbb"", ""babab"", ""bbab"", ""aabb"" ]  
negative example: [ ""aaa"", ""bbbba"", ""abb"", ""bababba"", ""bbbb"", ""abbab"", ""bbba"", ""bbaa"" ]"
(0|1)*(0|1)*(0|1)*,"Positive example: [ ""0"", ""1"", ""01"", ""001"", ""111"", ""000111"", ""10101"" ]  
Negative example: [ """", ""2"", ""0112"", ""01a"", ""0 1"", ""01_"", ""10.01"" ]  "
a(a|b)+a(a|b)*,"positive example: [aaa, aaba, ababaa, abbbaa, aabaaa]  
negative example: [aa, ab, abb, aabaa, baa]"
(bab)*(a|b)*(bab)*,"Positive example: [ ""bab"", ""baba"", ""babbab"", ""babab"", ""bababab"", ""bababbab"", ""a"", ""b"", ""bababa"" ]  
Negative example: [ ""ba"", ""bb"", ""babbbb"", ""abbab"", ""baa"", ""bababaa"", ""ababab"", ""babaa"" ]"
(((b*bb*)|a)?)*,"positive example: ["""", ""a"", ""b"", ""bb"", ""ab"", ""ba"", ""abba"", ""bbba""]
negative example: [""aab"", ""bbbba"", ""bab"", ""bbbbbbbac""]"
(a)*((b|aa)*a*)*,"Positive example: ["""", ""a"", ""aa"", ""b"", ""ab"", ""aab"", ""aaa"", ""abab"", ""aabb"", ""aaaabab"", ""bbaaa"", ""baa"", ""aaaaaaa""]

Negative example: [""ba"", ""babab"", ""bbaa"", ""aaaabbb"", ""ababaa"", ""bb"", ""bba"", ""aabaa"", ""aabbb"", ""bbbb""]"
a+b+,"Positive example: [`ab`, `aab`, `abb`, `aaabbb`, `aabb`]  
Negative example: [`a`, `b`, `aa`, `bb`, `aabba`]"
