Attempt Regex,ChatGPT Output
(a+(bb))*a*(bb*)(a+(bb))*,"Positive example: ['abb', 'abba', 'bbbaa', 'aabb', 'aabbaa', 'abbb', 'bbbbaa', 'aaa']

Negative example: ['b', 'aaaaa', 'bbbb', 'ab', 'aab', 'bba', 'ba', 'bbab']"
b*a*(b?)*a*b*,"Positive example: [""a"", ""b"", ""ba"", ""ab"", ""baa"", ""bb"", ""bab"", ""aab"", ""bba"", ""abab"", ""aabb""]

Negative example: [""aaabb"", ""bbba"", ""aaaab"", ""abbba"", ""baaab"", ""bbbb"", ""aaaa"", ""baaa"", ""babbab"", ""abbaa""]"
(ba*(bb)*)*,"positive example: ["""", ""b"", ""ba"", ""babb"", ""baabb"", ""baa"", ""bbaabb"", ""babbbb""]

negative example: [""a"", ""bbba"", ""ab"", ""bbaba"", ""abba"", ""baba"", ""aaa"", ""bbbbba""]"
0*1(0*10*11)*,"positive example: [ ""1"", ""010"", ""011"", ""1011"", ""110"", ""1001011"", ""001011"" ]

negative example: [ """", ""0"", ""00"", ""10"", ""1100"", ""111"", ""101010"" ]"
(a|b)*aab+(a|b)*b,"Positive examples: ['aabab', 'baaabb', 'aaaabbb', 'baabab', 'aababbb']

Negative examples: ['aab', 'abab', 'baaa', 'ababba', 'bbabaa']"
0*0|1*0*,"Positive example: ['0', '10', '0000', '110', '100000', '1110']

Negative example: ['1', '11', '111', '101', '1001', '1111']"
a(b)*,"Positive example: [a, ab, abb, abbb]  
Negative example: [b, ba, aab, bb]"
(a|b)*b*b(a|b)*|(a|b)*bb*(a|b)*,"Positive examples: ['abb', 'bba', 'aba', 'bbb', 'baab', 'bab', 'aab']

Negative examples: ['aa', 'aaa', 'aabb', 'b', 'abaa', 'ba', 'abbba']"
(a*b*)*(baa)+(a*b*)b*,"Positive example: ['baab', 'aaabbaaab', 'baa', 'baaaabb', 'baaaabaaab']
Negative example: ['aabbb', 'abaa', 'bbbaa', 'ab', 'aab']"
1*0*,"positive example: ['1', '0', '10', '100', '111110000', '111', '000', '111000'], negative example: ['01', '101', '0001', '001', '11101', '1101', '10a', 'a']"
(a*b(b+)*a*)*,"Positive examples: ["""" , ""abba"" , ""aa"" , ""ababba"" , ""bb"" , ""abbbba""]

Negative examples: [""bba"" , ""abbab"" , ""ba"" , ""aabbb"" , ""bbaa"" , ""aaab""]"
(a)*(b(bb)*)+,"Positive example: [ ""ab"", ""abb"", ""abbb"", ""aaaab"", ""aabbb"", ""abbbbb"", ""aabb"" ]

Negative example: [ ""a"", ""b"", ""aaa"", ""bbbb"", ""abba"", ""aba"", ""aaabbb"" ]"
(a*(b)((a)*bb)*(a)*(a*(b))*),"Positive example: ['ab', 'abb', 'aab', 'aabba', 'aaabb', 'aaabbba']

Negative example: ['aaba', 'abbb', 'aba', 'bb', 'aabb', 'ba']"
a|b*b(aa*),"Positive example: [ ""a"", ""baa"", ""bba"", ""bbaa"", ""bbbaaa"" ]  
Negative example: [ ""b"", ""bab"", ""bbb"", ""ba"", ""abaaa"" ]"
a(ab)*,"Positive example: [ ""a"", ""aab"", ""aabab"", ""aababab"", ""aababaabab"" ]  
Negative example: [ """", ""b"", ""ab"", ""aa"", ""aba"", ""aabba"" ]"
(a*b*)*baa(a*b*)b*,"Positive example: [baa, abaabaa, aabaaaaab, aababbaa, aaabbaab, baaabba]

Negative example: [ba, aaaaa, abbab, abaaa, baab, bbaaaa]"
"[a-b](b)?a{2,}","positive example:[abaa, abaaa, aaa, baaa, abaaa, abaaaa]  
negative example:[a, b, aba, ab, baa, abaaab]"
(0|1)(0|1)+(0|1),"positive example: [ ""000"", ""101"", ""1110"", ""0101"", ""110"" ]  
negative example: [ ""0"", ""1"", ""00"", ""11111"", ""01110"" ]"
(a|b)*b*aa+,"Positive example: [ ""aa"", ""aaa"", ""baa"", ""bbaa"", ""ababaa"", ""aabaa"", ""bbabaa"" ]

Negative example: [ ""a"", ""b"", ""ab"", ""ba"", ""aab"", ""bb"", ""abb"" ]"
(a)*(b)*(a)*(a),"positive example: [aaaa, abaa, baa, aabaaa]

negative example: [b, a, baba, abba, aaab, aabb, bbaa]"
(a*baaa)*,"Positive example: ['baaa', 'abaaa', 'aabaaa', 'aabaaabaaa', 'aaaabaaabaaabaaa']

Negative example: ['baa', 'aba', 'aaaba', 'ababaa', 'baaaa']"
1+(11*)+0,"positive example: [110, 1110, 11110, 111110, 111110, 1111111110]  
negative example: [10, 111, 0110, 11101, 1111111, 1010]"
a*(b|bbb)*,"positive example: [ """", ""a"", ""b"", ""bb"", ""bbb"", ""ab"", ""abb"", ""abbb"", ""aab"", ""aabb"" ]

negative example: [ ""ba"", ""baab"", ""bbbb"", ""aabba"", ""ababa"", ""abab"", ""bbaaa"", ""baa"", ""babb"" ]"
(a+b)*b*bb*(a+b)*,"Positive examples: ['abbbb', 'bbbb', 'bab', 'baabbbb', 'aaabbb']

Negative examples: ['aaa', 'bbaa', 'ab', 'bbbba', 'ababaa']"
b*|a*,"Positive example: ["""" , ""b"", ""bb"", ""aaa"", ""a"", ""aaaaa""]

Negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abab""]"
b*a+,"Positive examples: [""a"", ""ba"", ""bba"", ""bbaa"", ""baaa""]
Negative examples: [""b"", ""bb"", ""bab"", ""bbab"", ""abaa""]"
(a|b)(ba|bb)*,"positive example: [ab, abba, abbb, abbabb, abababba, b, bba, bbbabba]  
negative example: [a, bbb, baa, bab, aaaa, bbbb]"
0*10*01*,"Positive example: [101, 1001, 10001, 11001, 1011, 100011]

Negative example: [100, 111, 001, 010, 0110, 0000]"
a*(aaaa*)*,"Positive examples: [ """", ""a"", ""aaaa"", ""aaaaa"", ""aaaaaaaa"", ""aaaaaaaaaa"", ""aaaaaaaaaaaa"" ]

Negative examples: [ ""aa"", ""aaa"", ""aaaaaa"", ""aaaaaaa"", ""aaaaaaaaa"", ""aaaaaaaaaaa"" ]"
(a*ab*ab*)*,"Positive example: ["""", ""a"", ""aa"", ""ab"", ""aab"", ""abb"", ""aabab"", ""abab"", ""aaabab""]

Negative example: [""b"", ""ba"", ""aba"", ""bba"", ""bb"", ""aabb"", ""ababaa"", ""babab""]"
a*b(bb)*a*(b(bb)*)*a*,"Positive example: [ ""a"", ""b"", ""abb"", ""bba"", ""bb"", ""abbb"", ""aab"", ""bbbaa"", ""aaabb"", ""abbbbaa"" ]

Negative example: [ ""bab"", ""babab"", ""bbb"", ""abab"", ""babba"", ""baabb"", ""bbab"", ""ababbb"", ""aabba"" ]"
((?:)(a+)+)|((b+))+((a*)+),"Positive example: ['aa', 'b', 'aaa', 'bbba', 'aaaaaaa', 'baaaa']

Negative example: ['ab', 'bbaab', 'c', 'abba', 'bbbba', 'abab', 'bac']"
(a|(ba*b)*b(a|(ba*b))*),"Positive example: ['a', 'baba', 'babab', 'b', 'babaa', 'babba', 'babaabab', 'babbbabab']

Negative example: ['aa', 'bba', 'ab', 'baabab', 'bbb', 'abababa', 'ba', 'bbbab']"
(b)*,"positive example: ["""", ""b"", ""bb"", ""bbb"", ""bbbb""]

negative example: [""a"", ""ba"", ""abb"", ""bab""]"
b*a*b*a*b*,"Positive example: ['babab', 'aa', 'bbaabb', 'bbb', 'aba']

Negative example: ['baaa', 'aabbb', 'ababaa', 'bbab', 'ba']"
a*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""aaaa""], negative example: [""b"", ""ab"", ""ba"", ""aab"", ""bba""]"
(a+b)*|(bb)*,"positive example: [ab, aba, bb, bba, ababab, bbbb]  
negative example: [baa, aa, baab, abbab, abbb, b]"
"[a-b]b?a{2,}","positive example: [aa, aaa, baaa, aba, ababaa]  
negative example: [a, b, ab, abaa, baa]"
0*|1*|(1+0+1+0*)*|(0+1+0+1*)*,"Positive example: ['0', '1', '01', '10', '1100', '0011', '1110', '0001', '1010', '0101']
Negative example: ['11', '00', '1001', '0110', '110101', '010010', '10101', '001100', '111', '000']"
(((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"Positive example: ['ab', 'abaab', '', 'ababaaab', 'abaaababbab']
Negative example: ['a', 'aa', 'b', 'ba', 'aaa', 'bbbb', 'babab', 'aaab']"
(a*((bb*)+(bbb)*)a*)*,"positive example: ['a', 'aa', 'abba', 'abbbbbba', 'ababba', 'abbba', 'abbbba']

negative example: ['b', 'ab', 'ba', 'abb', 'bb', 'bbb', 'bba']"
(ab|ba)*(aaa)*,"positive example: [ """", ""ab"", ""ba"", ""abab"", ""baab"", ""abaaa"", ""baaa"", ""ababaaa"", ""baabaaa"", ""aaaaaaaa"" ]

negative example: [ ""a"", ""b"", ""aba"", ""aa"", ""abba"", ""ababa"", ""aaaab"", ""babab"", ""baa"", ""aaaa"" ]"
a|b*aaa,"positive example: [‚Äòaaa‚Ä? ‚Äòbaaa‚Ä? ‚Äòbbbaaa‚Ä? ‚Äòbbaa‚Ä? ‚Äòba‚Äô]  
negative example: [‚Äòaa‚Ä? ‚Äòbaa‚Ä? ‚Äòb‚Ä? ‚Äòbaba‚Ä? ‚Äòabaa‚Äô]"
((a+)|(b*))*a,"positive example: [ ""a"", ""aa"", ""bba"", ""bbba"", ""abba"", ""ababba"" ]

negative example: [ ""b"", ""bb"", ""ab"", ""abb"", ""bbb"", ""bbbb"" ]"
(a*|b+),"positive example: [ """", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"" ], negative example: [ ""ab"", ""ba"", ""aab"", ""abb"", ""bab"", ""abab"" ]"
(ab+ba+aa+bb)*,"Positive examples: [ ""ab"", ""ba"", ""aa"", ""bb"", ""abba"", ""baab"", ""aabb"", ""bbaa"", """" ]

Negative examples: [ ""aba"", ""bab"", ""aab"", ""abb"", ""bba"" ]"
((a*)(b*)baa(a*)(b*))*b,"Positive example: [""""b"""", """"baab"""", """"baaab"""", """"baabbaaab"""", """"baa"""", """"baaaabb"""", """"baaabb"""", """"baabbaaabb""""]

Negative example: [""""a"""", """"bb"""", """"abab"""", """"bbbaa"""", """"ab"""", """"bab"""", """"aab""""]"
(a*b*)*(abb)(a*b*)*b,"Positive example: [ ""abb"", ""aabbbabb"", ""bbaabb"", ""aaaaabbab"", ""ababbb"" ]

Negative example: [ ""ab"", ""abbabb"", ""aabab"", ""bbb"", ""abcab"" ]"
a?,"Positive example: [""a"", """"]
Negative example: [""aa"", ""aaa"", ""b"", ""ab""]"
((0+1+0)|(1+0+1))*|(0+)|(1+),"positive example: [ ""010"", ""101"", ""0"", ""1"", ""0011010"", ""110"", ""111"", ""000"" ], negative example: [ ""2"", ""011"", ""1001"", ""01"", ""10"", ""0001"", ""0011"", ""10x"" ]"
(b*ab*)(ab*ab*)*,"Positive example: ['ab', 'abab', 'bbab', 'abbab', 'babab', 'bab', 'bbbbab', 'ababab']

Negative example: ['a', 'ba', 'aa', 'bbaa', 'abbb', 'aaab', 'baba', 'abba']"
(ab)*|(ba)*,"positive example: [ """", ""ab"", ""abab"", ""ba"", ""baba"", ""ababab"", ""babaab"" ]

negative example: [ ""a"", ""b"", ""abb"", ""bab"", ""bb"", ""aab"" ]"
(a*b(a*)(bb*))|(a*(bb)*a*b),"Positive example: ['ab', 'abb', 'abab', 'aab', 'abbb', 'aabb', 'baa', 'bbaa', 'abba', 'aaaabb', 'bbaaa']

Negative example: ['a', 'b', 'aaa', 'bbb', 'aabab', 'bb', 'ba', 'ababbb', 'babab', 'abbbb', 'bababaa']"
0*(11)*0*1*0*|0*,"positive example:[000, 110, 0010, 0110, 0110, 1101, 0011, 00011, 1000, 0000, 10100],negative example:[101, 111, 011, 001, 11011, 1100, 1110, 0101, 1111, 1011]"
(a|b)a*b?a,"Positive example: [aa, aba, aaa, abaa, ba, baa, bba, aab, ab]

Negative example: [bb, aaaab, abb, bab, aabbb, bbb, aaab, a]"
1*10*1*10,"positive example: [110, 1010, 1110, 10010, 110110]  
negative example: [111, 100, 0110, 101, 1100]"
(a)*(b)*(baa)*(a)*(b),"Positive example: ['baab', 'aaabaaab', 'baaaab', 'baaab', 'aabaaab']

Negative example: ['abab', 'bbaa', 'baabb', 'bbbb', 'aaab']"
(ab)*|(ba)*|(a(bb)*a)*,"positive example: [ab, ba, a, aba, abba]  
negative example: [aa, bb, b, aaa, bab]"
(a+)|(a*b*),"positive example: [ ""a"", ""aa"", ""ab"", ""aab"", ""aaabbb"", ""b"", ""bbb"" ], negative example: [ ""ba"", ""abab"", ""bbbaa"", ""aba"", ""bbaaa"" ]"
(b*ab*ab*)*ab*|(a*ba*ba*)*ba*,"Positive example: [ ""ab"", ""abbb"", ""ba"", ""babab"", ""abba"", ""aab"" ]

Negative example: [ ""a"", ""b"", ""aabbb"", ""bbabb"", ""aaabab"", ""bbb"" ]"
[ab]*(baa)+b[ab]*,"positive example: [baa, abbaab, bbbaaab, abaaaabb, aabbaa]

negative example: [aabb, bbab, baaab, ababb, aba]"
a*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""aaaa""]
negative example: [""b"", ""ab"", ""ba"", ""aaaab"", ""bba""]"
(a+)|(a*b+a*),"Positive example: ['a', 'aaaa', 'b', 'ab', 'aab', 'ba', 'aaaab']

Negative example: ['aaabbbb', 'bb', 'abbba', 'bbb', 'baa', 'abab', 'abba']"
(a*|b+)a*|bb*,"Positive example: ['a', 'aa', 'b', 'ba', 'bba', 'bbb', 'aaaa', 'bbaa', 'bb', 'abbaa']

Negative example: ['aba', 'abb', 'baaa', 'bab', 'baba', 'ab', 'aab', 'abab', 'abbba', 'babaa']"
a((a|b)+)a(a+b)*,"Positive examples: ['aaaa', 'aabaa', 'aaaba', 'abba', 'aabaab', 'abbaa']

Negative examples: ['aaa', 'aab', 'aa', 'ab', 'aaaab', 'aabab']"
(a|b)*abb+(a|b)*b,"Positive example: [abbbbab, abbabb, babbb, bbabbabb, abbabbab]  
Negative example: [aabb, abba, bbb, abab, baabb]"
(a*ba*ba*b)+|a*ba*,"Positive examples: ['ab', 'aba', 'abab', 'ababa', 'aabba', 'baab', 'aabaa', 'abba']
Negative examples: ['b', 'aa', 'aabab', 'ababaa', 'ba', 'baba', 'a', 'bb']"
1*(100*11*)*|0*(011*00*)*|(01)*(0|1),"positive example: [ ""1"", ""1001"", ""100111"", ""1010011"", ""0"", ""0001100"", ""01100"", ""010101"", ""01"", ""0"", ""1"" ]

negative example: [ ""10"", ""11001"", ""001"", ""0"", ""010110"", ""1100"", ""011110"", ""0110011"", ""101010"" ]"
a*|b*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb"", ""aaaa"", ""bbbb""]  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba""]"
(ab|ba)+(aa|bb|ba|ab)*,"Positive example: ['abab', 'baba', 'ababaa', 'baabab', 'abbabaab']  
Negative example: ['aaba', 'bb', 'aaab', 'baaa', 'ababababa']"
a|b,"positive example: [a, b, aab, aba, bab]  
negative example: [c, ab, ba, aa, bb]"
0*1*(0000)*,"positive example: [ ""0000"", ""10000"", ""010000"", ""00000000"", ""1110000"" ], negative example: [ ""1"", ""0"", ""111"", ""0010"", ""010"" ]"
((a*b*aa)a*)*,"Positive examples: ['aa', 'aaaa', '', 'aabaa', 'ababaa', 'aaaaaa']

Negative examples: ['a', 'b', 'ba', 'ab', 'aba', 'bb']"
(a|b)?(a|ba(a|b))*(b|ba),"Positive example: ['b', 'ba', 'aa', 'aba', 'aaab', 'abab', 'baa', 'aabaa', 'bbaba', 'baaa']

Negative example: ['ab', 'abaab', 'bba', 'aab', 'bab', 'aba', 'b', 'bb', 'a', 'ababa']"
0*1*,"positive example: [0, 1, 01, 001, 111, 0001, 011, 000111]  
negative example: [10, 110, 101, 1000, 1100, 010, 1010]"
(aa|ba)*,"positive example: [aa, ba, aaba, baba, aabaa]  
negative example: [aab, baa, aba, aaa, baaab]"
(0*1+)(0|1)*(1+0*),"Positive examples: [1001, 110, 1110, 100011, 1111000]

Negative examples: [01, 0010, 101, 000, 111]"
a*|baa*|abaa*,"Positive example: ['', 'a', 'aa', 'aaa', 'ba', 'baaa', 'abaa', 'abaaa']

Negative example: ['b', 'ab', 'abb', 'bab', 'abc']"
(a)*(b)*(baa)*(b)*(a)*(b),"Positive example: [baa, aabbaab, abaaab, aabab, baaabba]

Negative example: [aabaa, baabaa, abbbba, abba, bbbbaa]"
(a+b*)*,"Positive examples: ['a', 'aa', 'ab', 'abb', 'aab', 'aabb', 'b', 'bb', 'aabbab', '']

Negative examples: ['ba', 'bba', 'baab', 'aba', 'bab', 'abba', 'bbbaa']"
(a)*(b)*,"positive example: ["""", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aaa"", ""bbb"", ""aabb""]  
negative example: [""ba"", ""aba"", ""bab"", ""bba"", ""aabbb"", ""abb""]"
(a|b)(b*a(a)*),"Positive examples: ['ab', 'aba', 'abba', 'abbaaa', 'bbbbbaaa', 'ba', 'baaa']

Negative examples: ['a', 'b', 'bb', 'aa', 'bab', 'bbb', 'bbbb', 'abb']"
(|bb)*b,"positive example: ['b', 'bbb', 'bbbbb', 'bbbbbb', 'bbbbbbb']  
negative example: ['bb', 'bbbb', 'bbbbbb', 'bbbbbbbb', 'bbbbbbbbb']"
1|(111)*,"Positive example: [1, 111, 111111, 111111111]  
Negative example: [11, 1111, 11111, 1112]"
(a*b+)*,"positive example: ["""", ""b"", ""ab"", ""aab"", ""aaabbb"", ""bbb"", ""abab"", ""aabbbb""]

negative example: [""a"", ""ba"", ""bbbaa"", ""aaa"", ""abbba"", ""baa"", ""baab"", ""bbabab""]"
(a*b+)+,"positive example: [ ""ab"", ""aab"", ""abb"", ""aabb"", ""aabbb"", ""abab"" ]

negative example: [ ""a"", ""b"", ""aa"", ""bbb"", ""ba"", ""baba"" ]"
(a)*b*(ba+ab)*b*(a)*,"positive example: [ ""ab"", ""ba"", ""abab"", ""aabbaa"", ""bbaaaabbaa"" ]

negative example: [ ""aaab"", ""bbabbbb"", ""abbb"", ""aabbbaa"", ""bbaaab"" ]"
(ba+ab)*(ab)*(ba)*(ab)*,"Positive example: [ ""baab"", ""baaab"", ""baabaab"", ""abab"", ""baababaab"", ""baabababa"" ]

Negative example: [ ""b"", ""a"", ""bab"", ""aab"", ""abb"", ""baa"", ""abaa"" ]"
a*b*(ab+ba+b*)*b*a*,"Positive example: [ ""aa"", ""bb"", ""abba"", ""bab"", ""bbbaaa"", ""aabbb"", ""babab"", ""aabbaa"", ""ab"", ""ba"" ]

Negative example: [ ""ababab"", ""aaabbb"", ""abbab"", ""bbaaaab"", ""aabbab"", ""aababb"", ""abbaaab"", ""abbba"", ""aaaab"", ""bbaaab"" ]"
"(a)*b+a{3,}","Positive example: ['bbaaa', 'abaa', 'aaaaabaaaa', 'bbbbbaaaa']
Negative example: ['a', 'b', 'aa', 'bb', 'abb', 'aaa', 'ba', 'bbaa', 'abab']"
0?|0|1|(010)*(101)*,"positive example: [ ""0"", ""1"", ""010"", ""101"", ""010101"", ""010010101"", ""010010"", ""101101"" ]
negative example: [ ""00"", ""11"", ""011"", ""1010"", ""100"", ""0101010"", ""000"", ""1101"" ]"
0?1?,"positive example: ['0', '1', '01', '10', '00', '11', '']  
negative example: ['0000', '1111', '001', '110', '012', 'abc']"
(a+b)*,"positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""bb"", ""aab"", ""bba"", ""abab"", ""baba"" ]

negative example: [ ""c"", ""ac"", ""bac"", ""cab"", ""abc"", ""bca"", ""abababac"", ""abacaba"", ""babbabac"", ""cac"" ]"
((a*)+b+(a*)+(b*b*)+(a*)),"Positive example: [ ""abbaa"", ""baabb"", ""aaaaabbabaa"", ""bbabaab"", ""baaabb"" ]

Negative example: [ ""ababab"", ""aaaabbb"", ""bbbbaa"", ""ababbaa"", ""bbbbba"" ]"
(0+1+0)|(1+1+0),"Positive examples: ['010', '110']  
Negative examples: ['000', '111', '101', '011']"
(0*1+0*1)*,"positive example: [ """", ""01"", ""101"", ""111"", ""1101"", ""0110"", ""10101"", ""111011"", ""01010"", ""01"" ]

negative example: [ ""0"", ""10"", ""00"", ""100"", ""0001"", ""1111"", ""0000"", ""01111"", ""110001"", ""0011010"" ]"
(a+b)*(bb)*,"positive example: ["""" , ""ab"", ""aab"", ""bb"", ""abb"", ""aabb"", ""bbb"", ""ababbb""]

negative example: [""b"", ""a"", ""ba"", ""bba"", ""aa"", ""abbba"", ""bbbb""]"
b(b*)aa(a*),"Positive example: [baa, bbaaa, bbaaaa, bbba, bbbaa]  
Negative example: [aa, aba, baaa, bbbba, bb]"
ab+,"positive example: [ab, abb, abbb]  
negative example: [a, b, aa]"
ab*,"positive example: [ ""a"", ""ab"", ""abb"", ""abbb"" ], negative example: [ ""b"", ""ba"", ""bb"", ""aab"" ]"
a*b(bb)*(a*b(bb)*)*,"positive example: ["""" , ""a"", ""abb"", ""b"", ""bbb"", ""abbabb"", ""aabbb"", ""abbbb"", ""abba"", ""abbbba""]  
negative example: [""aa"", ""bbba"", ""bbaa"", ""bab"", ""baba"", ""aabb"", ""ba"", ""bbbbaaa"", ""abab"", ""baaa""]"
a*|b(a*)(bb)*,"positive example: ["""", ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""bab"", ""babbb"", ""babbbb"", ""babbba"", ""babbbba""],

negative example: [""ab"", ""bb"", ""baaa"", ""bba"", ""babab"", ""bbb"", ""babba"", ""bbabb""]"
0*1(0|1*)*,"positive example: [ ""01"", ""001"", ""111"", ""101"", ""110"", ""1010"", ""1110"", ""000111"", ""10"", ""010101"" ]

negative example: [ ""10"", ""0"", ""111100"", ""0010"", ""011"", ""0000"", ""111"", ""1000"", ""1100"", ""000"" ]"
0*1(0*1)*10*,"positive example: [101, 110, 1100, 1010, 11010, 100010, 1110, 101010, 111010], negative example: [1, 10, 111, 100, 1000, 0110, 010, 11100, 0001100]"
a*b(a|ba*b)*,"Positive example: ['b', 'ba', 'bab', 'abba', 'baab', 'baabab']

Negative example: ['a', 'bb', 'aaa', 'aba', 'abb', 'abaa']"
(a)(b|aa*a)*,"Positive example: [ ""a"", ""ab"", ""aaaab"", ""abaaa"", ""aa"", ""aba"", ""abaaaab"", ""abbb"", ""aab"", ""aaab""]

Negative example: [ """", ""b"", ""aa"", ""aaa"", ""baba"", ""aabab"", ""aabba"", ""bbbb"", ""baa"", ""aba""]"
(1(11)*|0*)1(11)*(1(11)*|0*),"Positive example: [ ""101"", ""111"", ""0111"", ""11101"", ""1001111"" ]

Negative example: [ ""10"", ""001"", ""110"", ""00111"", ""10001"" ]"
a*(b|(b((a*b{2})+a*))*)a*,"positive example: [ ""a"", ""b"", ""aa"", ""aba"", ""abba"", ""bb"", ""bba"", ""aabbaa"", ""baaa"", ""abbaaa"", ""ababba"" ]
negative example: [ ""ab"", ""abb"", ""ba"", ""abab"", ""aabb"", ""bab"", ""baba"", ""bbba"", ""aab"", ""aaaab"", ""bbbb"" ]"
(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*ba|((a|b)a*ba))*(((a|b)a*ba(a|b)|(a|b))(ba(a|b)|a)*b|((a|b)a*b?)),"Positive examples: ['b', 'ab', 'baa', 'aaaab', 'abababa', 'abab', 'babab', 'aaaaaaab', 'baabab']

Negative examples: ['aa', 'bb', 'aaaa', 'baaab', 'ababaa', 'ba', 'aba', 'ababababab', '']
"
a*b+(bb*|a*),"positive example: [ab, abb, aab, bbb, aabbb, aa, bbbba]

negative example: [baa, ba, a, b, aba, bba, aaab]"
b(a*bb*),"Positive example: [ba, bab, babb, babbb, babbbb]  
Negative example: [b, bb, baa, baab, ab]"
(a*)(a*|(bb(b))*)*,"Positive example: ['aaa', 'aaabb', 'aabbba', '', 'b', 'bbbb']

Negative example: ['bab', 'bbabb', 'abaab', 'bbaaa', 'bbbaabb']"
((a|b)a*b)*,"positive example: ["""" , ""a"", ""b"", ""ba"", ""aa"", ""ab"", ""baa"", ""abba"", ""ababba""], negative example: [""bbaa"", ""bb"", ""aaa"", ""aba"", ""aab"", ""abb"", ""bba"", ""abbaa""]"
a*b(aa+)*,"Positive example: [ ""b"", ""ab"", ""aab"", ""baaa"", ""aabaaa"", ""aaaaabaaaaa"" ]

Negative example: [ """", ""a"", ""aa"", ""bb"", ""baa"", ""aaba"" ]"
(0*|1*|(10)*),"positive example: ['0', '11', '1010', '10', '0001', '1110', '111', '000', '1', '0000']  
negative example: ['101', '010', '1001', '1100', '0010', '0110', '100', '110', '1011', '0011']"
(a|ba*a)+,"Positive example: [ ""a"", ""aa"", ""aaa"", ""aba"", ""baa"", ""baaa"", ""baaaba"" ]

Negative example: [ """", ""b"", ""ab"", ""abb"", ""bbb"", ""bab"", ""babaab"" ]"
(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*,"positive example: [ ""0"", ""1"", ""000"", ""111"", ""101001"", ""010110"", ""101"", ""0101010"", ""11100"" ]

negative example: [ ""101010"", ""110"", ""001101"", ""10010"", ""0110"", ""11001"", ""001"", ""1010"", ""01010"" ]"
(a|(bb)*b),"positive example: [ ""a"", ""b"", ""bbb"", ""bbbbb"" ], negative example: [ ""bb"", ""bbbb"", ""bbba"" ]"
b*((ab)*(ab)*)*,"Positive example: ['b', 'ab', 'abab', 'babab', 'bababab', 'babababab']

Negative example: ['a', 'bb', 'aab', 'abb', 'bbaa', 'ababababa']"
(01)*,"positive example: ["""" ,""01"", ""0101"", ""010101"", ""01010101""]

negative example: [""0"", ""1"", ""10"", ""011"", ""0100""]"
0*1*[11]*,"Positive example: [ ""1"", ""11"", ""01"", ""011"", ""111"", ""0011"" ]

Negative example: [ ""0"", ""10"", ""110"", ""010"", ""100"", ""000"" ]"
(a)*(b|aa)*(a)*,"positive example: ["""" , ""aba"", ""aa"", ""b"", ""aabaa"", ""aaaabaaa"", ""aaabbaaa"", ""ba"", ""bbaaa"", ""aaa""]  
negative example: [""ab"", ""abb"", ""baab"", ""bba"", ""aaaaabaaaa"", ""abbb"", ""aaabc"", ""bab"", ""c"", ""abaa""]"
a*(b|bbb)*a*,"positive example: ["""" , ""a"", ""b"", ""aaa"", ""bbb"", ""abab"", ""bbba"", ""abbbbaaa"", ""aaabbb"", ""aaaaaa"", ""bb"", ""ba"", ""ab"", ""abbb"", ""baaa""],  
negative example: [""bba"", ""abbbab"", ""bbab"", ""bababa"", ""bbbaa"", ""ababab"", ""aabbbab"", ""bbabb"", ""abbbb"", ""babab"", ""abba""]"
(ab+ba)*(aa+bb+ab+ba)*,"Positive example: [abba, abab, baba, abbaaa, babba, abababba]

Negative example: [aaaa, bbbb, aaab, abbb, abababb, bab]"
((01*0)|(10*1))*,"positive example: ["""", ""00"", ""11"", ""010"", ""101"", ""01010"", ""10101""]
negative example: [""1"", ""0"", ""001"", ""110"", ""10010"", ""01101"", ""010011""]"
(a*ba*ba*b)+|ba*,"Positive example: [ab, baa, bab, ababab, aaaaba, ba, bababa]

Negative example: [a, bbb, aa, bba, abab, aaabba, aba]"
a(a|b)+a(a+b)*,"Positive examples: [ ""aaaa"", ""aabab"", ""ababaa"", ""aabaaa"", ""abaaaa"" ]

Negative examples: [ ""aaa"", ""abb"", ""baa"", ""baba"", ""aa"" ]"
"((a)*(b)+a{2,})*","Positive examples: [ ""bbaa"", ""aa"", ""bbbaaa"", ""bbaaa"", ""ababbaa"", ""bbaaabbaa"" ]

Negative examples: [ ""b"", ""a"", ""bb"", ""bbb"", ""ba"", ""aaaa"" ]"
(ab*)|(ba*)|(aa*)|(bb*)(aaa),"positive example: [ab, aba, aaa, bbbb, aabaa, aaaaaa, aaaa]

negative example: [abc, aab, bab, bba, abaa, abb, baaa]"
