Attempt Regex,ChatGPT Output
"(a*[b]?a{2,})*","positive example: [aa, aabaa, baaa, aaaa, aaabaa]
negative example: [aba, aab, baa, abaaa, a]"
(a)*(bb)*(bab)*(b)(a)*(bb)*(bab)*,"Positive example: [ ""abbbabbabab"", ""bbbab"", ""abababb"", ""bbbabab"", ""bbbababbabab"" ]  
Negative example: [ ""aabbabbb"", ""bababbba"", ""bbaabb"", ""bbbabababab"", ""ababbba"" ]  "
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000]  
negative example: [11, 110, 000, 101, 1111, 0011, 0101, 1100, 011, 1010, 1001]  "
(010|0110)*,"positive example: [010, 0110, 010010, 0110010, 0100110010]  
negative example: [01, 011, 010011, 011001, 0110110]"
(aa+|ab+|bb+|ba+)+aaa+,"Positive example: [aaa, aaaa, aaaaaa, abaabaabbbaaa, bbaaaaa, baaaa, aabbaaaaa]  
Negative example: [aab, bab, bbaa, abbaa, bbbbb, baaabba, abbab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100], 
negative example: [00, 11, 1111, 0, 101, 1100, 111111, 000, 110, 1001, 0101, 0110, 0011, 1010, 11101, 0000, 1111111, 10001, 111000, 00100]
```"
bb+,"positive example:[bb,bbb,bbbb]
negative example:[b,bbbbbbbbb,bbbb]"
(0*|1*)|((0+1+0+)*|(1+0+1+)*),"positive example: [ ""0"", ""1"", ""000"", ""111"", ""01010"", ""10101"", ""0101010"", ""1010101"", ""0"", ""1100"", ""101010"", ""010101""],
negative example: [ ""01"", ""10"", ""110"", ""0011"", ""0110"", ""1001"", ""00001"", ""11110"", ""010"", ""1011"", ""00100"", ""11101"" ]"
(abab|bb|aa)*b,"Positive example: [ababab, bbabab, aaabab, b, bb, ababbb, ababb, aaabb]  
Negative example: [ababaa, bba, aaba, ababa, aaa, ababba]"
0*10*10*(11)*,"Positive examples: [ ""011"", ""001011"", ""1011"", ""110111"", ""000101111"" ]  
Negative examples: [ ""0"", ""10"", ""111"", ""001010"", ""0001100"" ]"
(01+)*(010)(1+0)*|(10+)*(101)(0+1)*,"Positive example: [010, 101, 011010010, 101001101, 0100101]  
Negative example: [011, 1001, 01011, 10110, 0000111]  "
"((a)*ba{2,})|a*","positive examples: [ ""a"", ""aa"", ""baaa"", ""aaa"", ""baaa"", ""bbaaaa"", ""baaa"", ""aaaa"" ]  
negative examples: [ ""b"", ""abb"", ""ab"", ""bb"", ""bab"", ""bba"", ""aab"", ""abbaaa"" ]  "
((a|b)a*ba)*|((a|b)a*b),"Positive examples: [`""ba""`, `""b""`, `""aba""`, `""baba""`, `""ab""`, `""aab""`, `""abab""`, `""babaab""`, `""babab""`]  
Negative examples: [`""aa""`, `""bb""`, `""a""`, `""aaa""`, `""aabb""`, `""bab""`, `""bbb""`, `""abba""`, `""baa""`]"
(0*)(10*1)*(0*),"Positive example: ["""" , ""0"", ""00"", ""11"", ""0101"", ""00110"", ""101"", ""1001"", ""001001"", ""00010101""]  
Negative example: [""1"", ""10"", ""100"", ""011"", ""1101"", ""001011"", ""10100"", ""10010"", ""0001101"", ""100011""]"
(a*)*(baa)*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""baaabaa"", ""aaaaaabaa"", ""baabaa"", ""baabaabaa""]  
Negative example: [""b"", ""ba"", ""abab"", ""baaa"", ""aab"", ""ab"", ""aabbaa"", ""bb"", ""babab"", ""baab""]"
0*10*,"positive example: [10, 010, 0010, 100, 00010]  
negative example: [11, 101, 000, 0011, 1001]"
(0(1*0)*)|(1(0*1)*),"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0010"", ""1101"", ""0110"", ""1001"" ]  
Negative example: [ ""01"", ""10"", ""0001"", ""1110"", ""0101"", ""1010"", ""00101"", ""11000"", ""01101"", ""10010"" ]  "
a*b*baa(a|b)*b,"Positive example: [baaab, bbaab, baaabb, aabbaaab, abbaaabbb]  
Negative example: [baaa, bbaa, baaaa, aabbaab, abbbabbb]  "
a*(bb+bbb)*a*,"Positive example: [ ""a"", ""bb"", ""bbb"", ""abb"", ""abbb"", ""bba"", ""bbbbb"", ""aabbbaa"", ""aabbbbaaa"", ""aaaabb"" ]  
Negative example: [ ""b"", ""aba"", ""babab"", ""ab"", ""bbbba"", ""aaaaab"", ""bbba"", ""bbbb"", ""aabaa"", ""abab"" ]  "
(aa|ab|ba|bb)aaa,"positive example: [aaaaaa, abaaaa, baaaaa, bbaaaa]

negative example: [aaabb, abbaaa, aaaaa, bbbaaa]"
b(bb)*(a)*,"Positive example: [b, bb, bbb, bbbba, bbba, bbbbbbbbba]  
Negative example: [a, ba, abb, bab, bbab, bbbbaa]  "
(0*)|((0*10*1)*),"Positive example: [ """", ""0"", ""00"", ""000"", ""10"", ""101"", ""001001"", ""0"", ""00110011"", ""001001001"" ]  
Negative example: [ ""01"", ""110"", ""0101"", ""1"", ""1001"", ""00110"", ""001011"", ""1010"", ""011"", ""00111"" ]"
1((0|1)*1)*|0((0|1)*0)*,"Positive example:[1, 11, 101, 111, 11011, 0, 00, 010, 0000, 01010]  
Negative example:[10, 100, 1110, 011, 001, 0101]  "
(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"Positive example: [bbb, aa, baa, aab, aaa, bbaab, bbbbbb, abba, abb, aabba, bbbbbaa, bbbaaab, bbabab]
Negative example: [bab, aabb, aba, bbbabab, ab, bbab, baaa, bbbbbba, aaaab, babb, abab, a]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"Positive example: [ ""a"", ""bba"", ""bbbbb"", ""aaa"", ""bbbbaaa"", ""bbbaaabb"", ""bbbb"", ""aaaa"", ""bbaaabb"", ""bbbbbba"" ]  
Negative example: [ ""b"", ""bbbbab"", ""abab"", ""abba"", ""ba"", ""babab"", ""ab"", ""bababab"", ""babba"", ""bbbbbab"" ]"
a*baa(a*),"Positive example: [ ""baa"", ""aabaa"", ""aaaaaabaa"", ""baaaa"", ""aaabaa"" ]  
Negative example: [ ""b"", ""abaaa"", ""aaba"", ""aaaabaa"", ""aa"", ""aab"" ]"
a*(ba*(bb)*)a*,"Positive example: [ ""a"", ""aa"", ""b"", ""aba"", ""bba"", ""abb"", ""abbaa"", ""aabbaa"", ""baaab"", ""abaabb"", ""abba"" ]  
Negative example: [ ""ab"", ""bb"", ""bbb"", ""bab"", ""babba"", ""aabab"", ""aabb"", ""abab"", ""abbaaa"", ""baaa"" ]  "
(11)*|0(11)*|(11)*0,"Positive example: [ """", ""11"", ""1111"", ""0"", ""011"", ""01111"", ""110"", ""11110"" ]  
Negative example: [ ""1"", ""01"", ""10"", ""11011"", ""101"", ""000"", ""1110"", ""0110"" ]"
a*b+aa+b+,"positive example: [ab, aabbb, aaaab, bbaaaabbbb]  
negative example: [a, b, aa, bb, aabb, abb, bbb]  "
a*|(baa)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""baa"", ""baabaa"", ""baabaabaabaa""]  
negative example: [""b"", ""ab"", ""bab"", ""ba"", ""aab"", ""baab"", ""aabaa""]  "
(b(abb|bab|bba|a)*)|((abb|bab|bba|a)*b),"```plaintext
positive example: [b, abb, bab, bba, ba, bbaabb, babba, abbaa, aabb, b, abbaba, babbab, abab, abbababb]
negative example: [a, bb, ab, baa, baba, babb, aa, bbb, abbba, babaa, abbaaa, bbabb, bbbb]
```"
((a|b)(a|b))(a*|b*)aaa,"Positive example: [ ""aabaaa"", ""bbaaaa"", ""abaaaba"", ""bbaaaa"", ""aaaaaa"" ]  
Negative example: [ ""abaabaa"", ""bbabaaa"", ""aabaaaa"", ""bbaaabab"", ""aabbbaaaa"" ]"
((a{2})|(b{2}))a*b*(a{3}),"Positive examples: [aabaaa, bbaaabaaa, aabaaaa, bbaaaa, aabaaabaaa]  
Negative examples: [aaa, bba, aaaba, bbbabaaa, bbaaaaa]"
(ba)*,"Positive example: [ """", ""ba"", ""baba"", ""bababa"", ""babababa"" ]  
Negative example: [ ""b"", ""a"", ""bab"", ""baa"", ""abab"" ]"
(a)*(bb+ab+b)*(bb+ba+a+bba)*(bb)*,"positive example: [ ""abbbaabbbb"", ""bbbbbb"", ""abbabbbbbb"", ""abbababb"", ""abbbbbbbbb"" ]  
negative example: [ ""aabbbb"", ""bbbab"", ""abbaaa"", ""bbabbb"", ""abbaabb"" ]  "
((a*bbb*a*)+(a*)+(bbb*))*,"
Positive example: [ """", ""bbb"", ""bbbbbb"", ""aaaaabbb"", ""bbbababbb"", ""aabbbaabbba"", ""bbbba"", ""aaa"", ""bbbabb"", ""bbbbaaa"" ]  
Negative example: [ ""b"", ""bb"", ""bab"", ""aabab"", ""abbab"", ""abbbbaa"", ""ab"", ""aab"", ""abbbaab"", ""bbbabba"" ]"
a*bbb*a*|a*,"Positive example: [aaa, bbb, aaaabbbbaaaa, a, aa, aaaab, bbbbaa, abbb, aabbbba]  
Negative example: [bba, ab, bb, bbab, abab, bbbbbb, baaa, aabb, bbaa]  "
b*a*(bab)(a|b)*,"Positive example: [bab, bbabab, baaababab, babababab, bbaabbabab]  
Negative example: [b, ba, ababab, babb, bbaabba]"
(0(1*0*1*)0),"Positive examples: [010, 0110, 0010, 01110, 00010, 011110, 01010]  
Negative examples: [00, 01, 1001, 1010, 0101, 110, 001]"
((0((0|1)*1(0|1)*)0)|(1((0|1)*0(0|1)*)1))?,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""000"", ""111"", ""0010"", ""1101"" ],  
negative example: [ """", ""2"", ""0000"", ""1111"", ""001"", ""110"", ""1010"", ""0101"", ""100"", ""011"" ]"
a*b+aa+a*b+,"Positive example: [ab, aab, abaa, aaaaaab, aaabaaa, aabbbb, aaaab, aaabbbb]  
Negative example: [a, b, aa, bb, aaa, baba, bba, baaa, baa]"
(a)*(b)((a)*(bb))*,"Positive example: [ ""b"", ""abb"", ""ababb"", ""bababba"", ""bbbb"", ""abbaabb"", ""aaabbabb"" ]  
Negative example: [ ""a"", ""ab"", ""ba"", ""aabb"", ""bab"", ""abbaa"", ""bbbaa"" ]"
(a)*(baa)*(a)*,"Positive example: [ ""a"", ""aaa"", ""baa"", ""abaa"", ""baabaaa"", ""aaaa"", ""baabaa"", ""aa"", ""aabaa"" ]  
Negative example: [ ""b"", ""abab"", ""ba"", ""aab"", ""aabba"", ""bb"", ""baaa"", ""babaa"", ""bbaaa"" ]  "
1*|0*|(1+(0*1*)1+)|(0+(1*0*)0+),"positive example: [1, 0, 111, 000, 10101, 01010]
negative example: [10, 1100, 0011, 10010, 0110]"
0*|(0*|11)*,"positive example: [ """", ""0"", ""00"", ""11"", ""011"", ""110"", ""0011"", ""1100"", ""000"", ""00011"", ""001100"" ]  
negative example: [ ""1"", ""10"", ""101"", ""11111"", ""100"", ""1101"", ""00101"", ""1011"", ""111"", ""1001"" ]"
a*|a*bb,"Positive examples: ["""", ""a"", ""aa"", ""aaa"", ""bb"", ""abb"", ""aabb"", ""aaabb""]  
Negative examples: [""b"", ""ab"", ""ba"", ""bba"", ""abab"", ""babb""]  "
(a|b)*baa(a|b)b,"Positive example: [ ""baaab"", ""bbaaab"", ""abbaaab"", ""aabbaaab"" ]  
Negative example: [ ""babab"", ""baaaba"", ""bab"", ""aabab"" ]  "
bbb*aaaa*,"positive example: [bbaaaa, bbbaaaa, bbbaa, bbbaaa, bbbaaaaa]  
negative example: [bbbbbbbb, baaaa, bbbbb, aaa, bbabab]"
(aa+|bb+|ba+|ab+)+aaa,"Positive examples: [ ""aaaaa"", ""bbaaa"", ""baaaa"", ""abaaaa"", ""aaa"" ]  
Negative examples: [ ""aa"", ""bbbb"", ""abab"", ""baa"", ""abba"" ]"
(((a|b)(a*)ba)*)|((a|b)(a*)b),"Positive examples: ["""", ""b"", ""ab"", ""ba"", ""aab"", ""aba"", ""abab"", ""aaba"", ""babab"", ""ababa"", ""ababab""]  
Negative examples: [""aa"", ""bb"", ""aaa"", ""bbb"", ""abaaba"", ""baa"", ""bba"", ""a"", ""bbaab"", ""ababba""]  "
(b+aa+aaa)*,"Positive example: [bbaa, baa, bbbbaaa, bbaaaa, baaa, bbbbaa, baaabaa]  
Negative example: [aaa, bb, bba, aab, bbbbb, abaa]"
a*b*(baa)+b,"Positive example: [baab, baaab, baaabaab]  
Negative example: [b, aab, bbab]"
(a*ba*ba*)*a*ba,"Positive example: [aba, abbaba, bababa, aabbaba, baba]  
Negative example: [ab, a, bab, baaaa, abba]"
(a|b)(baa)+b,"positive example: [abaaab, bbaab, abaaabaaab]  
negative example: [abab, bbaaa, abaab]  "
"((ba{2,}){1,2}|a{1,}){1,}","positive example: [aaa, baa, baaaa, baabaa, aaaa, babaaaa]  
negative example: [b, bba, bb, aaab, bab, abaa]"
(a)*(baa)*a*(baa)*,"positive example:[abaabaa, aabaabaaa, aaabaabaa]
negative example:[abaaa, baaabaa, aaaaa]"
(0|1)(0|1)(0|1),"positive example: [000, 101, 111, 010, 110]  
negative example: [0000, 01, 1110, 2, 0011]  "
((0+(0|1)*0+)*)|((1+(0|1)*1+)*),"```
positive example: [ ""00"", ""11"", ""000"", ""111"", ""00100"", ""11011"", ""00011000"", ""111001111"", ""010"", ""101"" ],
negative example: [ ""0"", ""1"", ""01"", ""10"", ""0001"", ""1110"", ""0101"", ""1010"", ""000110"", ""111001"" ]
```"
a(a|b)+b,"positive example: [aab, aabb, aabab, aabbb, aababab]  
negative example: [a, ab, aabbab, abbb, aa]"
(aaa)|(aba)a*b*,"Positive example: [aaa, abaa, abaab, abaaa, ababb, aaabbbb]  
Negative example: [abba, abab, aa, abb, aaaa, bba] "
aaa,"positive example: [aaaa, aaab, aaac]  
negative example: [aaa, aa, abcd]  "
00|01|10|11|111|110|100|000|001|011|101,"positive example:[00, 01, 10, 11, 111, 110, 100, 000, 001, 011, 101]  
negative example:[0000, 1111, 010, 1010, 1100, 0011, 0110, 00000]  "
b(abb|bab|bba|a)*|(abb|bab|bba|a)*b|(aba|baa|aab),"positive example: [b, abb, bab, bba, a, babbab, abab, aabbba, baa, aab, ababba]  
negative example: [bb, aaa, ba, abbb, babb, bbaa, baab, ababa, bbab]"
(a)*(aa*)(bb)*b,"Positive example: [ ""ab"", ""aab"", ""aabb"", ""aaabb"", ""aaabbb"", ""aaab"", ""bbbb"" ]  
Negative example: [ ""b"", ""a"", ""aa"", ""bb"", ""ba"", ""aaba"", ""abab"" ]"
((11)*10*),"positive example: [11, 1111, 10, 1110, 111110, 1111111110, 1111110]  
negative example: [1, 111, 100, 1010, 110, 11101, 00]"
1+(0+1)*1*|0+(1+0)*0*,"Positive example: [ ""10"", ""111"", ""001"", ""0110"", ""11001"", ""0001"", ""111000"", ""0011"" ]  
Negative example: [ ""1010"", ""0101"", ""110"", ""000"", ""1100"", ""1111"", ""011"", ""00101"" ]  "
(a|bb|abab|bab|baba)*b(a|bb|abab|bab|baba)*,"Positive example: [ ""ab"", ""bbb"", ""ababab"", ""bababab"", ""bababbb"", ""ba"", ""babababbbba"", ""babb"", ""babbbbabab"", ""bbaa"" ]  
Negative example: [ ""a"", ""bb"", ""abab"", ""bab"", ""baba"", ""baaa"", ""bbaba"", ""abb"", ""babab"", ""b"" ]  "
(a*(bbb*))*,"Positive example: [``, `bbb`, `aabbb`, `aaaaabbbbbb`, `aabbbbbb`, `aabbbaaabbb`]

Negative example: [`aaa`, `b`, `aab`, `bb`, `bbbbbbbb`, `abbb`, `aabba`]"
(0*(10*1)*0*1(10*1)*0*),"positive example: [101, 1001, 111, 100101, 10101]  
negative example: [10, 110, 10010, 1110, 1011]  "
(((a|b)a*b)|((a|b)a*ba)*),"positive example: [aa, baba, bbba, aba, ababa]
negative example: [bbb, abbb, bbbba, abbbab, bababb]"
(0*1|1(11)*|10*|1(101)*),"positive example: [ ""1"", ""11"", ""10"", ""101"", ""111"", ""10101"", ""0001"", ""1000"", ""110101"", ""11110101"" ]  
negative example: [ ""0"", ""00"", ""001"", ""110"", ""10100"", ""1110"", ""1001"", ""11111"", ""101101"", ""101000"" ]  "
((11)*1),"positive example: [1, 111, 11111, 1111111]  
negative example: [11, 1111, 111111, 11111111]  "
0*|(11)+0*|0*(11)+|10*1|(1010)*|(0101)*,"Positive example: [ """", ""0"", ""00"", ""11"", ""1111"", ""110"", ""1100"", ""0"", ""11110"", ""1010"", ""101010"", ""0101"", ""010101"", ""10100101"", ""0101010"" ]  
Negative example: [ ""1"", ""10"", ""111"", ""100"", ""101"", ""010"", ""00011"", ""110110"", ""10101"", ""0011"", ""101011"", ""1110"", ""01101"", ""11111"" ]"
a*b*(baa)a*b*b,"Positive example: [baab, baaabb, baaabbb, aabbaaabbb, aabbaaab, aabbaabb]  
Negative example: [aaba, babb, abbaa, baaabbbb, bbaab, abba]"
0(0(0|1)*0)*0,"positive example: [0000, 00000, 0000100, 00000100, 0001111000]  
negative example: [00, 010, 0001, 00010, 01000]  "
0|(010)*|(10101)*,"Positive example: [ ""0"", ""010"", ""010010"", ""10101"", ""1010110101"", ""01001010101"", ""1010101010101"" ]  
Negative example: [ ""1"", ""00"", ""0100"", ""1010"", ""101"", ""010101"", ""101011"" ]"
a*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""aaaa""]  
Negative example: [""b"", ""ab"", ""ba"", ""aab"", ""bba""]  "
(a|b)+(baa)a*b,"
Positive example: [abaaab, baab, babaab, baaab, bbaab]  
Negative example: [abab, babaaba, baa, baaaba]  "
0*|(11)+0*|0*(11)+,"positive example: [ ""0"", ""00"", ""11"", ""1111"", ""110"", ""1100"", ""011"", ""01100"", ""0011"", ""001100"" ]  
negative example: [ ""1"", ""10"", ""101"", ""0111"", ""00110"", ""1110"", ""11101"", ""1001"", ""01011"", ""001001"" ] "
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001, 1001010, 1001111]

Negative example: [11, 00, 101, 1111, 000, 1100, 0011, 011, 0000, 11110, 110, 0101, 1111011, 1010110, 100010, 1001, 00101, 0100000, 10011111, 000011, 110101, 011101, 1110000, 010100, 1101010, 001001, 10110000, 0100010, 0001111, 11011100, 10100011]"
(baa)*a*,"Positive example: [baa, baaabaa, baaaa, a, baaabaaa]  
Negative example: [b, bb, baaab, baaaaaaa, baaa]  "
(0*)|(((0+)1(0+))*),"positive example: ['0', '00', '000', '', '01', '001', '0001', '01', '0101', '00101', '000101', '010101', '0010101', '00010101']  
negative example: ['1', '10', '11', '00011', '101', '011', '110', '010', '10101', '100']  "
a*b*bb,"positive example:[bb, abb, abbbbb, aabbbbbb, aaabb]
negative example:[b, aab, a, bbb, aaabbbbb]"
a*b+ba*b+b,"Positive example: [b, bb, ba, ab, abb, bba, bab, abba, ababb]  
Negative example: [a, aaa, abab, bbb, aab, aba, bbaa, aaaa, ababab]"
00*(0+1)*0*0,"Positive example: [ ""00"", ""000"", ""00010"", ""001100"", ""0001010"", ""0010100"" ]  
Negative example: [ ""0"", ""010"", ""1010"", ""00011"", ""01100"", ""0001100"" ]  "
a*|(bb)*|a*(bb)*a*,"positive example: [ """", ""a"", ""aa"", ""bb"", ""bbbb"", ""abb"", ""aabb"", ""bbaa"", ""aabbba"", ""aaaabbbb"" ]  
negative example: [ ""b"", ""ba"", ""bab"", ""babab"", ""abbab"", ""bbaab"", ""abab"", ""aabbbaba"", ""bbbba"" ]"
a+b+a+b+aaa+a,"positive example: [aabaaa, abababaaa, aaabbbaaa, abbaaa, aaaaaa]  
negative example: [abab, aaa, ababba, bbbaaa, aab]"
(a|b)*aaa(b)*,"Positive example: [aaa, aaaa, baaa, aaaab, baaabbb]  
Negative example: [abab, bba, aabbbb, abaaab, baaaa]"
(0*(0*10*10*)0*10*),"positive example: [ ""010"", ""0010"", ""01010"", ""001010"", ""000010010"" ]
negative example: [ ""0"", ""00"", ""10"", ""110"", ""101""]"
a*b(a|(bb)|bab)*,"positive example: [ ""b"", ""ab"", ""aab"", ""abb"", ""abab"", ""aabab"", ""ababb"", ""abbb"", ""abbbb"", ""aababbab"", ""aabb"" ]  
negative example: [ ""ba"", ""bb"", ""bab"", ""baa"", ""aaba"", ""ababa"", ""aabbab"", ""aabbbb"", ""ababba"", ""babab"" ]"
(a)*(b)(aa)(a)*,"Positive example: [ ""baa"", ""aaabaa"", ""bbaaa"", ""baa"", ""b"" ]  
Negative example: [ ""aabab"", ""aaaa"", ""babab"", ""abaaa"", ""bb"" ]  "
(a*ba*b)*ba*,"Positive example: [ ""ba"", ""b"", ""bba"", ""abba"", ""aaaab"", ""aabbaa"", ""ababaabaa"" ]  
Negative example: [ ""aa"", ""bb"", ""aba"", ""abbb"", ""aaabb"", ""bab"", ""aabbab"" ]"
(aaa(a*b*)*)+(aba(a*b*)*),"Positive example: [`aaaaa`, `aaa`, `aaaabaa`, `aaaabaaa`, `ababaa`, `aaaabab`, `aaaaaaaabab`]

Negative example: [`aaaaaab`, `abaabab`, `abab`, `aaaabbbbb`, `bbbaaa`, `abaa`, `aaaab`]"
(a|bb|abab|bab|baab)*b(a|bb|abab|bab|baab),"positive example: [ ""ab"", ""bbb"", ""ababab"", ""babbbabab"", ""baabbaab"", ""ababbaab"", ""babababbbab"", ""baabaabbbab"", ""ababbbab"", ""babbbabab"" ],

negative example: [ ""a"", ""bb"", ""abab"", ""bba"", ""ababb"", ""bbabab"", ""babba"", ""baabb"", ""ababbab"", ""babbbbb"" ]"
(a)*bb(b)*,"positive example: [bb, abb, aabb, bbb, bbbbbb, aaabbbb]  
negative example: [ab, b, aa, bba, bbbb, aabbbba]"
(a+b)*(bab)(b+a)*,"Positive example: [bab, abababb, ababbabbaa]  
Negative example: [baab, abba, baa]  "
a*(b+b+)a*,"Positive example: [ ""bbaa"", ""bb"", ""aaaabbbaa"", ""bba"", ""aa"" ]  
Negative example: [ ""baa"", ""ab"", ""bbab"", ""a"", ""bbbb"" ]"
0*1(10*1)*(0*(11)*),"positive example: [ ""01"", ""011"", ""1101"", ""111100"", ""01111011"", ""01110011"", ""1111101100"" ], negative example: [ ""00"", ""111"", ""100"", ""1100"", ""101"", ""001"", ""11111"" ]"
a*(bba*)*,"Positive example: [ """", ""a"", ""aa"", ""bba"", ""abb"", ""aabb"", ""abbaa"", ""bb"", ""bbaa"", ""bababba"" ]  
Negative example: [ ""b"", ""ba"", ""ab"", ""baa"", ""bbab"", ""aab"", ""abbabab"", ""abab"", ""ababba"", ""babb"" ]"
a*((baa)*)+,"Positive example: [ ""aabaaa"", ""aabaaabaaa"", ""aabaaabaa"", ""baa"", ""baabaa"" ]  
Negative example: [ ""a"", ""abaaa"", ""aab"", ""ba"", ""baaabaaa"" ]"
(bb+|b+b)*a*(bb+|b+b)*a*,"Positive examples: [ ""bbb"", ""bba"", ""bbbaaa"", ""bb"", ""bbaa"", ""bbbbba"", ""baaa"", ""bbaaa"", ""bbbaa"", ""bababbaaa"" ]  
Negative examples: [ ""aaa"", ""bbbb"", ""abba"", ""abab"", ""a"", ""bab"", ""bbab"", ""abaa"", ""bbbbbaa"", ""bbabb"" ]"
(a*(b)((a)*bb)*(a)*),"Positive example: [b, abb, aaabb, ba, bbbba, ababbbba, aaababbbbaa, aabbaa, aabbbbbba, ababba]
Negative example: [bb, a, bab, aba, bbb, baa, abbbab, aabba, babb, aaabbb]"
a*b,"positive example: [b, ab, aab, aaab, aaaab]  
negative example: [a, bb, aa, aabb, ba]"
0(0*11*0)*(0?)|1(1*00*1)*(1?)|0*|1*,"Positive example: [0, 1, 00, 11, 000, 111, 010, 101, 001, 1100, 0011, 010010, 111000, 00011, 1001, 10101, 0, 1111, 0000]  
Negative example: [01, 10, 110, 0010, 100, 11101, 00010, 0101, 1010, 011, 11001, 00100, 10110, 0111, 10001]  "
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111),"positive example:[1, 111, 1110, 01, 100, 010, 0111],
negative example:[00, 11, 1010, 0000, 0110, 1100, 11111]"
0*((10*)|(10*)),"Positive example: [0, 10, 100, 1010, 010, 0010, 10100, 110, 00110]  
Negative example: [1, 11, 000, 101, 0101, 1001, 111, 00000]  "
(ba*bb)*|(bba*b)*|a*,"Positive example: [""a"", ""aa"", ""b"", ""bb"", ""babb"", ""baabb"", ""bba"", ""bbaab"", ""aaa"", ""bababbb""]
Negative example: [""ab"", ""abab"", ""bababa"", ""bbaa"", ""bbb"", ""aab"", ""abba"", ""ba"", ""aabb"", ""baba""]"
(((a|b)a*ba)*(a|b)a*b)?,"positive example: [aba, abba, ab, aaabaa, b, bbab, abab, babab, aaba, baba]  
negative example: [aaa, bbb, aaab, baa, aababa, ababab, babbb, abbaab, baaa, babba]"
(ba+a+)*,"positive example: [b, baa, baaa, baaaaaa, baaba]  
negative example: [ba, aaa, bab, baaab, baabaaa]"
((0*10*)(0*10*))*,"positive example: [ """", ""10"", ""1010"", ""010"", ""01010"", ""0010"", ""001010"", ""0001010"", ""000101010"" ]  
negative example: [ ""1"", ""00"", ""100"", ""101"", ""001"", ""0101"", ""10100"", ""001100"" ]"
(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""110"", ""001"", ""11011"", ""00100"", ""110011"", ""001100"", ""1100"", ""0011"", ""110110"", ""001001"" ]

Negative example: [ ""101"", ""010"", ""10001"", ""0110"", ""1101100"", ""0010011"", ""1110"", ""0001"", ""0101"", ""1010"" ]"
a*b(a*b(a)*b(a)*)*,"Positive example: [ ""b"", ""ab"", ""abb"", ""abab"", ""aabab"", ""aabbabb"", ""aaaabbaab"" ]  
Negative example: [ ""a"", ""aa"", ""aaa"", ""ba"", ""bb"", ""aba"", ""abba"", ""aababab"" ]"
(a*|(baa)),"positive example: ["""", ""a"", ""aa"", ""aaa"", ""baa""]  
negative example: [""b"", ""ba"", ""bbaa"", ""ab"", ""baaa""]  "
